unit_key,unit_name,candidate_binding_count,retrieval_status
wh2_dlc09_tmb_inf_skeleton_warriors_0,Skeleton Warriors,257,potential_relationships_only
wh2_dlc09_tmb_inf_tomb_guard_0,Tomb Guard,265,potential_relationships_only
wh2_dlc09_tmb_inf_tomb_guard_1,Tomb Guard (Halberds),268,potential_relationships_only
wh2_dlc09_tmb_inf_tomb_guard_ror,The Khepra Guard (Tomb Guard),275,potential_relationships_only
wh2_dlc09_tmb_mon_carrion_0,Carrion,229,potential_relationships_only
wh2_dlc09_tmb_mon_carrion_ror,The Flock of Djaf (Carrion),227,potential_relationships_only
wh2_dlc09_tmb_mon_dire_wolves,Dire Wolves,221,potential_relationships_only
wh2_dlc09_tmb_mon_fell_bats,Fell Bats,222,potential_relationships_only
wh2_dlc09_tmb_mon_heirotitan_0,Hierotitan,243,potential_relationships_only
wh2_dlc09_tmb_mon_necrosphinx_0,Necrosphinx,242,potential_relationships_only
wh2_dlc09_tmb_mon_necrosphinx_ror,The Sphinx of Usekph (Necrosphinx),260,potential_relationships_only
wh2_dlc09_tmb_mon_sepulchral_stalkers_0,Sepulchral Stalkers,268,potential_relationships_only
wh2_dlc09_tmb_mon_sepulchral_stalkers_ror,Eyes of the Desert (Sepulchral Stalkers),277,potential_relationships_only
wh2_dlc09_tmb_mon_tomb_scorpion_0,Tomb Scorpion,246,potential_relationships_only
wh2_dlc09_tmb_mon_ushabti_0,Ushabti,257,potential_relationships_only
wh2_dlc09_tmb_mon_ushabti_1,Ushabti (Great Bows),263,potential_relationships_only
wh2_dlc09_tmb_mon_ushabti_ror,Chosen of the Gods (Ushabti – Great Bows),275,potential_relationships_only
wh2_dlc09_tmb_veh_khemrian_warsphinx_0,Khemrian Warsphinx,242,potential_relationships_only
wh2_dlc09_tmb_veh_skeleton_archer_chariot_0,Skeleton Archer Chariots,263,potential_relationships_only
wh2_dlc09_tmb_veh_skeleton_chariot_0,Skeleton Chariots,255,potential_relationships_only
wh2_dlc10_def_cav_doomfire_warlocks_0,Doomfire Warlocks,253,potential_relationships_only
wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0,Knights of the Ebon Claw (Dread Knights),276,potential_relationships_only
wh2_dlc10_def_cav_raven_heralds_ror_0,Raven Heralds (Dark Riders),274,potential_relationships_only
wh2_dlc10_def_cav_slaanesh_harvesters_ror_0,Slaanesh's Harvesters (Doomfire Warlocks),271,potential_relationships_only
wh2_dlc10_def_cha_crone_0,Crone Hellebron,280,potential_relationships_only
wh2_dlc10_def_cha_supreme_sorceress_dark_0,Supreme Sorceress (Dark),263,potential_relationships_only
wh2_dlc10_def_cha_supreme_sorceress_fire_0,Supreme Sorceress (Fire),263,potential_relationships_only
wh2_dlc10_def_cha_supreme_sorceress_shadow_0,Supreme Sorceress (Shadows),263,potential_relationships_only
wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0,Blades of the Blood Queen (Har Ganeth Executioners),276,potential_relationships_only
wh2_dlc10_def_inf_sisters_of_slaughter,Sisters of Slaughter,248,potential_relationships_only
wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0,Sisters of the Singing Doom (Witch Elves),278,potential_relationships_only
wh2_dlc10_def_inf_the_bolt_fiends_ror_0,The Bolt-fiends (Darkshards – Shields),281,potential_relationships_only
wh2_dlc10_def_inf_the_hellebronai_ror_0,The Hellebronai (Dreadspears),269,potential_relationships_only
wh2_dlc10_def_mon_chill_of_sontar_ror_0,Chill of Sontar (War Hydra),258,potential_relationships_only
wh2_dlc10_def_mon_feral_manticore_0,Feral Manticore,238,potential_relationships_only
wh2_dlc10_def_mon_kharibdyss_0,Kharibdyss,238,potential_relationships_only
wh2_dlc10_dwf_inf_giant_slayers,Giant Slayers,280,potential_relationships_only
wh2_dlc10_hef_cav_the_fireborn_ror_0,The Fireborn (Dragon Princes),293,potential_relationships_only
wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0,Heralds of the Wind (Ellyrian Reavers – Bows),288,potential_relationships_only
wh2_dlc10_hef_cha_alarielle_the_radiant_0,Alarielle the Radiant,268,potential_relationships_only
wh2_dlc10_hef_cha_alith_anar_0,Alith Anar,270,potential_relationships_only
wh2_dlc10_hef_cha_handmaiden_0,Handmaiden of the Everqueen,276,potential_relationships_only
wh2_dlc10_hef_inf_dryads_0,Dryads,275,potential_relationships_only
wh2_dlc10_hef_inf_everqueens_court_guards_ror_0,Everqueen's Court Guards (Sisters of Avelorn),305,potential_relationships_only
wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0,Keepers of the Flame (Phoenix Guard),302,potential_relationships_only
wh2_dlc10_hef_inf_shadow_walkers_0,Shadow-walkers,293,potential_relationships_only
wh2_dlc10_hef_inf_shadow_warriors_0,Shadow Warriors,295,potential_relationships_only
wh2_dlc10_hef_inf_sisters_of_avelorn_0,Sisters of Avelorn,281,potential_relationships_only
wh2_dlc10_hef_inf_the_grey_ror_0,The Grey (Shadow Warriors),314,potential_relationships_only
wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0,The Scions of Mathlann (Spearmen),297,potential_relationships_only
wh2_dlc10_hef_inf_the_silverpelts_ror_0,The Puremane Company (White Lions of Chrace),298,potential_relationships_only
wh2_dlc10_hef_inf_the_storm_riders_ror_0,The Storm Riders (Lothern Sea Guard),333,potential_relationships_only
wh2_dlc10_hef_mon_treekin_0,Tree Kin,273,potential_relationships_only
wh2_dlc10_hef_mon_treeman_0,Treeman,254,potential_relationships_only
wh2_dlc11_cst_art_carronade,Carronades,235,potential_relationships_only
wh2_dlc11_cst_art_mortar,Mortars,235,potential_relationships_only
wh2_dlc11_cst_art_queen_bess,Queen Bess,251,potential_relationships_only
wh2_dlc11_cst_cav_deck_droppers_0,Deck Droppers,236,potential_relationships_only
wh2_dlc11_cst_cav_deck_droppers_1,Deck Droppers (Bombers),241,potential_relationships_only
wh2_dlc11_cst_cav_deck_droppers_2,Deck Droppers (Handgunners),235,potential_relationships_only
wh2_dlc11_cst_cav_deck_droppers_ror_0,Salt Lord Scuttlers (Deck Droppers – Bombers),251,potential_relationships_only
wh2_dlc11_cst_cha_gunnery_wight_0,Gunnery Wight,283,potential_relationships_only
wh2_dlc11_cst_cha_mourngul_haunter,Mourngul Haunter,285,potential_relationships_only
wh2_dlc11_cst_cha_vampire_fleet_captain_0,Vampire Fleet Captain (Vampires),274,potential_relationships_only
wh2_dlc11_cst_inf_deck_gunners_0,Deck Gunners,257,potential_relationships_only
wh2_dlc11_cst_inf_deck_gunners_ror_0,Shadewraith Gunners (Deck Gunners),277,potential_relationships_only
wh2_dlc11_cst_inf_depth_guard_0,Depth Guard,261,potential_relationships_only
wh2_dlc11_cst_inf_depth_guard_1,Depth Guard (Polearms),267,potential_relationships_only
wh2_dlc11_cst_inf_depth_guard_ror_0,The Bloody Reaver Deck Guard (Depth Guard),282,potential_relationships_only
wh2_dlc11_cst_inf_sartosa_free_company_0,Sartosa Free Company,243,potential_relationships_only
wh2_dlc11_cst_inf_sartosa_militia_0,Sartosa Militia,240,potential_relationships_only
wh2_dlc11_cst_inf_syreens,Syreens,254,potential_relationships_only
wh2_dlc11_cst_inf_zombie_deckhands_mob_0,Zombie Pirate Deckhand Mob,260,potential_relationships_only
wh2_dlc11_cst_inf_zombie_deckhands_mob_1,Zombie Pirate Deckhand Mob (Polearms),266,potential_relationships_only
wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0,The Tide of Skjold (Zombie Pirate Deckhand Mob),276,potential_relationships_only
wh2_dlc11_cst_inf_zombie_gunnery_mob_0,Zombie Pirate Gunnery Mob,274,potential_relationships_only
wh2_dlc11_cst_inf_zombie_gunnery_mob_1,Zombie Pirate Gunnery Mob (Handgunners),276,potential_relationships_only
wh2_dlc11_cst_inf_zombie_gunnery_mob_2,Zombie Pirate Gunnery Mob (Hand Cannons),270,potential_relationships_only
wh2_dlc11_cst_inf_zombie_gunnery_mob_3,Zombie Pirate Gunnery Mob (Bombers),270,potential_relationships_only
wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0,The Black Spot (Zombie Pirate Gunnery Mob – Handgunners),294,potential_relationships_only
wh2_dlc11_cst_mon_animated_hulks_0,Animated Hulks,258,potential_relationships_only
wh2_dlc11_cst_mon_bloated_corpse_0,Bloated Corpse,234,potential_relationships_only
wh2_dlc11_cst_mon_fell_bats,Fell Bats,220,potential_relationships_only
wh2_dlc11_cst_mon_mournguls_0,Mournguls,279,potential_relationships_only
wh2_dlc11_cst_mon_mournguls_ror_0,Night Terrors (Mournguls),285,potential_relationships_only
wh2_dlc11_cst_mon_necrofex_colossus_0,Necrofex Colossus,244,potential_relationships_only
wh2_dlc11_cst_mon_necrofex_colossus_ror_0,Gallows Giant (Necrofex Colossus),260,potential_relationships_only
wh2_dlc11_cst_mon_rotting_leviathan_0,Rotting Leviathan,242,potential_relationships_only
wh2_dlc11_cst_mon_rotting_prometheans_0,Rotting Prometheans,256,potential_relationships_only
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0,Rotting Prometheans (Gunnery Mob),275,potential_relationships_only
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror,The Lamprey's Revenge (Rotting Promethean Gunnery Mob),308,potential_relationships_only
wh2_dlc11_cst_mon_scurvy_dogs,Scurvy Dogs,226,potential_relationships_only
wh2_dlc11_cst_mon_terrorgheist,Death Shriek Terrorgheist,241,potential_relationships_only
wh2_dlc11_def_cha_lokhir_fellheart_0,Lokhir Fellheart,273,potential_relationships_only
wh2_dlc11_def_cha_lokhir_fellheart_1,Lokhir Fellheart,273,potential_relationships_only
wh2_dlc11_vmp_cha_heinrich_kemmler_1,Heinrich Kemmler,277,potential_relationships_only
wh2_dlc12_lzd_cav_ripperdactyl_riders_0,Ripperdactyl Riders,276,potential_relationships_only
wh2_dlc12_lzd_cav_ripperdactyl_riders_0_blessed,Blessed Ripperdactyl Riders,281,potential_relationships_only
wh2_dlc12_lzd_inf_skink_red_crested_0,Red Crested Skinks,321,potential_relationships_only
wh2_dlc12_lzd_mon_ancient_salamander_0,Ancient Salamander,240,potential_relationships_only
wh2_dlc12_lzd_mon_ancient_salamander_0_blessed,Blessed Ancient Salamander,244,potential_relationships_only
wh2_dlc12_lzd_mon_ancient_stegadon_1,Ancient Stegadon (Engine of the Gods),253,potential_relationships_only
wh2_dlc12_lzd_mon_ancient_stegadon_1_nakai,Ancient Stegadon (Engine of the Gods),251,potential_relationships_only
wh2_dlc12_lzd_mon_bastiladon_3,Bastiladon (Ark of Sotek),253,potential_relationships_only
wh2_dlc12_lzd_mon_bastiladon_3_nakai,Bastiladon (Ark of Sotek),253,potential_relationships_only
wh2_dlc12_lzd_mon_salamander_pack_0,Salamander Hunting Pack,245,potential_relationships_only
wh2_dlc12_lzd_mon_salamander_pack_0_blessed,Blessed Salamander Hunting Pack,248,potential_relationships_only
wh2_dlc12_skv_art_warplock_jezzails_ror_tech_lab_0,Eye-Takers (Warplock Jezzails),256,potential_relationships_only
wh2_dlc12_skv_inf_ratling_gun_0,Ratling Guns,250,potential_relationships_only
wh2_dlc12_skv_inf_ratling_gun_ror_tech_lab_0,Death Dealers (Ratling Guns),250,potential_relationships_only
wh2_dlc12_skv_inf_warpfire_thrower_ror_tech_lab_0,The Doombringers (Warpfire Throwers),256,potential_relationships_only
wh2_dlc12_skv_inf_warplock_jezzails_0,Warplock Jezzails,255,potential_relationships_only
wh2_dlc12_skv_veh_doom_flayer_0,Doom-Flayers,237,potential_relationships_only
wh2_dlc12_skv_veh_doom_flayer_ror_tech_lab_0,Blackhole Flayers (Doom-Flayers),237,potential_relationships_only
wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0,Warpfire's Wheel (Doomwheel),239,potential_relationships_only
wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0,Hertwig van Hal,268,potential_relationships_only
wh2_dlc13_emp_cha_hunter_jorek_grimm_0,Jorek Grimm,268,potential_relationships_only
wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0,Kalara,271,potential_relationships_only
wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0,Rodrik L'Anguille,269,potential_relationships_only
wh2_dlc13_emp_inf_archers_0,Archers,254,potential_relationships_only
wh2_dlc13_emp_inf_huntsmen_0,Huntsmen,261,potential_relationships_only
wh2_dlc13_emp_veh_war_wagon_0,War Wagons,263,potential_relationships_only
wh2_dlc13_emp_veh_war_wagon_1,War Wagons (Mortars),269,potential_relationships_only
wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0,Obsinite Gyrocopters,190,potential_relationships_only
wh2_dlc13_lzd_cha_nakai_0,Nakai the Wanderer,281,potential_relationships_only
wh2_dlc13_lzd_mon_dread_saurian_0,Feral Dread Saurian,252,potential_relationships_only
wh2_dlc13_lzd_mon_dread_saurian_1,Dread Saurian,250,potential_relationships_only
wh2_dlc13_lzd_mon_razordon_pack_0,Razordon Hunting Pack,245,potential_relationships_only
wh2_dlc13_lzd_mon_razordon_pack_0_blessed,Blessed Razordon Hunting Pack,250,potential_relationships_only
wh2_dlc13_lzd_mon_sacred_kroxigors_0,Sacred Kroxigor,271,potential_relationships_only
wh2_dlc13_lzd_mon_sacred_kroxigors_0_blessed,Blessed Sacred Kroxigor,275,potential_relationships_only
wh2_dlc13_lzd_mon_sacred_kroxigors_0_nakai,Sacred Kroxigor,271,potential_relationships_only
wh2_dlc14_def_cav_scourgerunner_chariot_0,Scourgerunner Chariots,226,potential_relationships_only
wh2_dlc14_def_cav_scourgerunner_chariot_ror_0,Ravagers of Rakarth (Scourgerunner Chariots),238,potential_relationships_only
wh2_dlc14_def_cha_high_beastmaster_0,High Beastmaster,271,potential_relationships_only
wh2_dlc14_def_cha_high_beastmaster_1,High Beastmaster,268,potential_relationships_only
wh2_dlc14_def_cha_malus_darkblade_0,Malus Darkblade,277,potential_relationships_only
wh2_dlc14_def_cha_malus_darkblade_1,Malus Darkblade,277,potential_relationships_only
wh2_dlc14_def_cha_master_0,Master,272,potential_relationships_only
wh2_dlc14_def_cha_master_1,Master,269,potential_relationships_only
wh2_dlc14_def_cha_master_2,Master,273,potential_relationships_only
wh2_dlc14_def_inf_harpies_ror_0,The Crows of Khaine (Harpies),264,potential_relationships_only
wh2_dlc14_def_mon_bloodwrack_medusa_0,Bloodwrack Medusa,238,potential_relationships_only
wh2_dlc14_def_mon_bloodwrack_medusa_ror_0,The Siren of Red Ruin (Bloodwrack Medusa),249,potential_relationships_only
wh2_dlc14_def_veh_bloodwrack_shrine_0,Bloodwrack Shrine,222,potential_relationships_only
wh2_dlc14_skv_cha_deathmaster_snikch_0,Deathmaster Snikch,268,potential_relationships_only
wh2_dlc14_skv_cha_eshin_sorcerer_0,Eshin Sorcerer,266,potential_relationships_only
wh2_dlc14_skv_cha_master_assassin_0,Master Assassin,265,potential_relationships_only
wh2_dlc14_skv_inf_eshin_triads_0,Eshin Triads,241,potential_relationships_only
wh2_dlc14_skv_inf_poison_wind_mortar_0,Poisoned Wind Mortars,248,potential_relationships_only
wh2_dlc14_skv_inf_warp_grinder_0,Warp-Grinders,249,potential_relationships_only
wh2_dlc15_grn_cav_forest_goblin_spider_riders_waaagh_0,Lava Spider Rider Archers,321,potential_relationships_only
wh2_dlc15_grn_cav_squig_hoppers_waaagh_0,Armoured Squig Hoppers,289,potential_relationships_only
wh2_dlc15_grn_mon_feral_hydra_waaagh_0,Feral Hydra,239,potential_relationships_only
wh2_dlc15_grn_mon_river_trolls_0,River Trolls,286,potential_relationships_only
wh2_dlc15_grn_mon_rogue_idol_0,Rogue Idol,242,potential_relationships_only
wh2_dlc15_grn_mon_stone_trolls_0,Stone Trolls,275,potential_relationships_only
wh2_dlc15_grn_mon_wyvern_waaagh_0,Feral Wyvern,240,potential_relationships_only
wh2_dlc15_grn_veh_snotling_pump_wagon_0,Snotling Pump Wagons,229,potential_relationships_only
wh2_dlc15_grn_veh_snotling_pump_wagon_flappas_0,Snotling Pump Wagons (Flappas),230,potential_relationships_only
wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0,Snotling Pump Wagons (Spiky Rollers),233,potential_relationships_only
wh2_dlc15_hef_cha_prince_6,Prince,278,potential_relationships_only
wh2_dlc15_hef_inf_archers_ror_0,Talons of Tor Caleda (Archers – Light Armour),299,potential_relationships_only
wh2_dlc15_hef_inf_mistwalkers_faithbearers_0,Athel Tamarha Faithbearers,275,potential_relationships_only
wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0,Knights of Tor Gaval,279,potential_relationships_only
wh2_dlc15_hef_inf_mistwalkers_sentinels_0,Sentinels of Astaril,287,potential_relationships_only
wh2_dlc15_hef_inf_mistwalkers_skyhawks_0,The Skyhawks,275,potential_relationships_only
wh2_dlc15_hef_inf_mistwalkers_spireguard_0,Spire Guard of Tor Yvresse,291,potential_relationships_only
wh2_dlc15_hef_inf_rangers_0,Rangers,268,potential_relationships_only
wh2_dlc15_hef_inf_silverin_guard_0,Silverin Guard,271,potential_relationships_only
wh2_dlc15_hef_mon_arcane_phoenix_0,Arcane Phoenix,253,potential_relationships_only
wh2_dlc15_hef_mon_arcane_phoenix_ror_0,Omen of Asuryan (Arcane Phoenix),266,potential_relationships_only
wh2_dlc15_hef_mon_black_dragon_imrik,Shackolot the Calamity,259,potential_relationships_only
wh2_dlc15_hef_mon_forest_dragon_0,Forest Dragon,257,potential_relationships_only
wh2_dlc15_hef_mon_forest_dragon_imrik,"Bruwor, Protector of Life",259,potential_relationships_only
wh2_dlc15_hef_mon_moon_dragon_imrik,Lamoureux the Frozen Breath,264,potential_relationships_only
wh2_dlc15_hef_mon_star_dragon_imrik,Ymwrath the Eternal,262,potential_relationships_only
wh2_dlc15_hef_mon_sun_dragon_imrik,"Gordinar, Champion of the Flame",264,potential_relationships_only
wh2_dlc15_hef_mon_war_lions_of_chrace_0,War Lions of Chrace,229,potential_relationships_only
wh2_dlc15_hef_mon_war_lions_of_chrace_ror_0,Rahagra's Pride (War Lions of Chrace),242,potential_relationships_only
wh2_dlc15_hef_veh_lion_chariot_of_chrace_0,Lion Chariots of Chrace,255,potential_relationships_only
wh2_dlc16_skv_mon_brood_horror_0,Brood Horror,247,potential_relationships_only
wh2_dlc16_skv_mon_rat_ogre_mutant,Mutant Rat Ogre,246,potential_relationships_only
wh2_dlc16_skv_mon_wolf_rats_0,Wolf Rats,226,potential_relationships_only
wh2_dlc16_skv_mon_wolf_rats_1,Wolf Rats (Poison),226,potential_relationships_only
wh2_dlc16_wef_cav_glade_riders_2,Glade Riders (Spears),264,potential_relationships_only
wh2_dlc16_wef_cav_great_stag_knights_0,Great Stag Knights,272,potential_relationships_only
wh2_dlc16_wef_cha_ancient_treeman_coeddil_0,Coeddil,282,potential_relationships_only
wh2_dlc16_wef_cha_malicious_ancient_treeman_beasts_0,Malevolent Ancient Treeman (Beasts),281,potential_relationships_only
wh2_dlc16_wef_cha_malicious_ancient_treeman_life_0,Malevolent Ancient Treeman (Life),281,potential_relationships_only
wh2_dlc16_wef_cha_malicious_ancient_treeman_shadows_0,Malevolent Ancient Treeman (Shadows),281,potential_relationships_only
wh2_dlc16_wef_cha_malicious_branchwraith_beasts_0,Malevolent Branchwraith (Beasts),280,potential_relationships_only
wh2_dlc16_wef_inf_bladesingers_0,Bladesingers,263,potential_relationships_only
wh2_dlc16_wef_inf_malicious_dryads_0,Malevolent Dryads,278,potential_relationships_only
wh2_dlc16_wef_mon_cave_bats,Cave Bats,229,potential_relationships_only
wh2_dlc16_wef_mon_feral_manticore,Feral Manticore,226,potential_relationships_only
wh2_dlc16_wef_mon_giant_spiders_0,Giant Spiders,261,potential_relationships_only
wh2_dlc16_wef_mon_harpies_0,Harpies,230,potential_relationships_only
wh2_dlc16_wef_mon_hawks_0,Great Hawks,223,potential_relationships_only
wh2_dlc16_wef_mon_malicious_treekin_0,Malevolent Tree Kin,276,potential_relationships_only
wh2_dlc16_wef_mon_malicious_treeman_0,Malevolent Treeman,265,potential_relationships_only
wh2_dlc16_wef_mon_spider_hatchlings_0,Spider Hatchlings,217,potential_relationships_only
wh2_dlc16_wef_mon_wolves_0,Giant Wolves,216,potential_relationships_only
wh2_dlc16_wef_mon_zoats,Zoats,238,potential_relationships_only
wh2_dlc17_bst_cav_tuskgor_chariot_0,Tuskgor Chariots,229,potential_relationships_only
wh2_dlc17_bst_cha_doombull_0,Doombull,269,potential_relationships_only
wh2_dlc17_bst_cha_taurox_the_brass_bull_0,Taurox the Brass Bull,283,potential_relationships_only
wh2_dlc17_bst_cha_wargor_0,Wargor,268,potential_relationships_only
wh2_dlc17_bst_cha_wargor_1,Wargor,274,potential_relationships_only
wh2_dlc17_bst_cha_wargor_2,Wargor,274,potential_relationships_only
wh2_dlc17_bst_inf_centigors_ror_1,Groghooves of Wolf's Run (Centigors – Throwing Axes),264,potential_relationships_only
wh2_dlc17_bst_mon_ghorgon_0,Ghorgon,245,potential_relationships_only
wh2_dlc17_bst_mon_ghorgon_ror_0,The Bloodbrute Behemoth (Ghorgon),260,potential_relationships_only
wh2_dlc17_bst_mon_jabberslythe_0,Jabberslythe,239,potential_relationships_only
wh2_dlc17_bst_mon_jabberslythe_ror_0,The Vorbergland Broodmother (Jabberslythe),249,potential_relationships_only
wh2_dlc17_kho_mon_ghorgon_ror_0,The Bloodbrute Behemoth (Ghorgon),264,potential_relationships_only
wh2_dlc17_lzd_cha_skink_oracle_troglodon_0,Skink Oracle,277,potential_relationships_only
wh2_dlc17_lzd_inf_chameleon_stalkers_0,Chameleon Stalkers,333,potential_relationships_only
wh2_dlc17_lzd_inf_chameleon_stalkers_0_blessed,Blessed Chameleon Stalkers,338,potential_relationships_only
wh2_dlc17_lzd_mon_carnosaur_ror_0,Geltblöm's Terror (Feral Carnosaur),267,potential_relationships_only
wh2_dlc17_lzd_mon_coatl_0,Coatl,271,potential_relationships_only
wh2_dlc17_lzd_mon_coatl_ror_0,Spirit of Tepok (Coatl),284,potential_relationships_only
wh2_dlc17_lzd_mon_troglodon_0,Feral Troglodon,248,potential_relationships_only
wh2_dlc17_lzd_mon_troglodon_ror_0,The Pale Death (Feral Troglodon),262,potential_relationships_only
wh2_main_def_art_reaper_bolt_thrower,Reaper Bolt Throwers,228,potential_relationships_only
wh2_main_def_cav_cold_one_chariot,Cold One Chariots,239,potential_relationships_only
wh2_main_def_cav_cold_one_knights_0,Cold One Knights,257,potential_relationships_only
wh2_main_def_cav_cold_one_knights_1,Cold One Dread Knights,257,potential_relationships_only
wh2_main_def_cav_dark_riders_0,Dark Riders,256,potential_relationships_only
wh2_main_def_cav_dark_riders_1,Dark Riders (Shields),256,potential_relationships_only
wh2_main_def_cav_dark_riders_2,Dark Riders (Repeater Crossbows),256,potential_relationships_only
wh2_main_def_cha_death_hag_0,Death Hag,276,potential_relationships_only
wh2_main_def_cha_dreadlord_0,Dreadlord (Sword & Crossbow),268,potential_relationships_only
wh2_main_def_cha_dreadlord_1,Dreadlord (Sword & Crossbow),268,potential_relationships_only
wh2_main_def_cha_khainite_assassin_0,Khainite Assassin,279,potential_relationships_only
wh2_main_def_cha_malekith_0,Malekith,272,potential_relationships_only
wh2_main_def_cha_sorceress_dark_0,Sorceress (Dark),265,potential_relationships_only
wh2_main_def_cha_sorceress_dark_1,Sorceress (Dark),263,potential_relationships_only
wh2_main_def_inf_black_ark_corsairs_0,Black Ark Corsairs,253,potential_relationships_only
wh2_main_def_inf_black_ark_corsairs_1,Black Ark Corsairs (Handbows),258,potential_relationships_only
wh2_main_def_inf_black_guard_0,Black Guard of Naggarond,256,potential_relationships_only
wh2_main_def_inf_bleakswords_0,Bleakswords,250,potential_relationships_only
wh2_main_def_inf_darkshards_0,Darkshards,260,potential_relationships_only
wh2_main_def_inf_darkshards_1,Darkshards (Shields),262,potential_relationships_only
wh2_main_def_inf_dreadspears_0,Dreadspears,253,potential_relationships_only
wh2_main_def_inf_har_ganeth_executioners_0,Har Ganeth Executioners,256,potential_relationships_only
wh2_main_def_inf_harpies,Harpies,255,potential_relationships_only
wh2_main_def_inf_shades_0,Shades,262,potential_relationships_only
wh2_main_def_inf_shades_1,Shades (Dual Weapons),262,potential_relationships_only
wh2_main_def_inf_shades_2,Shades (Greatswords),262,potential_relationships_only
wh2_main_def_inf_witch_elves_0,Witch Elves,255,potential_relationships_only
wh2_main_def_mon_black_dragon,Black Dragon,245,potential_relationships_only
wh2_main_def_mon_war_hydra,War Hydra,242,potential_relationships_only
wh2_main_hef_art_eagle_claw_bolt_thrower,Eagle Claw Bolt Throwers,243,potential_relationships_only
wh2_main_hef_cav_dragon_princes,Dragon Princes,277,potential_relationships_only
wh2_main_hef_cav_ellyrian_reavers_0,Ellyrian Reavers,267,potential_relationships_only
wh2_main_hef_cav_ellyrian_reavers_1,Ellyrian Reaver Archers,274,potential_relationships_only
wh2_main_hef_cav_ithilmar_chariot,Ithilmar Chariots,247,potential_relationships_only
wh2_main_hef_cav_silver_helms_0,Silver Helms,264,potential_relationships_only
wh2_main_hef_cav_silver_helms_1,Silver Helms (Shields),265,potential_relationships_only
wh2_main_hef_cav_tiranoc_chariot,Tiranoc Chariots,262,potential_relationships_only
wh2_main_hef_cha_loremaster_of_hoeth_0,Loremaster of Hoeth,280,potential_relationships_only
