region_key,world_x,world_y,esf_offset
wh3_main_combi_region_fateweavers_crevasse,340.6791076660156,20.75340509414673,24440889
wh3_main_combi_region_fire_mouth,672.6100463867188,460.3255310058594,25966133
wh3_main_combi_region_flayed_rock,662.6121215820312,363.3096008300781,24329383
wh3_main_combi_region_flensburg,392.16839599609375,477.3283233642578,25050261
wh3_main_combi_region_floating_mountain,684.6075134277344,609.8500671386719,24051521
wh3_main_combi_region_floating_pyramid,69.23559379577637,303.7998504638672,25708764
wh3_main_combi_region_floating_village,456.1550598144531,287.29713439941406,24004400
wh3_main_combi_region_forest_of_arnheim,73.48470687866211,463.82611083984375,25711994
wh3_main_combi_region_forest_of_gloom,469.6522674560547,423.8195495605469,25656768
wh3_main_combi_region_fort_bergbres,300.1875457763672,490.8305358886719,24982445
wh3_main_combi_region_fort_jakova,494.1471710205078,541.3388366699219,24246954
wh3_main_combi_region_fort_oberstyre,446.1571502685547,478.8285827636719,24377624
wh3_main_combi_region_fort_ostrosk,454.1554870605469,606.3494873046875,25392234
wh3_main_combi_region_fort_soll,388.6691131591797,418.3186340332031,24665239
wh3_main_combi_region_fort_straghov,447.65684509277344,621.85205078125,24758149
wh3_main_combi_region_fortress_of_dawn,364.17420959472656,52.7586555480957,25633243
wh3_main_combi_region_fortress_of_eyes,777.0882873535156,543.339111328125,24701543
wh3_main_combi_region_fortress_of_the_damned,250.69782257080078,671.3601684570312,24618224
wh3_main_combi_region_foundry_of_bones,865.0699768066406,537.8382568359375,25317493
wh3_main_combi_region_frozen_landing,508.1442413330078,632.8538208007812,24755080
wh3_main_combi_region_fu_chow,904.5617370605469,388.81378173828125,26108868
wh3_main_combi_region_fu_hung,821.5790100097656,289.7975616455078,24362175
wh3_main_combi_region_fuming_serpent,191.21021270751953,178.77933502197266,25292689
wh3_main_combi_region_fyrus,330.6811828613281,270.2943420410156,25637507
wh3_main_combi_region_gaean_vale,171.21437072753906,446.82330322265625,25287441
wh3_main_combi_region_galbaraz,416.6632843017578,290.7976989746094,25915457
wh3_main_combi_region_gateway_to_khuresh,839.5752868652344,269.7942657470703,24482353
wh3_main_combi_region_ghrond,104.72820663452148,649.3565673828125,24182144
wh3_main_combi_region_gisoreux,292.68910217285156,483.8293914794922,25310720
wh3_main_combi_region_gnashraks_lair,529.139892578125,495.83135986328125,25441068
wh3_main_combi_region_gnobbly_gorge,716.1009826660156,336.30517578125,25105924
wh3_main_combi_region_golden_ziggurat,24.744851112365723,217.78573608398438,25501504
wh3_main_combi_region_gor_gazan,393.6680603027344,257.29222869873047,24546974
wh3_main_combi_region_gorger_rock,666.1113891601562,523.3358764648438,26105622
wh3_main_combi_region_gorssel,307.1860809326172,525.3362121582031,25590898
wh3_main_combi_region_graeling_moot,320.1833801269531,639.85498046875,24997947
wh3_main_combi_region_granite_massif,504.14508056640625,236.2887725830078,24939067
wh3_main_combi_region_granite_spikes,718.6004638671875,542.3389892578125,25073739
wh3_main_combi_region_great_desert_of_araby,325.1823272705078,206.28384399414062,24366770
wh3_main_combi_region_great_hall_of_greasus,688.1067810058594,387.8136291503906,25356954
wh3_main_combi_region_great_skull_lakes,569.6314392089844,534.3376770019531,24605207
wh3_main_combi_region_great_turtle_isle,20.745681762695312,193.28172302246094,26158133
wh3_main_combi_region_grenzstadt,432.65997314453125,441.82249450683594,24279132
wh3_main_combi_region_grey_rock_point,70.73527908325195,418.8187255859375,24964121
wh3_main_combi_region_griffon_gate,130.7228012084961,458.3251953125,24165394
wh3_main_combi_region_grimhold,364.6741180419922,408.81707763671875,24640661
wh3_main_combi_region_grimtop,701.6039733886719,377.3119201660156,24323006
wh3_main_combi_region_gristle_valley,374.6720275878906,423.3194580078125,24886525
wh3_main_combi_region_grom_peak,513.1432037353516,454.3245391845703,25018713
wh3_main_combi_region_gronti_mingol,390.668701171875,318.80230712890625,25403114
wh3_main_combi_region_grotrilexs_glare_lighthouse,275.19273376464844,39.25644111633301,26033315
wh3_main_combi_region_grunburg,366.1737823486328,480.3288269042969,26044305
wh3_main_combi_region_grung_zint,289.68971252441406,501.3322448730469,25231758
wh3_main_combi_region_gryphon_wood,447.1569519042969,526.3363647460938,25331129
wh3_main_combi_region_hag_graef,92.7307014465332,607.3496704101562,25818252
wh3_main_combi_region_hag_hall,70.73527908325195,496.8315124511719,24653762
wh3_main_combi_region_haichai,903.0620727539062,479.8287353515625,25116075
wh3_main_combi_region_hanyu_port,753.0932922363281,381.3125915527344,24022991
wh3_main_combi_region_har_ganeth,141.7205047607422,637.8546752929688,25513713
wh3_main_combi_region_har_kaldra,54.23871040344238,653.8572692871094,25307368
wh3_main_combi_region_hell_pit,471.1519470214844,622.8522338867188,24693083
wh3_main_combi_region_helmgart,325.1823272705078,465.32635498046875,24039810
wh3_main_combi_region_hergig,401.6664123535156,541.8388977050781,24585729
wh3_main_combi_region_hexoatl,46.24037742614746,377.8119812011719,26014840
wh3_main_combi_region_hidden_landing,917.0591735839844,251.29122161865234,25688526
wh3_main_combi_region_hoteks_column,115.72591781616211,554.3409729003906,25267151
wh3_main_combi_region_howling_rock,580.6291809082031,456.82496643066406,24848711
wh3_main_combi_region_hualotal,66.23621559143066,238.7891845703125,24870696
wh3_main_combi_region_ice_rock_gorge,49.2397518157959,497.33160400390625,25467008
wh3_main_combi_region_icespewer,647.1153259277344,550.34033203125,25946995
wh3_main_combi_region_igerov,501.6455993652344,562.8423461914062,24909115
wh3_main_combi_region_infernius,287.1902313232422,729.8697814941406,25581152
wh3_main_combi_region_iron_rock,486.14881896972656,378.8121643066406,25973046
wh3_main_combi_region_iron_storm,800.08349609375,547.8399047851562,26008458
wh3_main_combi_region_ironfrost,26.744433403015137,677.3611450195312,26142020
wh3_main_combi_region_ironspike,28.7440185546875,422.3193054199219,25414373
wh3_main_combi_region_isle_of_the_crimson_skull,41.24141883850098,313.8014831542969,25907838
wh3_main_combi_region_isle_of_wights,234.70115661621094,558.091552734375,24179226
wh3_main_combi_region_itza,112.22664642333984,184.28023529052734,25226238
wh3_main_combi_region_jade_wind_mountain,857.571533203125,430.3205871582031,25065709
wh3_main_combi_region_jungles_of_chian,870.5688171386719,298.2989501953125,25496202
wh3_main_combi_region_ka_sabar,428.66078186035156,190.53126525878906,24477606
wh3_main_combi_region_kaiax,127.72342681884766,91.26497650146484,25892338
wh3_main_combi_region_kappelburg,436.1592254638672,546.3396606445312,24285718
wh3_main_combi_region_karag_dromar,451.15611267089844,433.82118225097656,24746683
wh3_main_combi_region_karag_dron,502.1455078125,398.81544494628906,26154747
wh3_main_combi_region_karag_orrud,481.1498565673828,238.28910064697266,25518391
wh3_main_combi_region_karak_angazhar,420.1625671386719,409.8172607421875,24104286
wh3_main_combi_region_karak_azgal,477.1507110595703,304.8000183105469,25789990
wh3_main_combi_region_karak_azgaraz,337.17982482910156,456.82496643066406,25603712
wh3_main_combi_region_karak_azorn,665.3615417480469,437.32177734375,24515432
wh3_main_combi_region_karak_azul,533.6389465332031,348.8072204589844,24787684
wh3_main_combi_region_karak_bhufdar,353.17649841308594,385.313232421875,25618188
wh3_main_combi_region_karak_dum,592.6266479492188,589.8468017578125,25743614
wh3_main_combi_region_karak_eight_peaks,508.1442413330078,354.3081512451172,24138010
wh3_main_combi_region_karak_hirn,394.16796875,413.3178253173828,24556771
wh3_main_combi_region_karak_izor,373.67222595214844,389.81396484375,24569561
wh3_main_combi_region_karak_kadrin,499.6460266113281,496.8315124511719,25069077
wh3_main_combi_region_karak_krakaten,670.1105346679688,379.312255859375,25096039
wh3_main_combi_region_karak_norn,356.67576599121094,440.32225036621094,24875489
wh3_main_combi_region_karak_raziak,507.14447021484375,516.334716796875,24561533
wh3_main_combi_region_karak_ungor,515.6427001953125,535.3378295898438,25185907
wh3_main_combi_region_karak_vlag,545.636474609375,583.3457336425781,24733742
wh3_main_combi_region_karak_vrag,674.6095886230469,505.8330078125,24738469
wh3_main_combi_region_karak_ziflin,318.18377685546875,468.82691955566406,25881709
wh3_main_combi_region_karak_zorn,455.6551818847656,170.27793884277344,24823014
wh3_main_combi_region_karaz_a_karak,491.64768981933594,423.3194580078125,24349214
wh3_main_combi_region_karond_kar,185.21145629882812,615.3509521484375,24493369
wh3_main_combi_region_kauark,134.72196197509766,672.8604125976562,24845322
wh3_main_combi_region_kemperbad,377.6714172363281,491.83070373535156,24131520
wh3_main_combi_region_khazid_bordkarag,459.1544494628906,635.354248046875,25556874
wh3_main_combi_region_khazid_irkulaz,534.6387329101562,521.3355712890625,25809936
wh3_main_combi_region_khemri,408.6649475097656,222.78655242919922,24817608
wh3_main_combi_region_khymerica_spire,19.245994567871094,544.3392944335938,25133274
wh3_main_combi_region_kings_glade,342.1787872314453,400.315673828125,25715414
wh3_main_combi_region_kislev,480.15008544921875,568.3432312011719,25044809
wh3_main_combi_region_konquata,230.70198822021484,574.8442993164062,25678444
wh3_main_combi_region_kradtommen,499.1461181640625,302.7996826171875,25548844
wh3_main_combi_region_kraka_drak,473.6514129638672,649.3565673828125,24721275
wh3_main_combi_region_krugenheim,423.6618194580078,504.33274841308594,24672367
wh3_main_combi_region_kunlan,835.5761413574219,453.3243713378906,24397165
wh3_main_combi_region_lahmia,533.1390380859375,267.7939453125,25797919
wh3_main_combi_region_languille,256.6965866088867,509.83367919921875,24512434
wh3_main_combi_region_lashiek,299.18772888183594,242.7898406982422,24045237
wh3_main_combi_region_laurelorn_forest,352.1767120361328,563.3424377441406,24340562
wh3_main_combi_region_li_temple,894.5638122558594,346.80690002441406,25313905
wh3_main_combi_region_li_zhu,913.0599975585938,362.8095397949219,25001367
wh3_main_combi_region_longship_graveyard,362.6745300292969,608.8499145507812,24259628
wh3_main_combi_region_lost_plateau,470.1521759033203,187.28072357177734,24413490
wh3_main_combi_region_lothern,169.71468353271484,395.8149719238281,25765732
wh3_main_combi_region_luccini,337.17982482910156,316.80198669433594,26041249
wh3_main_combi_region_lybaras,551.1353149414062,244.7901611328125,24301474
wh3_main_combi_region_lyonesse,241.69970703125,486.8298645019531,24297089
wh3_main_combi_region_macu_peaks,35.242666244506836,352.8078918457031,24263007
wh3_main_combi_region_magritta,278.6919860839844,330.30418395996094,25931506
wh3_main_combi_region_mahrak,515.6427001953125,246.79049682617188,24675664
wh3_main_combi_region_mangrove_coast,175.71343231201172,106.26744079589844,24319884
wh3_main_combi_region_marienburg,302.18711853027344,506.8331756591797,25473276
wh3_main_combi_region_marks_of_the_old_ones,150.21873474121094,142.27334594726562,24553585
wh3_main_combi_region_martek,326.6820068359375,244.7901611328125,24474429
wh3_main_combi_region_massif_orcal,306.18626403808594,437.32177734375,24115500
wh3_main_combi_region_matorca,422.1621551513672,389.3138732910156,26002077
wh3_main_combi_region_middenheim,370.1729736328125,544.8394165039062,24507762
wh3_main_combi_region_middenstag,379.6709899902344,532.3373413085938,26085838
wh3_main_combi_region_mighdal_vongalbarak,434.15965270996094,427.3201141357422,24698356
wh3_main_combi_region_mine_of_the_bearded_skulls,80.23330307006836,167.2774429321289,24683889
wh3_main_combi_region_ming_zhu,829.5773620605469,472.3274841308594,25275261
wh3_main_combi_region_miragliano,332.1808776855469,352.3078155517578,24251557
wh3_main_combi_region_mistnar,221.20397186279297,489.3302917480469,24708031
wh3_main_combi_region_misty_mountain,522.6412353515625,296.7987060546875,25803425
wh3_main_combi_region_monolith_of_borkill_the_bloody_handed,300.6874237060547,617.8513793945312,24401912
wh3_main_combi_region_monolith_of_bubonicus,569.6314392089844,654.3573608398438,25574198
wh3_main_combi_region_monolith_of_festerlung,547.6360473632812,669.3598327636719,24761251
wh3_main_combi_region_monolith_of_flesh,400.6666259765625,689.6131591796875,25878607
wh3_main_combi_region_montenas,276.6924133300781,350.30747985839844,25157567
wh3_main_combi_region_montfort,316.68409729003906,457.32501220703125,24658558
wh3_main_combi_region_monument_of_izzatal,70.23538589477539,271.7946014404297,24345922
wh3_main_combi_region_monument_of_the_moon,96.7298698425293,351.30763244628906,25928383
wh3_main_combi_region_mordheim,451.15611267089844,510.33372497558594,24011139
wh3_main_combi_region_morgheim,457.65476989746094,315.8018035888672,25544111
wh3_main_combi_region_mount_arachnos,476.15089416503906,206.28384399414062,25831880
wh3_main_combi_region_mount_athull,199.70844268798828,28.25463581085205,25523241
wh3_main_combi_region_mount_grey_hag,587.1278076171875,397.8152770996094,26074849
wh3_main_combi_region_mount_gunbad,540.6375122070312,453.824462890625,25896741
wh3_main_combi_region_mount_silverspear,555.1344604492188,417.81854248046875,24232153
wh3_main_combi_region_mount_squighorn,520.6416625976562,413.3178253173828,25875334
wh3_main_combi_region_mount_thug,703.6035766601562,355.8083801269531,25860223
wh3_main_combi_region_mountain_pass,883.0662536621094,258.29237365722656,25099430
wh3_main_combi_region_mousillon,255.19689178466797,466.82659912109375,24704871
wh3_main_combi_region_myrmidens,382.17047119140625,334.804931640625,25887996
wh3_main_combi_region_nagashizzar,566.632080078125,312.3012390136719,24311121
wh3_main_combi_region_nagenhof,479.15028381347656,526.3363647460938,24091482
wh3_main_combi_region_naggarond,74.73444747924805,627.3529357910156,25351989
wh3_main_combi_region_naglfari_plain,368.6732635498047,646.3560791015625,25457037
wh3_main_combi_region_nagrar,181.21228790283203,645.3558959960938,26011721
wh3_main_combi_region_nahuontl,375.67181396484375,112.76850509643555,24151730
wh3_main_combi_region_nan_gau,760.091796875,505.8330078125,24288996
wh3_main_combi_region_nan_li,763.5911254882812,483.3292999267578,25848352
wh3_main_combi_region_niedling,436.1592254638672,493.8310241699219,24081771
wh3_main_combi_region_nonchang,849.0733032226562,380.8125,25624944
wh3_main_combi_region_norden,396.6674499511719,593.8474731445312,24266229
wh3_main_combi_region_novchozy,522.6412353515625,592.3471984863281,25587780
wh3_main_combi_region_nuja,254.69700622558594,328.803955078125,24256609
wh3_main_combi_region_nuln,369.4231262207031,468.82691955566406,25091439
wh3_main_combi_region_numas,434.6595458984375,229.28761291503906,24293785
wh3_main_combi_region_oakenhammer,477.6506042480469,455.32470703125,24196450
wh3_main_combi_region_okkams_forever_maze,473.6514129638672,21.753570556640625,24945684
wh3_main_combi_region_oreons_camp,428.16090393066406,166.7773666381836,25838659
wh3_main_combi_region_oyxl,122.22456741333008,144.77375030517578,25120590
wh3_main_combi_region_pack_ice_bay,302.18711853027344,585.3460083007812,26057081
wh3_main_combi_region_pahuax,61.23725891113281,331.804443359375,25599032
wh3_main_combi_region_palace_of_princes,269.6938781738281,688.863037109375,24217660
wh3_main_combi_region_parravon,322.682861328125,443.82281494140625,25278520
wh3_main_combi_region_petrified_forest,51.239336013793945,429.8205261230469,25868805
wh3_main_combi_region_pfeildorf,392.6682891845703,440.32225036621094,25997407
wh3_main_combi_region_phoenix_gate,163.71593475341797,477.8283996582031,24902976
wh3_main_combi_region_pigbarter,648.6150512695312,353.8080596923828,25976329
wh3_main_combi_region_pillar_of_skulls,585.1282348632812,618.8515625,24525643
wh3_main_combi_region_pillars_of_unseen_constellations,39.2418327331543,256.29205322265625,24550260
wh3_main_combi_region_plain_of_dogs,26.744433403015137,488.3301086425781,25756478
wh3_main_combi_region_plain_of_spiders,26.744433403015137,522.335693359375,25429624
wh3_main_combi_region_plain_of_tuskers,374.17213439941406,176.7790069580078,25397013
wh3_main_combi_region_plesk,511.14361572265625,581.845458984375,25487553
wh3_main_combi_region_po_mei,820.5792541503906,500.8321533203125,25594228
wh3_main_combi_region_pools_of_despair,349.1773223876953,234.7885284423828,24101039
wh3_main_combi_region_port_elistor,189.71051788330078,417.31846618652344,25007705
wh3_main_combi_region_port_of_secrets,479.6501922607422,694.3639526367188,25912139
wh3_main_combi_region_port_reaver,65.23642349243164,370.81085205078125,25534557
wh3_main_combi_region_pox_marsh,199.2085418701172,218.28582000732422,25705773
wh3_main_combi_region_praag,483.1494598388672,594.3475341796875,25343183
wh3_main_combi_region_qiang,743.0953674316406,360.8092041015625,24596891
wh3_main_combi_region_quatar,453.15570068359375,213.7850799560547,24058367
wh3_main_combi_region_quenelles,321.1831512451172,416.8183898925781,25481054
wh3_main_combi_region_quetza,124.2241439819336,168.7776870727539,25112832
wh3_main_combi_region_quittax,94.73028945922852,232.28811645507812,25179340
wh3_main_combi_region_rackdo_gorge,36.742353439331055,626.8528747558594,24384284
wh3_main_combi_region_rasetra,511.64353942871094,221.28631591796875,25369874
wh3_main_combi_region_red_fortress,879.5669555664062,511.83396911621094,24628863
wh3_main_combi_region_riffraffa,346.67784118652344,335.80511474609375,24889631
wh3_main_combi_region_rothkar_spire,8.74817967414856,565.8428344726562,24456780
wh3_main_combi_region_rotten_stone,777.5881958007812,565.3427734375,25621701
wh3_main_combi_region_ruins_end,632.6183471679688,329.8041229248047,24805145
wh3_main_combi_region_sabre_mountain,624.6200256347656,540.3386535644531,25691917
wh3_main_combi_region_salzenmund,372.17254638671875,584.3458862304688,24927819
wh3_main_combi_region_sarl_encampment,391.6684875488281,652.3570556640625,24243744
wh3_main_combi_region_sartosa,328.6815948486328,300.7993621826172,24648829
wh3_main_combi_region_scarpels_lair,10.247867107391357,463.3260192871094,25447263
wh3_main_combi_region_sentinels_of_xeti,51.239336013793945,187.7808074951172,25990829
wh3_main_combi_region_serpent_coast,531.1394653320312,169.27777862548828,25939172
wh3_main_combi_region_serpent_jetty,277.6922149658203,654.3573608398438,24988188
wh3_main_combi_region_shagrath,213.20562744140625,658.3580322265625,24466713
wh3_main_combi_region_shang_wu,777.5881958007812,369.3105926513672,25424887
wh3_main_combi_region_shang_yang,753.0932922363281,427.82020568847656,25560256
wh3_main_combi_region_shard_bastion,209.70635986328125,694.3639526367188,24175608
