faction_key,character_id,member_id,agent_type,subtype_key,force_id,is_primary,world_x,world_y,logical_x,logical_y,esf_offset
wh2_dlc09_tmb_lybaras,107,109,wizard,wh2_dlc09_tmb_liche_priest_nehekhara,0,0,537.766845703125,237.9702606201172,805,308,4276552
wh2_dlc09_tmb_lybaras,519,528,colonel,wh2_dlc09_tmb_tomb_king,417,0,551.1275024414062,244.9126739501953,825,317,4276956
wh2_dlc11_cst_noctilus,114,116,general,wh2_dlc11_cst_noctilus,62,1,120.24600219726562,398.0312805175781,180,516,4453235
wh2_dlc11_cst_noctilus,115,117,engineer,wh2_dlc11_cst_gunnery_wight,0,0,118.9099349975586,394.17437744140625,178,511,4453680
wh2_dlc11_cst_noctilus,524,533,colonel,wh2_dlc11_cst_admiral_vampires,422,0,171.6845703125,345.9632263183594,257,448,4454102
wh2_dlc11_cst_pirates_of_sartosa,118,120,general,wh2_dlc11_cst_aranessa,64,1,339.3609619140625,307.0086364746094,508,398,4542049
wh2_dlc11_cst_pirates_of_sartosa,119,121,engineer,wh2_dlc11_cst_gunnery_wight,0,0,336.6888122558594,307.7799987792969,504,399,4542484
wh2_dlc11_cst_pirates_of_sartosa,526,535,colonel,wh2_dlc11_cst_admiral_vampires,424,0,328.67242431640625,300.83758544921875,492,390,4542914
wh2_dlc11_cst_the_drowned,116,118,general,wh2_dlc11_cst_cylostra,63,1,130.26651000976562,546.5216064453125,195,708,4497344
wh2_dlc11_cst_the_drowned,117,119,spy,wh2_dlc11_cst_ghost_paladin,0,0,132.27059936523438,545.3645629882812,198,707,4497763
wh2_dlc11_cst_the_drowned,525,534,colonel,wh2_dlc11_cst_admiral_vampires,423,0,138.95094299316406,533.7938842773438,208,692,4498205
wh2_dlc11_cst_vampire_coast,112,114,general,wh2_dlc11_cst_harkon,61,1,188.38540649414062,207.5008087158203,282,269,4408076
wh2_dlc11_cst_vampire_coast,113,115,engineer,wh2_dlc11_cst_gunnery_wight,0,0,185.71327209472656,208.27218627929688,278,270,4408515
wh2_dlc11_cst_vampire_coast,523,532,colonel,wh2_dlc11_cst_admiral_vampires,421,0,184.37721252441406,202.1011505126953,276,262,4408944
wh2_dlc11_def_the_blessed_dread,84,85,general,wh2_dlc11_def_lokhir,46,1,896.5007934570312,456.6560363769531,1342,592,3821950
wh2_dlc11_def_the_blessed_dread,85,86,general,wh2_main_def_black_ark_blessed_dread,47,0,911.8655395507812,459.3558654785156,1365,595,3822393
wh2_dlc11_def_the_blessed_dread,86,87,wizard,wh2_dlc10_def_sorceress_death,0,0,898.5048828125,457.0417175292969,1345,592,3822826
wh2_dlc11_def_the_blessed_dread,508,517,colonel,wh2_main_def_dreadlord,406,0,903.1810913085938,479.7973937988281,1352,622,3823254
wh2_dlc11_vmp_the_barrow_legion,156,158,general,wh_main_vmp_heinrich_kemmler,83,1,301.9510803222656,477.4832763671875,452,619,5390306
wh2_dlc11_vmp_the_barrow_legion,157,159,wizard,wh_main_vmp_necromancer,0,0,301.2830505371094,477.86895751953125,451,619,5390726
wh2_dlc11_vmp_the_barrow_legion,546,555,colonel,wh_main_vmp_lord,444,0,305.291259765625,480.9544677734375,457,623,5391141
wh2_dlc12_lzd_cult_of_sotek,71,72,general,wh2_dlc12_lzd_tehenhauin,39,1,141.62307739257812,86.3943862915039,212,112,3517507
wh2_dlc12_lzd_cult_of_sotek,72,73,champion,wh2_main_lzd_saurus_scar_veteran,0,0,144.2952117919922,85.62300872802734,216,111,3517922
wh2_dlc12_lzd_cult_of_sotek,502,511,colonel,wh2_main_lzd_saurus_old_blood,400,0,160.99603271484375,84.4659423828125,241,109,3518352
wh2_dlc13_emp_golden_order,121,123,general,wh_main_emp_balthasar_gelt,66,1,759.553955078125,348.2773742675781,1137,451,4636160
wh2_dlc13_emp_golden_order,122,124,champion,wh_main_emp_captain,0,0,758.8859252929688,350.205810546875,1136,454,4636566
wh2_dlc13_emp_the_huntmarshals_expedition,125,127,general,wh2_dlc13_emp_cha_markus_wulfhart,68,1,86.17630004882812,278.8533020019531,129,361,4721545
wh2_dlc13_emp_the_huntmarshals_expedition,530,539,colonel,wh_main_emp_lord,428,0,101.54106903076172,282.32452392578125,152,366,4721968
wh2_dlc13_lzd_spirits_of_the_jungle,75,76,general,wh2_dlc13_lzd_nakai,41,1,876.4597778320312,284.6386413574219,1312,369,3606617
wh2_dlc13_lzd_spirits_of_the_jungle,76,77,wizard,wh2_main_lzd_skink_priest_heavens,0,0,872.4515991210938,285.4100341796875,1306,370,3607062
wh2_dlc14_brt_chevaliers_de_lyonesse,201,204,general,wh2_dlc14_brt_repanse,105,1,325.3322448730469,258.7974548339844,487,335,6346612
wh2_dlc14_brt_chevaliers_de_lyonesse,202,205,champion,wh2_dlc14_brt_henri_le_massif,0,0,321.9920654296875,259.18316650390625,482,336,6347042
wh2_dlc14_brt_chevaliers_de_lyonesse,559,568,colonel,wh_main_brt_lord,457,0,315.9797668457031,263.42572021484375,473,341,6347461
wh2_dlc15_grn_bonerattlaz,146,148,general,wh_main_grn_azhag_the_slaughterer,78,1,529.7504272460938,534.1795654296875,793,692,5165041
wh2_dlc15_grn_bonerattlaz,147,149,wizard,wh_main_grn_orc_shaman,0,0,531.0865478515625,531.8654174804688,795,689,5165451
wh2_dlc15_grn_bonerattlaz,540,549,colonel,wh3_dlc26_grn_savage_orc_great_shaman,438,0,534.4266967773438,521.4518432617188,800,676,5165886
wh2_dlc15_grn_broken_axe,150,152,general,wh2_dlc15_grn_grom_the_paunch,80,1,292.5986022949219,431.971923828125,438,560,5253620
wh2_dlc15_grn_broken_axe,151,153,runesmith,wh2_dlc15_grn_river_troll_hag,0,0,297.27484130859375,430.0434875488281,445,557,5254058
wh2_dlc15_grn_broken_axe,542,551,colonel,wh_main_grn_orc_warboss,440,0,305.95928955078125,437.37158203125,458,567,5254472
wh2_dlc15_hef_imrik,61,62,general,wh2_dlc15_hef_imrik,34,1,573.172607421875,330.9213562011719,858,429,3299814
wh2_dlc15_hef_imrik,62,63,wizard,wh2_dlc15_hef_mage_fire,0,0,575.1766967773438,330.5356750488281,861,428,3300241
wh2_dlc15_hef_imrik,498,507,colonel,wh2_main_hef_prince,396,0,593.8816528320312,338.24945068359375,889,438,3300658
wh2_dlc16_wef_drycha,193,196,general,wh2_dlc16_wef_drycha,101,1,444.91021728515625,521.4518432617188,666,676,6171987
wh2_dlc16_wef_drycha,194,197,spy,wh_dlc05_wef_waystalker,0,0,445.5782470703125,522.60888671875,667,677,6172416
wh2_dlc16_wef_drycha,555,564,colonel,wh2_dlc16_wef_malicious_ancient_treeman_beasts,453,0,446.914306640625,526.4657592773438,669,682,6172837
wh2_dlc16_wef_sisters_of_twilight,191,194,general,wh2_dlc16_wef_sisters_of_twilight,100,1,54.11070251464844,519.5233764648438,81,673,6128502
wh2_dlc16_wef_sisters_of_twilight,192,195,wizard,wh_dlc05_wef_spellsinger_beasts,0,0,53.44266891479492,515.2808227539062,80,668,6128931
wh2_dlc16_wef_sisters_of_twilight,554,563,colonel,wh_dlc05_wef_glade_lord,452,0,44.09020233154297,509.1097717285156,66,660,6129363
wh2_dlc17_bst_malagor,181,184,general,wh_dlc03_bst_malagor,95,1,437.5618591308594,278.8533020019531,655,361,5915065
wh2_dlc17_bst_malagor,182,185,champion,wh_dlc03_bst_gorebull,0,0,440.9020080566406,278.4676208496094,660,361,5915491
wh2_dlc17_bst_taurox,185,188,general,wh2_dlc17_bst_taurox,97,1,65.46726989746094,562.3348999023438,98,729,5995737
wh2_dlc17_bst_taurox,186,189,wizard,wh_dlc03_bst_bray_shaman_wild,0,0,62.795135498046875,561.5635375976562,94,728,5996163
wh2_dlc17_dwf_thorek_ironbrow,139,141,general,wh2_dlc17_dwf_thorek,74,1,459.6069641113281,175.1029052734375,688,227,4988166
wh2_dlc17_dwf_thorek_ironbrow,140,142,runesmith,wh_main_dwf_runesmith,0,0,457.60284423828125,173.17446899414062,685,224,4988605
wh2_dlc17_dwf_thorek_ironbrow,536,545,colonel,wh_main_dwf_lord,434,0,455.5987548828125,170.47463989257812,682,221,4989019
wh2_dlc17_lzd_oxyotl,65,66,general,wh2_dlc17_lzd_oxyotl,36,1,172.35260009765625,23.91273307800293,258,31,3383844
wh2_dlc17_lzd_oxyotl,66,67,runesmith,wh2_dlc17_lzd_skink_oracle_troglodon,0,0,168.3444061279297,23.91273307800293,252,31,3384246
wh2_dlc17_lzd_oxyotl,499,508,colonel,wh2_main_lzd_saurus_old_blood,397,0,156.9878387451172,17.356014251708984,235,22,3384642
wh2_main_def_cult_of_pleasure,80,81,general,wh2_main_def_morathi,44,1,49.43446731567383,442.771240234375,74,574,3735740
wh2_main_def_cult_of_pleasure,81,82,spy,wh2_main_def_khainite_assassin,0,0,51.438568115234375,445.4710388183594,77,577,3736161
wh2_main_def_cult_of_pleasure,506,515,colonel,wh2_main_def_dreadlord,404,0,48.76643371582031,457.0417175292969,73,592,3736590
wh2_main_def_hag_graef,87,88,general,wh2_dlc14_def_malus_darkblade,48,1,389.46343994140625,718.5390014648438,583,931,3867776
wh2_main_def_hag_graef,88,89,champion,wh2_dlc14_def_master,0,0,392.8036193847656,717.3819580078125,588,930,3868189
wh2_main_def_hag_graef,89,90,general,wh2_main_def_black_ark,49,0,388.79541015625,708.1254272460938,582,918,3868615
wh2_main_def_hag_graef,509,518,colonel,wh2_main_def_dreadlord,407,0,92.85663604736328,607.4605102539062,139,787,3869058
wh2_main_def_har_ganeth,82,83,general,wh2_dlc10_def_crone_hellebron,45,1,132.9386444091797,642.1725463867188,199,832,3778755
wh2_main_def_har_ganeth,83,84,dignitary,wh2_main_def_death_hag,0,0,136.27880859375,640.244140625,204,830,3779184
wh2_main_def_har_ganeth,507,516,colonel,wh2_main_def_dreadlord,405,0,141.62307739257812,637.9299926757812,212,827,3779584
wh2_main_def_naggarond,78,79,general,wh2_main_def_malekith,43,1,66.13529968261719,644.4866943359375,99,835,3692235
wh2_main_def_naggarond,79,80,wizard,wh2_main_def_sorceress_fire,0,0,68.139404296875,639.4727172851562,102,829,3692681
wh2_main_def_naggarond,505,514,colonel,wh2_main_def_dreadlord,403,0,74.81973266601562,627.1306762695312,112,813,3693116
wh2_main_hef_avelorn,54,55,general,wh2_dlc10_hef_alarielle,30,1,175.0247344970703,449.7136535644531,262,583,3165624
wh2_main_hef_avelorn,55,56,dignitary,wh2_dlc10_hef_handmaiden,0,0,176.36080932617188,447.3995056152344,264,580,3166042
wh2_main_hef_avelorn,495,504,colonel,wh2_main_hef_prince,393,0,171.01654052734375,446.62811279296875,256,579,3166469
wh2_main_hef_eataine,50,50,general,wh2_main_hef_tyrion,28,1,166.34030151367188,396.87420654296875,249,514,3077818
wh2_main_hef_eataine,51,51,wizard,wh2_dlc10_hef_mage_heavens,0,0,163.00013732910156,394.17437744140625,244,511,3078241
wh2_main_hef_eataine,493,502,colonel,wh2_main_hef_prince,391,0,169.68048095703125,395.7171630859375,254,513,3078657
wh2_main_hef_nagarythe,56,57,general,wh2_dlc10_hef_alith_anar,31,1,141.62307739257812,587.7904052734375,212,762,3209920
wh2_main_hef_nagarythe,57,58,wizard,wh2_dlc10_hef_mage_shadows,0,0,138.2829132080078,590.4901733398438,207,765,3210364
wh2_main_hef_nagarythe,496,505,colonel,wh2_main_hef_prince,394,0,135.61077880859375,582.7764282226562,203,755,3210768
wh2_main_hef_order_of_loremasters,52,53,general,wh2_main_hef_teclis,29,1,392.1355895996094,55.9249382019043,587,72,3122341
wh2_main_hef_order_of_loremasters,53,54,runesmith,wh2_main_hef_loremaster_of_hoeth,0,0,387.4593505859375,57.85338592529297,580,75,3122749
wh2_main_hef_order_of_loremasters,494,503,colonel,wh2_main_hef_prince,392,0,364.07818603515625,52.83942413330078,545,68,3123187
wh2_main_hef_yvresse,58,59,general,wh2_dlc15_hef_eltharion,32,1,218.44691467285156,439.3000183105469,327,569,3252364
wh2_main_hef_yvresse,59,60,general,wh2_dlc15_hef_archmage_heavens,33,0,211.09854125976562,442.771240234375,316,574,3252790
wh2_main_hef_yvresse,60,61,runesmith,wh2_main_hef_loremaster_of_hoeth,0,0,219.1149444580078,439.68572998046875,328,570,3253220
wh2_main_hef_yvresse,497,506,colonel,wh2_main_hef_prince,395,0,211.09854125976562,442.771240234375,316,574,3253653
wh2_main_lzd_hexoatl,67,68,general,wh2_main_lzd_lord_mazdamundi,37,1,38.07789993286133,380.6752624511719,57,493,3428675
wh2_main_lzd_hexoatl,68,69,champion,wh2_main_lzd_saurus_scar_veteran,0,0,40.082000732421875,376.43267822265625,60,488,3429100
wh2_main_lzd_hexoatl,500,509,colonel,wh2_main_lzd_saurus_old_blood,398,0,46.094303131103516,377.5897521972656,69,489,3429498
wh2_main_lzd_itza,77,78,general,wh2_dlc13_lzd_gor_rok,42,1,100.87303924560547,186.28790283203125,151,241,3647628
wh2_main_lzd_itza,504,513,colonel,wh2_main_lzd_saurus_old_blood,402,0,112.22960662841797,184.3594512939453,168,239,3648053
wh2_main_lzd_last_defenders,69,70,general,wh2_main_lzd_kroq_gar,38,1,482.3200988769531,144.24777221679688,722,187,3473692
wh2_main_lzd_last_defenders,70,71,wizard,wh2_main_lzd_skink_priest_heavens,0,0,480.31597900390625,144.6334686279297,719,187,3474131
wh2_main_lzd_last_defenders,501,510,colonel,wh2_main_lzd_saurus_old_blood,399,0,454.2626953125,152.73294067382812,680,198,3474557
wh2_main_lzd_tlaqua,73,74,general,wh2_dlc12_lzd_tiktaqto,40,1,345.3732604980469,160.83241271972656,517,208,3561780
wh2_main_lzd_tlaqua,74,75,spy,wh2_dlc12_lzd_tlaqua_skink_chief,0,0,342.0330810546875,165.84637451171875,512,215,3562210
wh2_main_lzd_tlaqua,503,512,colonel,wh2_main_lzd_saurus_old_blood,401,0,363.41015625,156.58982849121094,544,203,3562615
wh2_main_skv_clan_eshin,102,104,general,wh2_dlc14_skv_deathmaster_snikch,56,1,822.3490600585938,421.5583190917969,1231,546,4188427
wh2_main_skv_clan_eshin,103,105,wizard,wh2_dlc14_skv_eshin_sorcerer,0,0,819.6769409179688,424.6438293457031,1227,550,4188851
wh2_main_skv_clan_eshin,517,526,colonel,wh2_main_skv_warlord,415,0,801.6400146484375,440.45709228515625,1200,571,4189283
wh2_main_skv_clan_mors,92,93,general,wh2_main_skv_queek_headtaker,51,1,507.0373229980469,295.05224609375,759,382,3957387
wh2_main_skv_clan_mors,93,94,champion,wh2_dlc16_skv_chieftain,0,0,509.7094421386719,295.05224609375,763,382,3957832
wh2_main_skv_clan_mors,511,520,colonel,wh2_main_skv_warlord,409,0,522.402099609375,296.980712890625,782,385,3958251
wh2_main_skv_clan_moulder,100,102,general,wh2_dlc16_skv_throt_the_unclean,55,1,458.9389343261719,620.573974609375,687,804,4139369
wh2_main_skv_clan_moulder,101,103,runesmith,wh2_dlc16_skv_packmaster,0,0,463.6151428222656,620.1882934570312,694,804,4139814
wh2_main_skv_clan_moulder,516,525,colonel,wh2_main_skv_warlord,414,0,470.9635314941406,622.8881225585938,705,807,4140205
wh2_main_skv_clan_pestilens,94,95,general,wh2_main_skv_lord_skrolk,52,1,124.9222412109375,129.20590209960938,187,167,4001428
wh2_main_skv_clan_pestilens,95,96,wizard,wh2_main_skv_plague_priest,0,0,122.25010681152344,131.52003479003906,183,170,4001864
wh2_main_skv_clan_pestilens,512,521,colonel,wh2_main_skv_warlord,410,0,122.25010681152344,144.6334686279297,183,187,4002304
wh2_main_skv_clan_pestilens,513,522,colonel,wh2_main_skv_warlord,411,0,97.53286743164062,155.0470733642578,146,201,4002724
wh2_main_skv_clan_skryre,98,100,general,wh2_dlc12_skv_ikit_claw,54,1,308.63140869140625,346.34893798828125,462,449,4094428
wh2_main_skv_clan_skryre,99,101,engineer,wh2_main_skv_warlock_engineer,0,0,311.3035583496094,348.6630554199219,466,452,4094853
wh2_main_skv_clan_skryre,515,524,colonel,wh2_main_skv_warlord,413,0,310.635498046875,355.99114990234375,465,461,4095286
wh2_twa03_def_rakarth,90,91,general,wh2_twa03_def_rakarth,50,1,24.717233657836914,203.2582244873047,37,263,3914048
wh2_twa03_def_rakarth,91,92,wizard,wh2_dlc10_def_sorceress_beasts,0,0,23.381168365478516,201.71546936035156,35,261,3914490
wh2_twa03_def_rakarth,510,519,colonel,wh2_main_def_dreadlord,408,0,20.709033966064453,193.23031616210938,31,250,3914905
wh3_cp1_cth_tiger_warriors,48,48,general,wh3_cp1_cth_bhashiva,27,1,711.4555053710938,433.1289978027344,1065,561,3034434
wh3_cp1_cth_tiger_warriors,49,49,spy,wh3_cp1_cth_clawspeaker_beasts,0,0,714.127685546875,431.58624267578125,1069,559,3034880
wh3_cp1_cth_tiger_warriors,492,501,colonel,wh3_main_cth_lord_magistrate_yang,390,0,708.1153564453125,431.971923828125,1060,560,3035311
wh3_dlc20_chs_azazel,169,172,general,wh3_dlc20_sla_azazel,89,1,411.508544921875,636.38720703125,616,825,5655853
wh3_dlc20_chs_azazel,170,173,wizard,wh_dlc07_chs_chaos_sorcerer_shadow,0,0,408.83642578125,636.38720703125,612,825,5656264
wh3_dlc20_chs_festus,171,174,general,wh3_dlc20_nur_festus,90,1,394.1396789550781,553.8497314453125,590,718,5698935
wh3_dlc20_chs_festus,172,175,champion,wh3_dlc20_chs_exalted_hero_mnur,0,0,397.4798583984375,561.94921875,595,728,5699350
wh3_dlc20_chs_festus,550,559,colonel,wh_main_chs_lord,448,0,395.4757385253906,568.5059204101562,592,737,5699754
wh3_dlc20_chs_kholek,165,168,general,wh_dlc01_chs_kholek_suneater,87,1,685.4022216796875,574.6769409179688,1026,745,5570770
wh3_dlc20_chs_kholek,166,169,wizard,wh_main_chs_chaos_sorcerer_fire,0,0,691.41455078125,575.0626220703125,1035,745,5571194
wh3_dlc20_chs_sigvald,167,170,general,wh_dlc01_chs_prince_sigvald,88,1,247.8403778076172,683.8269653320312,371,886,5613238
wh3_dlc20_chs_sigvald,168,171,wizard,wh_dlc07_chs_chaos_sorcerer_shadow,0,0,243.1641387939453,683.4412841796875,364,886,5613642
wh3_dlc20_chs_valkia,173,176,general,wh3_dlc20_kho_valkia,91,1,75.4877700805664,692.3121337890625,113,897,5745477
wh3_dlc20_chs_valkia,174,177,champion,wh_main_chs_exalted_hero,0,0,70.14350128173828,692.3121337890625,105,897,5745887
wh3_dlc20_chs_vilitch,175,178,general,wh3_dlc20_tze_vilitch,92,1,891.8245239257812,511.8096008300781,1335,663,5788593
wh3_dlc20_chs_vilitch,176,179,wizard,wh_main_chs_chaos_sorcerer_metal,0,0,895.832763671875,512.5809936523438,1341,664,5789003
wh3_dlc23_chd_astragoth,36,36,general,wh3_dlc23_chd_astragoth,21,1,573.8406372070312,548.8357543945312,859,711,2772045
wh3_dlc23_chd_astragoth,37,37,champion,wh3_dlc23_chd_bull_centaur_taurruk,0,0,578.5169067382812,550.7642211914062,866,714,2772468
wh3_dlc23_chd_astragoth,484,493,colonel,wh3_dlc23_chd_overseer,382,0,570.50048828125,557.7066040039062,854,723,2772883
wh3_dlc23_chd_legion_of_azgorh,38,38,general,wh3_dlc23_chd_drazhoath,22,1,632.6275634765625,377.5897521972656,947,489,2814838
wh3_dlc23_chd_legion_of_azgorh,39,39,engineer,wh3_dlc23_chd_infernal_castellan,0,0,634.6317138671875,375.66131591796875,950,487,2815266
wh3_dlc23_chd_legion_of_azgorh,485,494,colonel,wh3_dlc23_chd_overseer,383,0,634.6317138671875,369.49029541015625,950,479,2815715
wh3_dlc23_chd_zhatan,40,40,general,wh3_dlc23_chd_zhatan,23,1,762.8941040039062,546.1359252929688,1142,708,2857517
wh3_dlc23_chd_zhatan,41,41,wizard,wh3_dlc23_chd_daemonsmith_sorcerer_fire,0,0,759.553955078125,544.20751953125,1137,705,2857942
wh3_dlc23_chd_zhatan,486,495,colonel,wh3_dlc23_chd_overseer,384,0,718.8038940429688,542.279052734375,1076,703,2858339
wh3_dlc23_chd_zhatan,487,496,colonel,wh3_dlc23_chd_overseer,385,0,742.18505859375,552.692626953125,1111,716,2858753
wh3_dlc24_cth_the_celestial_court,46,46,general,wh3_dlc24_cth_yuan_bo,26,1,30.729534149169922,310.0941467285156,46,402,2988883
wh3_dlc24_cth_the_celestial_court,47,47,champion,wh3_dlc24_cth_gate_master,0,0,32.73363494873047,311.2511901855469,49,403,2989304
wh3_dlc24_cth_the_celestial_court,490,499,colonel,wh3_main_cth_lord_magistrate_yang,388,0,777.5908203125,369.49029541015625,1164,479,2989735
wh3_dlc24_cth_the_celestial_court,491,500,colonel,wh3_main_cth_lord_magistrate_yin,389,0,41.418067932128906,313.9510192871094,62,407,2990154
wh3_dlc24_ksl_daughters_of_the_forest,26,26,general,wh3_dlc24_ksl_mother_ostankya,15,1,64.79923248291016,474.783447265625,97,615,2592476
wh3_dlc24_ksl_daughters_of_the_forest,27,27,runesmith,wh3_dlc24_ksl_hag_witch_beasts,0,0,60.79103469848633,470.1551513671875,91,609,2592908
wh3_dlc24_ksl_daughters_of_the_forest,480,489,colonel,wh3_main_ksl_boyar,378,0,59.4549674987793,477.0975646972656,89,618,2593323
wh3_dlc24_tze_the_deceivers,19,19,general,wh3_dlc24_tze_the_changeling,11,1,424.8692321777344,489.8253173828125,636,635,2422560
wh3_dlc24_tze_the_deceivers,20,20,runesmith,wh3_main_tze_iridescent_horror_metal,0,0,424.201171875,489.43963623046875,635,634,2422982
wh3_dlc25_dwf_malakai,141,143,general,wh3_dlc25_dwf_malakai_makaisson,75,1,484.9922180175781,649.5006713867188,726,842,5032629
wh3_dlc25_dwf_malakai,537,546,colonel,wh_main_dwf_lord,435,0,473.6356506347656,649.114990234375,709,841,5033054
wh3_dlc25_nur_epidemius,11,11,general,wh3_dlc25_nur_epidemius,7,1,420.86102294921875,712.7537231445312,630,924,2247737
wh3_dlc25_nur_epidemius,12,12,spy,wh3_main_nur_plagueridden_nurgle,0,0,417.5208435058594,712.3679809570312,625,923,2248178
wh3_dlc25_nur_epidemius,471,480,colonel,wh3_main_nur_herald_of_nurgle_nurgle,369,0,406.1642761230469,711.2109375,608,922,2248609
wh3_dlc25_nur_epidemius,472,481,colonel,wh3_main_nur_herald_of_nurgle_nurgle,370,0,427.5413513183594,724.3244018554688,640,939,2249030
wh3_dlc25_nur_tamurkhan,10,10,general,wh3_dlc25_nur_tamurkhan,6,1,660.6849975585938,639.8583984375,989,829,2203399
wh3_dlc25_nur_tamurkhan,470,479,colonel,wh3_main_nur_herald_of_nurgle_nurgle,368,0,669.3694458007812,646.4151611328125,1002,838,2203840
wh3_dlc26_grn_gorbad_ironclaw,152,154,general,wh3_dlc26_grn_gorbad_ironclaw,81,1,486.3282775878906,362.5478820800781,728,470,5298140
wh3_dlc26_grn_gorbad_ironclaw,153,155,wizard,wh_main_grn_orc_shaman,0,0,489.00042724609375,361.7764892578125,732,469,5298554
wh3_dlc26_grn_gorbad_ironclaw,543,552,colonel,wh3_dlc26_grn_savage_orc_great_shaman,441,0,503.02911376953125,372.96148681640625,753,483,5298968
wh3_dlc26_grn_gorbad_ironclaw,544,553,colonel,wh3_dlc26_grn_savage_orc_great_shaman,442,0,502.361083984375,398.80267333984375,752,517,5299411
wh3_dlc26_kho_arbaal,6,6,general,wh3_dlc26_kho_arbaal_the_undefeated,4,1,571.1685180664062,621.3453369140625,855,805,2117717
wh3_dlc26_kho_arbaal,7,7,runesmith,wh3_main_kho_cultist,0,0,565.8242797851562,621.3453369140625,847,805,2118150
wh3_dlc26_kho_arbaal,468,477,colonel,wh3_dlc26_kho_bloodspeaker,366,0,540.43896484375,639.0870361328125,809,828,2118565
wh3_dlc26_kho_skulltaker,4,4,general,wh3_dlc26_kho_skulltaker,3,1,71.47956848144531,235.6561279296875,107,305,2075428
wh3_dlc26_kho_skulltaker,5,5,dignitary,wh3_main_kho_bloodreaper,0,0,67.47136688232422,232.57061767578125,101,301,2075870
wh3_dlc26_kho_skulltaker,467,476,colonel,wh3_main_kho_herald_of_khorne,365,0,66.13529968261719,238.74163818359375,99,309,2076303
wh3_dlc26_ogr_golgfag,33,33,general,wh3_dlc26_ogr_golgfag_maneater,19,1,412.8446044921875,592.4186401367188,618,768,2728599
wh3_dlc26_ogr_golgfag,34,34,wizard,wh3_dlc26_ogr_cha_butcher_heavens,0,0,414.8487243652344,588.9474487304688,621,763,2729036
wh3_dlc26_ogr_golgfag,35,35,general,wh3_main_ogr_tyrant_camp,20,0,410.1724853515625,583.9334716796875,614,757,2729458
wh3_dlc27_hef_aislinn,63,64,general,wh3_dlc27_hef_aislinn,35,1,599.8939819335938,67.10992431640625,898,87,3343321
wh3_dlc27_hef_aislinn,64,65,engineer,wh3_dlc27_hef_mist_mage,0,0,593.8816528320312,69.03836822509766,889,89,3343763
wh3_dlc27_nor_sayl,207,214,general,wh3_dlc27_nor_sayl_the_faithless,108,1,841.0540161132812,569.6629638671875,1259,738,6476236
wh3_dlc27_nor_sayl,208,215,runesmith,wh3_dlc27_nor_fimir_noble,0,0,843.7261352539062,567.348876953125,1263,735,6476663
wh3_dlc27_nor_sayl,562,571,colonel,wh_main_nor_marauder_chieftain,460,0,849.7384643554688,559.2493896484375,1272,725,6477097
wh3_dlc27_sla_masque_of_slaanesh,230,239,general,wh3_dlc27_sla_masque_of_slaanesh,130,1,45.42626953125,245.29835510253906,68,318,7492133
wh3_dlc27_sla_masque_of_slaanesh,231,240,engineer,wh3_main_sla_alluress_slaanesh,0,0,45.42626953125,242.9842071533203,68,315,7492560
wh3_dlc27_sla_masque_of_slaanesh,611,620,colonel,wh3_main_sla_herald_of_slaanesh_slaanesh,509,0,17.368867874145508,256.09765625,26,332,7492978
