mechanic_id,mechanic_type,technology_key,scope_kind,scope_faction_key,scope_culture_key,script_campaign_key,campaign_scope,operation,trigger,target_type,target_key,threshold,comparison,value,reward_type,human_only,allow_allies,counter_policy,initially_locked,relock_policy,combination_rule,interpretation_status,source_file,source_start_line,source_end_line,source_sha256,evidence_id,behavior_evidence_id
d4ec8999db0f60c31414bb8c,khorne_battle_wins,wh3_main_tech_kho_3_2,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,10,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,102,102,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,a3aff67704cb4a9272a2b1c8,5459e4e52eee46a739220bcf
c978bb737527cce4dcd568e6,khorne_battle_wins,wh3_main_tech_kho_3_3,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,5,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,92,92,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,3ae1ecac26c0e41072dd662c,5459e4e52eee46a739220bcf
a859809783ff0ae9a8174d99,khorne_battle_wins,wh3_main_tech_kho_3_4,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,5,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,95,95,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,ac2900bdda50a7dce19fc530,5459e4e52eee46a739220bcf
e3c732fd31dfd42bbee260bb,khorne_battle_wins,wh3_main_tech_kho_3_7,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,10,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,101,101,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,3a25a40aae6d2dcda68414ca,5459e4e52eee46a739220bcf
c71571ea20a933472590b484,khorne_battle_wins,wh3_main_tech_kho_3_8,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,20,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,110,110,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,35c52d12992f26d356c0ab0f,5459e4e52eee46a739220bcf
34c57c7a19d7292ce0b2f425,khorne_battle_wins,wh3_main_tech_kho_4_4,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,25,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,117,117,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,3bf186751acd570c862b7b00,5459e4e52eee46a739220bcf
2ba1e8c90e06bbec2e2e3079,khorne_battle_wins,wh3_main_tech_kho_4_8,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,10,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,98,98,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,0d4a1dd65fde263d5a5967ed,5459e4e52eee46a739220bcf
ab05eeb86ef049d2afbbc8e1,khorne_battle_wins,wh3_main_tech_kho_5_2,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,25,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,118,118,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,8fc043c97d74af549caea02f,5459e4e52eee46a739220bcf
cfc15139f179aa003cb82026,khorne_battle_wins,wh3_main_tech_kho_5_5,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,25,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,120,120,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,1b07c2656a585790a26cb6b7,5459e4e52eee46a739220bcf
e84b6c31c1e9a87e98e5947d,khorne_battle_wins,wh3_main_tech_kho_5_7,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,20,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,114,114,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,9099182d6c44eb9071f6665d,5459e4e52eee46a739220bcf
e76ce8d3b33ddfb153acf802,khorne_battle_wins,wh3_main_tech_kho_5_8,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,25,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,116,116,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,ae46e8e5615e5742ad72a6fa,5459e4e52eee46a739220bcf
a2239be3e8930bb51763bb3a,khorne_battle_wins,wh3_main_tech_kho_6_3,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,20,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,111,111,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,ac969db54a849168b166da1d,5459e4e52eee46a739220bcf
d5a0bc9a81ebfe79f1918ef9,khorne_battle_wins,wh3_main_tech_kho_6_5,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,25,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,119,119,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,b94112b7b6b94c0577900269,5459e4e52eee46a739220bcf
f8767cff2662bd3b75be1146,khorne_battle_wins,wh3_main_tech_kho_6_6,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,20,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,112,112,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,179a4a330bc5b9c44d1dfd33,5459e4e52eee46a739220bcf
acff3f9e3c82a31269a8adad,khorne_battle_wins,wh3_main_tech_kho_6_7,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,25,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,115,115,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,321a952a10f283981501ee15,5459e4e52eee46a739220bcf
eb1f2251913aff25edd0b5a8,khorne_battle_wins,wh3_main_tech_kho_8_3,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,15,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,106,106,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,1cc03f4be67a496e644ef39f,5459e4e52eee46a739220bcf
4b3ba8ea54739afbafa45a06,khorne_battle_wins,wh3_main_tech_kho_8_4,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,10,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,99,99,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,48252677ad25919e50eeabf0,5459e4e52eee46a739220bcf
7d763ed36203f341352f78fc,khorne_battle_wins,wh3_main_tech_kho_8_5,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,20,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,109,109,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,f4d2c8b2acf1ab6c648000d1,5459e4e52eee46a739220bcf
d0d9ff795fd809eadaf0f45b,khorne_battle_wins,wh3_main_tech_kho_8_6,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,20,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,113,113,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,1aad2c7b4e5602763fec2412,5459e4e52eee46a739220bcf
e5d0d4f1be670c76c6c93663,khorne_battle_wins,wh3_main_tech_kho_8_8,culture,,wh3_main_kho_khorne,,all_supported_campaigns,unlock_technology,BattleCompleted,battle_wins,,15,greater_than_or_equal,1,,false,,one_increment_per_distinct_winning_faction,true,none_from_battle_counter,shared_lock_last_write_wins,decoded_literal_and_control_flow,script/campaign/wh3_campaign_tech_tree.lua,105,105,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,92e512392c4204bb06ee3d14,5459e4e52eee46a739220bcf
13979d7bec59a8eb17c8238c,norsca_region_gate,wh3_dlc27_tech_nor_cul_chaos,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_the_writhing_fortress,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,63,64,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,63272a6ff70d40937cab013d,6f77a04f298206467254a5db
7f3a7a0a82f5a24e7d307f9a,norsca_region_gate,wh3_dlc27_tech_nor_cul_khorne,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_deff_gorge,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,60,61,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,a30f3cc9652771ceabef12f7,6f77a04f298206467254a5db
043d17cee7f58d6edd3c8dc8,norsca_region_gate,wh3_dlc27_tech_nor_cul_nurgle,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_dragon_fang_mount,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,54,55,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,356e5592b0d222102f029f94,6f77a04f298206467254a5db
b63abdfaf2feaa56fc0e2227,norsca_region_gate,wh3_dlc27_tech_nor_cul_slaanesh,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_tor_achare,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,51,52,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,4ecbe89803980b60efd846f0,6f77a04f298206467254a5db
aeae86e005765c48142dc0a0,norsca_region_gate,wh3_dlc27_tech_nor_cul_tzeentch,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_fateweavers_crevasse,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,57,58,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,6b9d91dcec4f948ee2caf321,6f77a04f298206467254a5db
8ae0c2e7b2fe86b057c12842,norsca_region_gate,wh3_main_ie_tech_nor_darklands_hate_cathay,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_wei_jin,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,48,49,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,afdab16af8e0ace77bfd5eef,6f77a04f298206467254a5db
8b158cea4b4a20d97745ca0f,norsca_region_gate,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_zharr_naggrund,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,42,43,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,b1add7f20b251a8f8a0d066c,6f77a04f298206467254a5db
7edfa7cccdffe0fa82482714,norsca_region_gate,wh3_main_ie_tech_nor_darklands_hate_ogre_kingdoms,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_great_hall_of_greasus,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,36,37,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,c8854a9b26fc73289b8823af,6f77a04f298206467254a5db
17ab9c7fbc1483971b1c1569,norsca_region_gate,wh3_main_ie_tech_nor_oldworld_hate_kislev,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_kislev,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,45,46,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,2febbfd2dec999dd5df1687a,6f77a04f298206467254a5db
e1dcdc95a479d3392ce71325,norsca_region_gate,wh_dlc08_tech_nor_nw_02,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_naggarond,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,3,4,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,b4125a6979bcfcbb30abff87,6f77a04f298206467254a5db
5e94caa7482bb158926503d7,norsca_region_gate,wh_dlc08_tech_nor_nw_04,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_lothern,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,6,7,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,e8c2c5b5c44259ba9c11afc6,6f77a04f298206467254a5db
bd97d061a21dbdeaaf6b44cf,norsca_region_gate,wh_dlc08_tech_nor_nw_06,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_hexoatl,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,9,10,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,7e8bc8ef2a8a3ebe94c35098,6f77a04f298206467254a5db
469cf6c7fed2c49efc749d0d,norsca_region_gate,wh_dlc08_tech_nor_nw_08,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_skavenblight,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,12,13,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,b10d9e3d93395cd00aadc3fc,6f77a04f298206467254a5db
2ac91c290764ef5e6eeee467,norsca_region_gate,wh_dlc08_tech_nor_nw_10,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_khemri,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,15,16,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,1c42b9dc9da81bba682e9428,6f77a04f298206467254a5db
f16b4242fb82f036abd2cb4b,norsca_region_gate,wh_dlc08_tech_nor_nw_20,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_the_awakening,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,18,19,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,90d803c2c5b984c18a4b30d8,6f77a04f298206467254a5db
4d7c5a6923367fedbbe87e79,norsca_region_gate,wh_dlc08_tech_nor_other_07,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_couronne,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,21,22,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,7c0153586c80b214e1588ef2,6f77a04f298206467254a5db
1dac167b5085e5682be6059f,norsca_region_gate,wh_dlc08_tech_nor_other_11,culture,,wh_dlc08_nor_norsca,,campaign_containing_target_region,toggle_technology_lock,RegionFactionChangeEvent,region,wh3_main_combi_region_karaz_a_karak,1,region_owned_by_faction,,,false,false,,true,only_when_region_owner_absent,shared_lock_last_write_wins_region_initialization_before_battle_initialization,decoded_predicate_not_permanent_ownership_requirement,script/campaign/wh3_campaign_tech_tree.lua,24,25,f0a7080fdfc40d9bef4cdedcd839022c208ef5ccf76698a71ff2ab3929823323,b9c687557e78c044e88a965f,6f77a04f298206467254a5db
