record_type,game,patch,steam_build_id,race,race_slug,faction_key,faction_name,culture_key,subculture_key,feature_forest_key,variant_key,variant_status,applicability_basis,campaign_key,node_set_key,set_faction_key,set_culture_key,set_subculture_key,set_campaign_key,node_key,node_faction_key,node_campaign_key,technology_key,technology_name,technology_short_description,technology_long_description,effect_key,effect_scope,effect_value,effect_description,effect_additional_tooltip,node_set_name,node_set_tooltip,ui_group_name,ui_group_description,ui_tab_name,ui_tab_tooltip,lock_reason,ancillary_granted_text,required_technology_key,parent_node_key,child_node_key,link_type,classification,source_table,source_path,source_row_number,source_key,script_path,script_line,script_operation,script_evidence,script_applicability,script_resolution,set_colour_hex,node_indent,node_tier,research_points_required,cost_per_round,food_cost,ui_group_key,resource_cost_key,required_parents,node_pixel_offset_x,node_pixel_offset_y,technology_building_level,technology_position_index,technology_icon_name,technology_mp_available_early,technology_mp_available_late,technology_info_pic,technology_unique_index,technology_is_civil,technology_is_engineering,technology_is_military,technology_is_hidden,link_initial_descent_tiers,link_parent_link_position,link_child_link_position,link_parent_link_position_offset,link_child_link_position_offset,link_visible_in_ui,required_building_level_key,ancillary_key,character_trait_level_key,effect_list_key,initiative_key,initiative_visible_in_ui,unit_upgrade_key,mercenary_key,mercenary_group,mercenary_initial_unit_count,mercenary_pool,unlock_faction_key,unlock_subculture_key,resource_cost_treasury_cost,resource_cost_expenditure_type,resource_cost_income_type,resource_cost_expenditure_type_when_regular,resource_cost_income_type_when_regular,pooled_cost_pooled_resource_factor,pooled_cost_amount,pooled_cost_context,pooled_cost_ui_resource_transaction_pooled_resource,pooled_resource_factor_key,resource_factor_factor,pooled_resource_key,resource_factor_minimum,resource_factor_maximum,resource_factor_specific_faction_set,group_optional_background_image,group_colour_hex,group_bounds_bottom_right_node,group_bounds_top_left_node,group_bounds_optional_top_right_node,group_bounds_optional_bottom_left_node,ui_tab_key,tab_sort_order,tab_tier_offset,module_max_tier,effect_bundle_key,module_min_tier,category_effect_advancement_stage,effect_definition_icon,effect_definition_priority,effect_definition_icon_negative,effect_definition_category,effect_definition_is_positive_value_good
effect,warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,wh_main_brt_bretonnia,Couronne,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,LOCKED_STANDARD,brt_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,brt_mil,,wh_main_brt_bretonnia,,,wh2_dlc12_tech_brt_chivalry_start,,,wh2_dlc12_tech_brt_chivalry_start,Decrees of Bretonnia,By the King's word - and the eternal grace of the Lady - is Bretonnia governed for the good of its people.,,wh_dlc07_effect_chivalry_dummy,faction_to_faction_own_unseen,50.0000,Chivalry: %+n,,Bretonnian Military Tech,Bretonnian Military Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,440,wh2_dlc12_tech_brt_chivalry_start|wh_dlc07_effect_chivalry_dummy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chivalry_positive.png,1,chivalry_negative.png,campaign,true
effect,warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,wh_main_brt_bretonnia,Couronne,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,LOCKED_STANDARD,brt_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,brt_mil,,wh_main_brt_bretonnia,,,wh2_dlc12_tech_brt_chivalry_start,,,wh2_dlc12_tech_brt_chivalry_start,Decrees of Bretonnia,By the King's word - and the eternal grace of the Lady - is Bretonnia governed for the good of its people.,,wh_main_effect_force_stat_charge_bonus_add_lords_heroes,faction_to_force_own_unseen,5.0000,Charge bonus: %+n for [[img:icon_general]][[/img]]Lords and embedded [[img:icon_hero]][[/img]]Heroes,,Bretonnian Military Tech,Bretonnian Military Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,441,wh2_dlc12_tech_brt_chivalry_start|wh_main_effect_force_stat_charge_bonus_add_lords_heroes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charge.png,501,charge.png,battle,true
node,warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,wh_main_brt_bretonnia,Couronne,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,LOCKED_STANDARD,brt_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,brt_mil,,wh_main_brt_bretonnia,,,wh3_main_tech_brt_heraldry_aquitaine,,,wh3_main_tech_brt_heraldry_aquitaine,Heraldry of Aquitaine,"Fair Aquitaine: a land of rolling fields, sandy shores... and incessant noble feuds.",,,,,,,Bretonnian Military Tech,Bretonnian Military Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1370,wh3_main_tech_brt_heraldry_aquitaine,,,,,,,,1,1,400,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,wh_main_brt_bretonnia,Couronne,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,LOCKED_STANDARD,brt_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,brt_mil,,wh_main_brt_bretonnia,,,wh3_main_tech_brt_heraldry_aquitaine,,,wh3_main_tech_brt_heraldry_aquitaine,Heraldry of Aquitaine,"Fair Aquitaine: a land of rolling fields, sandy shores... and incessant noble feuds.",,,,,,,Bretonnian Military Tech,Bretonnian Military Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,1053,wh3_main_tech_brt_heraldry_aquitaine,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,tech_dlc07_heraldry_of_aquitaine,false,false,placeholder.tga,2075922867,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,wh_main_brt_bretonnia,Couronne,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,LOCKED_STANDARD,brt_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,brt_mil,,wh_main_brt_bretonnia,,,wh3_main_tech_brt_heraldry_aquitaine,,,wh3_main_tech_brt_heraldry_aquitaine,Heraldry of Aquitaine,"Fair Aquitaine: a land of rolling fields, sandy shores... and incessant noble feuds.",,wh3_main_dummy_enable_confederation_aquitaine,faction_to_faction_own_unseen,1.0000,[[col:yellow]]Enables an opportunity to [[img:icon_confederation]][[/img]]confederate with [[img:brt_aquitaine]][[/img]]Aquitaine[[/col]],,Bretonnian Military Tech,Bretonnian Military Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,2177,wh3_main_tech_brt_heraldry_aquitaine|wh3_main_dummy_enable_confederation_aquitaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomacy.png,1,diplomacy.png,campaign,true
effect,warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,wh_main_brt_bretonnia,Couronne,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,LOCKED_STANDARD,brt_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,brt_mil,,wh_main_brt_bretonnia,,,wh3_main_tech_brt_heraldry_aquitaine,,,wh3_main_tech_brt_heraldry_aquitaine,Heraldry of Aquitaine,"Fair Aquitaine: a land of rolling fields, sandy shores... and incessant noble feuds.",,wh3_main_faction_political_diplomacy_mod_aquitaine,faction_to_faction_own_unseen,100.0000,Diplomatic relations: %+n with [[img:brt_aquitaine]][[/img]]Aquitaine,,Bretonnian Military Tech,Bretonnian Military Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,2178,wh3_main_tech_brt_heraldry_aquitaine|wh3_main_faction_political_diplomacy_mod_aquitaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomacy.png,5,diplomacy.png,campaign,true
effect,warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,wh_main_brt_bretonnia,Couronne,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,LOCKED_STANDARD,brt_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,brt_mil,,wh_main_brt_bretonnia,,,wh3_main_tech_brt_heraldry_aquitaine,,,wh3_main_tech_brt_heraldry_aquitaine,Heraldry of Aquitaine,"Fair Aquitaine: a land of rolling fields, sandy shores... and incessant noble feuds.",,wh_dlc07_effect_chivalry_dummy,faction_to_faction_own_unseen,100.0000,Chivalry: %+n,,Bretonnian Military Tech,Bretonnian Military Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,2179,wh3_main_tech_brt_heraldry_aquitaine|wh_dlc07_effect_chivalry_dummy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chivalry_positive.png,1,chivalry_negative.png,campaign,true
node,warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,wh_main_brt_bretonnia,Couronne,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,LOCKED_STANDARD,brt_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,brt_mil,,wh_main_brt_bretonnia,,,wh_dlc07_tech_brt_heraldry_parravon,,,wh_dlc07_tech_brt_heraldry_parravon,Heraldry of Parravon,"Among the cliffs, peaks, and mountain ranges, the pegasi soar.","Adorning the family standard of the dukes of Parravon is the pegasus rampant, the ultimate symbol of wealth for any Knight fortunate enough to acquire one. This Heraldry was adopted by Lord Agilgar, first Duke of Parravon and one of the famed Companions of Gilles the Uniter. It is said to be a likeness of his winged steed Glorfinial, lord and sire of all Royal pegasi, whom he befriended. It was atop his friend Glorfinial that Agilgar was carried into the Fifth Great Battle – the liberation of Parravon – paving his way to Companionhood by his actions that day.",,,,,,Bretonnian Military Tech,Bretonnian Military Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1716,wh_dlc07_tech_brt_heraldry_parravon,,,,,,,,2,1,400,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,wh_main_brt_bretonnia,Couronne,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,LOCKED_STANDARD,brt_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,brt_mil,,wh_main_brt_bretonnia,,,wh_dlc07_tech_brt_heraldry_parravon,,,wh_dlc07_tech_brt_heraldry_parravon,Heraldry of Parravon,"Among the cliffs, peaks, and mountain ranges, the pegasi soar.","Adorning the family standard of the dukes of Parravon is the pegasus rampant, the ultimate symbol of wealth for any Knight fortunate enough to acquire one. This Heraldry was adopted by Lord Agilgar, first Duke of Parravon and one of the famed Companions of Gilles the Uniter. It is said to be a likeness of his winged steed Glorfinial, lord and sire of all Royal pegasi, whom he befriended. It was atop his friend Glorfinial that Agilgar was carried into the Fifth Great Battle – the liberation of Parravon – paving his way to Companionhood by his actions that day.",,,,,,Bretonnian Military Tech,Bretonnian Military Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,1608,wh_dlc07_tech_brt_heraldry_parravon,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,tech_dlc07_heraldry_of_parravon,false,false,,7172,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,wh_main_brt_bretonnia,Couronne,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,LOCKED_STANDARD,brt_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,brt_mil,,wh_main_brt_bretonnia,,,wh_dlc07_tech_brt_heraldry_parravon,,,wh_dlc07_tech_brt_heraldry_parravon,Heraldry of Parravon,"Among the cliffs, peaks, and mountain ranges, the pegasi soar.","Adorning the family standard of the dukes of Parravon is the pegasus rampant, the ultimate symbol of wealth for any Knight fortunate enough to acquire one. This Heraldry was adopted by Lord Agilgar, first Duke of Parravon and one of the famed Companions of Gilles the Uniter. It is said to be a likeness of his winged steed Glorfinial, lord and sire of all Royal pegasi, whom he befriended. It was atop his friend Glorfinial that Agilgar was carried into the Fifth Great Battle – the liberation of Parravon – paving his way to Companionhood by his actions that day.",wh_dlc07_dummy_enable_confederation_parravon,faction_to_faction_own_unseen,1.0000,[[col:yellow]]Enables an opportunity to [[img:icon_confederation]][[/img]]confederate with [[img:brt_parravon]][[/img]]Parravon[[/col]],,Bretonnian Military Tech,Bretonnian Military Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3254,wh_dlc07_tech_brt_heraldry_parravon|wh_dlc07_dummy_enable_confederation_parravon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomacy.png,1,diplomacy.png,campaign,true
