game,patch,projectile_key,category,shot_type,projectile_number,effective_range,minimum_range,muzzle_velocity,marksmanship_bonus,spread,base_damage,ap_damage,base_reload_time,calibration_distance,calibration_area,bonus_vs_infantry,bonus_vs_large,burst_size,burst_shot_delay,shots_per_volley,collision_radius,mass,gravity,ignition_amount,is_magical,can_target_airborne,can_damage_allies,can_damage_buildings,building_damage_multiplier,projectile_penetration,penetration_entity_size_cap,max_penetration,expiry_range,expire_on_impact,can_bounce,can_roll,homing_params,scaling_damage,contact_stat_effect,explosion_key,shrapnel_key,is_spell
warhammer_3,8.1.1,wh2_dlc11_cst_mortar_shell,artillery,artillery_explosive,1,380,60,68,10,0,100,30,20,275,400,0,0,1,0,1,0.16,50,-1,0,false,true,true,true,1.5,low,small,2,600,false,false,false,,,,wh_main_emp_mortar_explosion,,false
warhammer_3,8.1.1,wh2_dlc11_cst_pistol_bullet,musket,small_arm_default,1,90,0,90,10,0,12,2,11,65,2.4,0,0,1,0,1,0.05,2,-1,0,false,true,true,false,0.5,low,small,2,200,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc11_cst_pistol_deck_dropper_bullet,musket,small_arm_default,1,80,0,90,10,0,24,6,9,65,3.2,0,0,1,0,1,0.05,5,-1,0,false,true,true,false,0.5,low,small,2,200,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc11_cst_queen_bess,artillery,artillery_explosive,1,450,50,120,30,0,72,262,18,275,70,0,0,1,0,1,0.16,350,-1,1,false,true,true,true,2,low,small,2,700,false,false,false,,,wh2_dlc11_unit_contact_monstrous_impact,wh2_dlc11_cst_queen_bess,,false
warhammer_3,8.1.1,wh2_dlc11_cst_rifle_deck_dropper_bullet,musket,small_arm_default,1,130,0,100,10,0,13,31,13,75,5,0,0,1,0,1,0.05,10,-1,0,false,true,true,false,0.5,low,small,2,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc11_gunnery_wight_rifle_bullet,musket,artillery_default,1,180,0,110,70,0,60,180,8,150,2,0,0,1,0,1,0.1,25,-1,0,false,true,true,false,0.5,medium,medium,5,-1,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc11_gunnery_wight_rifle_bullet_blunderbuss,musket,artillery_default,4,180,0,110,70,3,30,90,8,150,2,0,0,1,0,1,0.1,25,-1,0,false,true,true,false,0.5,medium,medium,5,-1,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc12_lzd_salamander_flame,musket,small_arm_default,1,140,0,70,10,0,80,17,12,85,2.9,0,26,1,0,1,0.05,160,-1,1,false,true,true,false,0.5,very_low,very_small,0,160,true,false,false,,,,wh2_dlc12_lzd_salamander_flame,,false
warhammer_3,8.1.1,wh2_dlc12_lzd_salamander_flame_blessed,musket,small_arm_default,1,140,0,70,10,0,55,17,12,85,2.9,30,0,1,0,1,0.05,160,-1,1,false,true,true,false,0.5,very_low,very_small,0,160,true,false,false,,,,wh2_dlc12_lzd_salamander_flame_blessed,,false
warhammer_3,8.1.1,wh2_dlc12_lzd_salamander_flame_large,artillery,artillery_default,1,160,20,70,10,0,70,265,12,120,2.3,0,0,1,0,1,0.2,220,-1,1,false,true,true,false,1.5,low,small,2,700,true,false,false,,,wh2_dlc12_unit_contact_flammable,wh2_dlc12_lzd_salamander_flame_large,,false
warhammer_3,8.1.1,wh2_dlc12_lzd_salamander_flame_large_blessed,artillery,artillery_default,1,160,30,70,10,0,70,265,12,120,2.3,0,0,1,0,1,0.2,220,-1,1,false,true,true,false,1.5,low,small,2,700,true,false,false,,,wh2_dlc12_unit_contact_flammable,wh2_dlc12_lzd_salamander_flame_large_blessed,giant_salamander_blessed,false
warhammer_3,8.1.1,wh2_dlc12_skv_doomwheel_warp_lightning_alt,artillery,artillery_explosive,2,60,0,100,10,8,20,45,12,50,5,0,0,1,0,1,0.1,200,6,0,true,true,true,true,1.5,medium,medium,5,100,false,false,false,,,,wh2_dlc12_skv_doomwheel_warp_lightning_ror,,false
warhammer_3,8.1.1,wh2_dlc12_skv_ratling_gun_bullet,musket,small_arm_default,1,145,0,100,10,0,2,6,5,70,2.7,0,0,1,0,18,0.05,5,-1,0,false,true,true,false,0.5,very_low,very_small,0,300,false,false,false,,,wh2_dlc12_unit_contact_suppressive_fire,,,false
warhammer_3,8.1.1,wh2_dlc12_skv_ratling_gun_bullet_lab_ror,musket,small_arm_default,1,175,0,120,33,0,2,7,5,80,2.4,0,0,1,0,18,0.05,5,-1,0,false,true,true,false,0.5,very_low,very_small,0,300,false,false,false,,,wh2_dlc12_unit_contact_suppressive_fire,,,false
warhammer_3,8.1.1,wh2_dlc12_skv_warp_jezzails_bullet,musket,small_arm_default,1,275,0,100,10,0,6,30,12,150,0.6,0,0,1,0,1,0.05,6,-1,0,false,true,true,false,0.5,medium_1,medium,1,600,false,false,false,,,wh2_dlc09_unit_contact_shieldbreaker,,,false
warhammer_3,8.1.1,wh2_dlc12_skv_warp_jezzails_bullet_lab_ror,musket,small_arm_default,1,275,0,100,10,0,6,30,12,150,0.6,0,0,1,0,1,0.05,6,-1,0,false,true,true,false,0.5,medium_1,medium,1,600,false,false,false,,,wh_dlc06_unit_contact_blinded,,,false
warhammer_3,8.1.1,wh2_dlc12_skv_warpfire_alt,musket,artillery_flammable,1,100,0,30,10,0,8,3,11,40,1.7,0,8,4,0.5,1,1,40,3,1,true,true,true,false,0.5,low,small,2,135,true,false,false,,,wh_main_unit_contact_morale,wh2_main_skv_warpfire,,false
warhammer_3,8.1.1,wh2_dlc13_emp_bow_arrow,arrow,small_arm_default,1,130,0,45,10,0,17,2,10,95,3.7,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc13_emp_bow_arrow_anti_large,arrow,small_arm_default,1,130,0,45,10,0,17,2,10,95,3.7,0,8,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc13_emp_bow_arrow_double_shot,arrow,small_arm_default,2,160,0,45,10,1.65,9,3,11,120,4.3,0,8,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc13_emp_bow_arrow_heavy_headed,arrow,small_arm_default,1,160,0,45,10,0,18,4,11,120,4.3,0,8,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_dlc06_unit_contact_sundered_armour,,,false
warhammer_3,8.1.1,wh2_dlc13_emp_bow_arrow_huntsman,arrow,small_arm_default,1,160,0,45,10,0,16,4,11,120,4.3,0,8,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc13_emp_bow_arrow_huntsman_anti_large,arrow,small_arm_default,1,160,0,45,10,0,16,4,11,120,5.1,0,16,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc13_emp_mortar_shell_war_wagon,artillery,artillery_explosive,1,380,60,68,10,0,100,30,19,300,380,0,0,1,0,1,0.16,50,-1,0,false,true,true,true,1.5,low,small,2,600,false,false,false,,,,wh_main_emp_mortar_explosion,,false
warhammer_3,8.1.1,wh2_dlc13_emp_rifle_war_wagons_bullet,musket,small_arm_default,1,130,0,100,10,0,5,25,6,85,1.6,0,0,1,0,6,0.05,5,-1,0,false,true,true,false,0.5,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc13_huntsmarshall_obsinite_gyrocopter_steam_shot,artillery,artillery_explosive,1,100,0,60,20,0,10,20,8,80,3,0,0,1,0,1,1,4,3,0,false,true,true,false,1.5,low,small,2,140,false,false,false,,,,wh_main_dwf_gyrocopter_steamgun_explosion,,false
warhammer_3,8.1.1,wh2_dlc13_lzd_razordon_spike,musket,small_arm_default,1,100,0,65,10,0,8,24,10,70,2.9,0,0,1,0,3,0.05,10,-1,0,false,true,true,false,0.5,low,small,2,230,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc14_def_harpoon_scourgerunner_chariot,misc,small_arm_default,1,150,0,75,30,1.7,12,40,7,100,2,0,40,1,0,2,0.1,25,-1,0,false,true,true,false,0.25,medium_2,medium,2,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc14_def_harpoon_scourgerunner_chariot_mount,misc,small_arm_default,1,150,0,75,60,1.7,56,200,7,125,0.25,0,80,1,0,2,0.5,50,-1,0,false,true,true,false,0.25,medium_2,medium,2,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc14_def_harpoon_scourgerunner_chariot_ror,misc,small_arm_default,1,150,0,75,30,1.7,12,40,7,100,2,0,40,1,0,2,0.1,25,-1,0,false,true,true,false,0.25,medium_2,medium,2,300,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_dlc14_def_medusa_gaze,artillery,artillery_default,1,125,5,200,100,0,15,30,10,65,0.5,0,0,1,0,5,0.2,600,-1,0,true,true,true,false,1,medium_3,medium,3,200,false,false,false,homing_strong_magical_veryfast_bombardment,,,wh2_dlc14_def_medusa_gaze,,false
warhammer_3,8.1.1,wh2_dlc14_skv_death_globe_alt,artillery,artillery_default,1,85,4,30,10,0,6,16,10,60,8,0,20,1,0,1,0.1,10,6.5,0,true,true,true,false,1.5,very_low,very_small,0,120,true,false,false,,,,wh2_main_skv_death_globe,,false
warhammer_3,8.1.1,wh2_dlc14_skv_poison_wind_globe_alt,artillery,artillery_default,1,85,4,30,10,0,4,12,12,60,8,0,20,1,0,1,0.1,10,6.5,0,true,true,true,false,1.5,very_low,very_small,0,120,true,false,false,,,wh2_dlc14_unit_contact_poisoned_wind,wh2_main_skv_poison_wind_globe,,false
warhammer_3,8.1.1,wh2_dlc14_skv_poison_wind_mortar_globe,artillery,artillery_default,1,250,60,90,10,0,8,46,14,175,300,0,0,1,0,1,0.16,25,-1,0,true,true,true,false,1.5,low_magic,small,4,600,false,false,false,,,wh2_dlc14_unit_contact_poisoned_wind,wh2_dlc14_skv_poison_wind_mortar,,false
warhammer_3,8.1.1,wh2_dlc14_skv_poison_wind_mortar_globe_alt,artillery,artillery_default,1,250,60,90,10,0,8,46,14,175,300,0,0,1,0,1,0.16,25,-1,0,true,true,true,false,1.5,low_magic,small,4,600,false,false,false,,,wh2_dlc14_unit_contact_poisoned_wind_alt,wh2_dlc14_skv_poison_wind_mortar_alt,,false
warhammer_3,8.1.1,wh2_dlc14_skv_throwing_star_master_assassin,musket,small_arm_default,1,125,0,50,70,0,50,25,6,100,0.5,20,0,1,0,3,0.25,5,-1,0,false,true,true,false,0.5,medium,medium,5,300,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_arrow_fire_lava_spider_mounted,arrow,small_arm_default,1,100,0,40,10,0,5,6,8,65,4.3,0,0,1,0,1,0.1,3,-1,1,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_anti_large_arrow,arrow,small_arm_default,1,115,0,40,10,0,10,1,8,85,3.5,0,6,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_ap_arrow,arrow,small_arm_default,1,115,0,40,10,0,10,1,8,85,3.5,6,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_explosive_arrow,arrow,small_arm_default,1,115,0,40,10,0,10,1,8,85,3.5,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,wh2_dlc15_grn_arrow_explosion,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_fire_arrow,arrow,small_arm_default,1,115,0,40,10,0,13,1,8,85,3.5,0,0,1,0,1,0.1,3,-1,1,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_multi_shot,arrow,small_arm_default,2,115,0,40,10,2,8,1,8,85,3.5,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_poison_anti_large_arrow,arrow,small_arm_default,1,115,0,40,10,0,10,1,8,85,3.5,0,6,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_poison_ap_arrow,arrow,small_arm_default,1,115,0,40,10,0,10,1,8,85,3.5,6,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_poison_explosive_arrow,arrow,small_arm_default,1,115,0,40,10,0,10,1,8,85,3.5,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_main_unit_contact_poison,wh2_dlc15_grn_arrow_explosion,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_poison_fire_arrow,arrow,small_arm_default,1,115,0,40,10,0,13,1,8,85,3.5,0,0,1,0,1,0.1,3,-1,1,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_poison_multi_shot,arrow,small_arm_default,2,115,0,40,10,2,10,1,8,85,3.5,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_poison_spider_rider_anti_large_arrow,arrow,small_arm_default,1,100,0,40,10,0,9,2,8,85,4.3,0,6,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_poison_spider_rider_ap_arrow,arrow,small_arm_default,1,100,0,40,10,0,9,2,8,85,4.3,6,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_poison_spider_rider_explosive_arrow,arrow,small_arm_default,1,100,0,40,10,0,9,2,8,85,4.3,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_main_unit_contact_poison,wh2_dlc15_grn_arrow_explosion,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_poison_spider_rider_fire_arrow,arrow,small_arm_default,1,100,0,40,10,0,12,2,8,85,4.3,0,0,1,0,1,0.1,3,-1,1,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_poison_spider_rider_multi_shot,arrow,small_arm_default,2,100,0,40,10,2,9,2,8,85,4.3,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_wolf_riders_anti_large_arrow,arrow,small_arm_default,1,100,0,40,10,0,10,1,8,85,4.3,0,6,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_wolf_riders_ap_arrow,arrow,small_arm_default,1,100,0,40,10,0,10,1,8,85,4.3,6,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_wolf_riders_explosive_arrow,arrow,small_arm_default,1,100,0,40,10,0,10,1,8,85,4.3,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,wh2_dlc15_grn_arrow_explosion,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_wolf_riders_fire_arrow,arrow,small_arm_default,1,100,0,40,10,0,13,1,8,85,4.3,0,0,1,0,1,0.1,3,-1,1,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc15_grn_goblin_bow_wolf_riders_multi_shot,arrow,small_arm_default,2,100,0,40,10,2,10,1,8,85,4.3,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc15_hef_longbow_arrow_flaming,arrow,small_arm_default,1,180,0,45,10,0,18,3,11,140,5.7,0,0,1,0,1,0.1,3,-1,1,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh2_dlc12_unit_contact_flammable,,,false
warhammer_3,8.1.1,wh2_dlc15_hef_longbow_arrow_sentinel,arrow,small_arm_default,1,215,0,50,10,0,18,22,22,180,4.5,0,0,1,0,1,0.1,10,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh2_dlc09_unit_contact_shieldbreaker,,,false
warhammer_3,8.1.1,wh2_dlc15_hef_longbow_arrow_skyhawks,arrow,small_arm_default,1,100,0,75,30,0,14,3,11,80,3.1,7,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,medium_2,medium,2,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc15_hef_longbow_arrow_spireguard,arrow,small_arm_default,1,180,0,45,10,0,14,8,11,150,5.6,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc17_bst_centigor_throwing_axe_ror,axe,small_arm_default,1,70,0,32,10,0,6,22,10,35,2,0,0,1,0,1,0.12,3,-1,0,false,true,true,false,0.5,low,small,2,140,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_dlc17_dwf_master_engineer_rifle_bullet_shotgun,musket,artillery_default,5,90,0,110,70,8,5,70,11,55,2,0,0,1,0,1,0.1,25,-1,0,false,true,true,false,0.5,medium,medium,5,100,false,false,false,,,wh2_dlc12_unit_contact_suppressive_fire,,,false
warhammer_3,8.1.1,wh2_dlc17_dwf_master_engineer_rifle_bullet_sniper,musket,artillery_default,1,230,0,190,70,0,60,180,8,190,1,150,0,1,0,1,0.1,25,-1,0,false,true,true,false,0.5,medium_3,medium,3,-1,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc17_emp_free_company_pistol_bullet_blessed,musket,small_arm_default,1,90,0,90,10,0,4,10,9,65,2,0,0,1,0,1,0.05,1,-1,0,true,true,true,false,0.5,low,small,2,200,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc17_lzd_blowpipe_chamelon_stalkers,arrow,small_arm_default,1,50,0,56,20,0,9,3,6,50,3,0,0,1,0,1,0.1,1,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,,wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion,,false
warhammer_3,8.1.1,wh2_dlc17_lzd_blowpipe_chamelon_stalkers_blessed,arrow,small_arm_default,1,50,0,56,20,0,20,10,6,50,3,0,0,1,0,1,0.1,1,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,,wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion_blessed,,false
warhammer_3,8.1.1,wh2_dlc17_lzd_blowpipe_chamelon_stalkers_daemonbane,arrow,small_arm_default,1,50,0,56,20,0,9,3,6,50,3,0,10,1,0,1,0.1,1,-1,1,true,true,true,false,0.25,low,small,2,140,false,false,false,homing_strong_smallarms,,,wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion,,false
warhammer_3,8.1.1,wh2_dlc17_lzd_blowpipe_chamelon_stalkers_daemonbane_blessed,arrow,small_arm_default,1,50,0,56,20,0,20,10,6,50,3,0,10,1,0,1,0.1,1,-1,1,true,true,true,false,0.25,low,small,2,140,false,false,false,homing_strong_smallarms,,,wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion_blessed,,false
warhammer_3,8.1.1,wh2_dlc17_lzd_blowpipe_chamelon_stalkers_fireblood,arrow,small_arm_default,1,50,0,56,20,0,9,3,6,50,3,0,0,1,0,1,0.1,1,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh2_dlc12_unit_contact_sundered_armour,wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion,,false
