game,patch,unit_scale,unit_key,component_role,relationship_key,battle_entity_key,component_count,base_hp_per_component,bonus_hp_per_component,known_hp_total,size_class,is_large,is_primary_health_pool,can_be_targeted,link_source,notes
warhammer_3,8.1.1,ultra,wh3_dlc24_bst_mon_cockatrice,man,,wh3_dlc22_tze_mon_cockatrice,1,8,6112,6120,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc24_bst_mon_incarnate_elemental_of_beasts,man,,wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts,1,8,9000,9008,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc25_bst_inf_pestigors,man,,wh_dlc03_bst_inf_gor_blood_dismembers,120,8,80,10560,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc26_bst_inf_khorngors,man,,wh_dlc03_bst_inf_gor_blood_dismembers,120,8,72,9600,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc27_bst_inf_slaangors,man,,wh3_dlc27_sla_inf_slaangors,120,8,67,9000,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc27_bst_mon_chimera,man,,wh3_dlc27_nor_mon_chimera,1,8,6382,6390,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc27_bst_mon_chimera_ror,man,,wh3_dlc27_nor_mon_chimera,1,8,6382,6390,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc27_bst_mon_preyton,man,,wh3_dlc27_sla_mon_preyton,1,8,7281,7289,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc27_bst_mon_preyton_ror,man,,wh3_dlc27_sla_mon_preyton_ror,1,8,7281,7289,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cav_razorgor_chariot_0,engine,wh_dlc03_bst_razorgor_chariot,wh_dlc03_vehicle_bst_chariot_razorgor_blood,4,8,1496,6016,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cav_razorgor_chariot_0,crew_or_rider,,wh_dlc03_bst_inf_gor_blood_dismembers,4,8,0,32,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_beastlord_0,man,,wh_dlc03_bst_cha_gor_hero_blood_dismember,1,8,4648,4656,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_beastlord_1,engine,wh_dlc03_bst_razorgor_chariot,wh_dlc03_vehicle_bst_chariot_razorgor_blood,1,8,5708,5716,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_beastlord_1,crew_or_rider,,wh_dlc03_bst_cha_gor_hero_blood_dismember,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_bray_shaman_beasts_0,man,,wh2_dlc16_bst_cha_gor_hero_blood_dismember_low_kb_resist,1,8,4160,4168,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_bray_shaman_beasts_1,engine,wh_dlc03_bst_razorgor_chariot,wh_dlc03_vehicle_bst_chariot_razorgor_blood,1,8,4624,4632,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_bray_shaman_beasts_1,crew_or_rider,,wh2_dlc16_bst_cha_gor_hero_blood_dismember_low_kb_resist,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_bray_shaman_death_0,man,,wh2_dlc16_bst_cha_gor_hero_blood_dismember_low_kb_resist,1,8,4160,4168,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_bray_shaman_death_1,engine,wh_dlc03_bst_razorgor_chariot,wh_dlc03_vehicle_bst_chariot_razorgor_blood,1,8,4624,4632,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_bray_shaman_death_1,crew_or_rider,,wh2_dlc16_bst_cha_gor_hero_blood_dismember_low_kb_resist,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_bray_shaman_shadows_0,man,,wh2_dlc16_bst_cha_gor_hero_blood_dismember_low_kb_resist,1,8,4160,4168,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_bray_shaman_shadows_1,engine,wh_dlc03_bst_razorgor_chariot,wh_dlc03_vehicle_bst_chariot_razorgor_blood,1,8,4624,4632,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_bray_shaman_shadows_1,crew_or_rider,,wh2_dlc16_bst_cha_gor_hero_blood_dismember_low_kb_resist,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_bray_shaman_wild_0,man,,wh2_dlc16_bst_cha_gor_hero_blood_dismember_low_kb_resist,1,8,4160,4168,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_bray_shaman_wild_1,engine,wh_dlc03_bst_razorgor_chariot,wh_dlc03_vehicle_bst_chariot_razorgor_blood,1,8,4624,4632,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_bray_shaman_wild_1,crew_or_rider,,wh2_dlc16_bst_cha_gor_hero_blood_dismember_low_kb_resist,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_gorebull_0,man,,wh_dlc03_bst_cha_gorebull_blood,1,8,5860,5868,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_khazrak_one_eye_0,man,,wh_dlc03_bst_cha_gor_hero_khazrak_blood,1,8,4964,4972,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_khazrak_one_eye_1,engine,wh_dlc03_bst_razorgor_chariot,wh_dlc03_vehicle_bst_chariot_razorgor_blood,1,8,5940,5948,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_khazrak_one_eye_1,crew_or_rider,,wh_dlc03_bst_cha_gor_hero_khazrak_blood,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh_dlc03_bst_cha_malagor_the_dark_omen_0,man,,wh2_dlc17_bst_cha_malagor_blood,1,8,4964,4972,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_feral_manticore,man,,wh_dlc01_flying_manticore_blood,1,8,5095,5103,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_bestigor_herd_0,man,,wh_dlc03_bst_inf_bestigor_blood_dismembers,100,8,92,10000,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_centigors_0,man,,wh_dlc03_bst_cav_centigor_blood,60,8,104,6720,medium,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_centigors_1,man,,wh_dlc03_bst_cav_centigor_blood,60,8,90,5880,medium,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_centigors_2,man,,wh_dlc03_bst_cav_centigor_blood,60,8,104,6720,medium,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_chaos_warhounds_0,man,,wh_main_chs_monster_warhound_blood,80,8,68,6080,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_chaos_warhounds_1,man,,wh_main_chs_monster_warhound_blood,80,8,68,6080,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_cygor_0,man,,wh_main_monster_giant_blood,1,8,9792,9800,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_gor_herd_0,man,,wh_dlc03_bst_inf_gor_blood_dismembers,120,8,72,9600,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_gor_herd_1,man,,wh_dlc03_bst_inf_gor_blood_dismembers,120,8,72,9600,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_minotaurs_0,man,,wh_dlc03_bst_mon_minotaur_blood,16,8,536,8704,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_minotaurs_1,man,,wh_dlc03_bst_mon_minotaur_blood,16,8,536,8704,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_minotaurs_2,man,,wh_dlc03_bst_mon_minotaur_blood,16,8,536,8704,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_razorgor_herd_0,man,,wh_dlc03_bst_mon_razorgor,32,8,185,6176,medium,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_ungor_herd_1,man,,wh_dlc03_bst_inf_ungor_blood_dismembers,160,8,48,8960,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_ungor_raiders_0,man,,wh_dlc03_bst_inf_ungor_blood_dismembers,120,8,45,6360,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_ungor_spearmen_0,man,,wh_dlc03_bst_inf_ungor_blood_dismembers,160,8,48,8960,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_inf_ungor_spearmen_1,man,,wh_dlc03_bst_inf_ungor_blood_dismembers,160,8,48,8960,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_mon_chaos_spawn_0,man,,wh_main_monster_chaos_spawn_blood,16,8,540,8768,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc03_bst_mon_giant_0,man,,wh_main_monster_giant_blood,1,8,12612,12620,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc05_bst_cha_morghur_0,man,,wh_dlc05_bst_cha_gor_hero_morghur_blood,1,8,6084,6092,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc05_bst_mon_harpies_0,man,,wh_dlc05_bst_inf_harpy,60,8,79,5220,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc05_emp_cha_wizard_life_0,man,,wh_main_infantry_standard_wizard_blood_dismembers,1,8,3412,3420,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc05_emp_cha_wizard_life_1,mount,wh_main_emp_mnt_warhorse_360,wh_main_cavalry_standard_360_blood,1,8,3832,3840,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc05_emp_cha_wizard_life_2,mount,wh_main_emp_mnt_warhorse_barded_hero,wh_main_cavalry_slow_hero_blood,1,8,3832,3840,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc05_emp_cha_wizard_life_3,mount,wh_main_emp_mnt_pegasus,wh_main_flying_pegasus_hero_blood,1,8,4000,4008,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_art_blessed_field_trebuchet_0,engine,wh_dlc07_brt_art_field_blessed_trebuchet,wh_main_brt_art_trebuchet,4,508,45,2212,large,true,true,true,land_units.engine,Primary artillery body includes the engine entity plus its crew entity slot.
warhammer_3,8.1.1,ultra,wh_dlc07_brt_art_blessed_field_trebuchet_0,crew_or_rider,,wh2_dlc16_infantry_standard_crew_blood_dismembers,40,8,45,2120,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cav_grail_guardians_0,mount,wh_main_brt_mnt_warhorse_grail_knights,wh_main_brt_mnt_cavalry_knights_heavy_blood,32,8,236,7808,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cav_knights_errant_0,mount,wh_main_brt_mnt_warhorse_knights,wh_main_brt_mnt_cavalry_knights_blood,60,8,87,5700,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cav_questing_knights_0,mount,wh_dlc07_brt_mnt_warhorse_questing_knights,wh_main_brt_mnt_cavalry_knights_blood,60,8,100,6480,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cav_royal_hippogryph_knights_0,mount,wh_main_brt_mnt_hippogryph,wh_dlc07_brt_mnt_hippogryph_blood,12,8,660,8016,large,true,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cav_royal_pegasus_knights_0,mount,wh_main_brt_mnt_royal_pegasus,wh_main_flying_pegasus_hero_blood,24,8,265,6552,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_damsel_beasts_0,man,,wh2_dlc16_infantry_standard_fast_hero_blood_dismembers_low_kb_resist,1,8,3412,3420,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_damsel_beasts_1,mount,wh_main_brt_mnt_warhorse_deprecated,wh_main_brt_mnt_cavalry_deprecated,1,8,3832,3840,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_damsel_beasts_2,mount,wh_main_brt_mnt_warhorse_hero,wh_main_brt_mnt_cavalry_hero_blood,1,8,3832,3840,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_damsel_life_0,man,,wh2_dlc16_infantry_standard_fast_hero_blood_dismembers_low_kb_resist,1,8,3412,3420,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_damsel_life_1,mount,wh_main_brt_mnt_warhorse_deprecated,wh_main_brt_mnt_cavalry_deprecated,1,8,3832,3840,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_damsel_life_2,mount,wh_main_brt_mnt_warhorse_hero,wh_main_brt_mnt_cavalry_hero_blood,1,8,3832,3840,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_fay_enchantress_0,man,,wh_dlc05_wef_spellsinger_blood,1,8,3680,3688,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_fay_enchantress_1,mount,wh_dlc07_brt_mnt_silvaron_hero,wh_dlc07_brt_mnt_silvaron,1,8,4560,4568,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_green_knight_0,mount,wh_dlc07_brt_mnt_shadowsteed_hero,wh_dlc07_brt_mnt_cavalry_shadow_steed,1,8,5258,5266,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_prophetess_0,man,,wh2_dlc16_infantry_standard_hero_blood_low_kb_resist,1,8,3680,3688,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_prophetess_1,mount,wh_main_brt_mnt_warhorse_deprecated,wh_main_brt_mnt_cavalry_deprecated,1,8,4152,4160,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_prophetess_2,mount,wh_main_brt_mnt_warhorse_hero,wh_main_brt_mnt_cavalry_hero_blood,1,8,4152,4160,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_prophetess_3,mount,wh_main_brt_mnt_royal_pegasus_hero,wh_main_flying_pegasus_hero_blood,1,8,4448,4456,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_prophetess_beasts_0,man,,wh2_dlc16_infantry_standard_hero_blood_low_kb_resist,1,8,3680,3688,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_prophetess_beasts_1,mount,wh_main_brt_mnt_warhorse_deprecated,wh_main_brt_mnt_cavalry_deprecated,1,8,4152,4160,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_prophetess_beasts_2,mount,wh_main_brt_mnt_warhorse_hero,wh_main_brt_mnt_cavalry_hero_blood,1,8,4152,4160,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_prophetess_beasts_3,mount,wh_main_brt_mnt_royal_pegasus_hero,wh_main_flying_pegasus_hero_blood,1,8,4448,4456,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_prophetess_heavens_0,man,,wh2_dlc16_infantry_standard_hero_blood_low_kb_resist,1,8,3680,3688,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_prophetess_heavens_1,mount,wh_main_brt_mnt_warhorse_deprecated,wh_main_brt_mnt_cavalry_deprecated,1,8,4152,4160,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_prophetess_heavens_2,mount,wh_main_brt_mnt_warhorse_hero,wh_main_brt_mnt_cavalry_hero_blood,1,8,4152,4160,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_cha_prophetess_heavens_3,mount,wh_main_brt_mnt_royal_pegasus_hero,wh_main_flying_pegasus_hero_blood,1,8,4448,4456,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_inf_battle_pilgrims_0,man,,wh_main_infantry_standard_blood_dismembers,120,8,61,8280,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_inf_foot_squires_0,man,,wh_main_infantry_slow_blood_dismembers,120,8,61,8280,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_inf_grail_reliquae_0,man,,wh_dlc07_brt_inf_grail_reliquae_blood,1,8,3466,3474,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_inf_men_at_arms_1,man,,wh_main_infantry_standard_blood_dismembers,120,8,57,7800,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_inf_men_at_arms_2,man,,wh_main_infantry_standard_blood_dismembers,120,8,57,7800,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_inf_peasant_bowmen_1,man,,wh_main_infantry_standard_light_blood_dismembers,90,8,46,4860,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_inf_peasant_bowmen_2,man,,wh_main_infantry_standard_light_blood_dismembers,90,8,46,4860,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_inf_spearmen_at_arms_1,man,,wh_main_infantry_standard_blood_dismembers,120,8,57,7800,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_dlc07_brt_peasant_mob_0,man,,wh_dlc07_brt_peasant_mob_blood_dismembers,160,8,46,8640,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_main_brt_art_field_trebuchet,engine,wh_main_brt_art_field_trebuchet,wh_main_brt_art_trebuchet,4,508,45,2212,large,true,true,true,land_units.engine,Primary artillery body includes the engine entity plus its crew entity slot.
warhammer_3,8.1.1,ultra,wh_main_brt_art_field_trebuchet,crew_or_rider,,wh2_dlc16_infantry_standard_crew_blood_dismembers,40,8,45,2120,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh_main_brt_cav_grail_knights,mount,wh_main_brt_mnt_warhorse_grail_knights,wh_main_brt_mnt_cavalry_knights_heavy_blood,48,8,136,6912,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cav_knights_of_the_realm,mount,wh_main_brt_mnt_warhorse_knights,wh_main_brt_mnt_cavalry_knights_blood,60,8,96,6240,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cav_mounted_yeomen_0,mount,wh_main_brt_mnt_warhorse_fast,wh_main_brt_mnt_cavalry_fast_blood,60,8,76,5040,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cav_mounted_yeomen_1,mount,wh_main_brt_mnt_warhorse_fast,wh_main_brt_mnt_cavalry_fast_blood,60,8,67,4500,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cav_pegasus_knights,mount,wh_main_brt_mnt_pegasus,wh_main_flying_pegasus_blood,24,8,245,6072,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_damsel_0,man,,wh2_dlc16_infantry_standard_fast_hero_blood_dismembers_low_kb_resist,1,8,3412,3420,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_damsel_1,mount,wh_main_brt_mnt_warhorse_deprecated,wh_main_brt_mnt_cavalry_deprecated,1,8,3832,3840,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_damsel_2,mount,wh_main_brt_mnt_warhorse_hero,wh_main_brt_mnt_cavalry_hero_blood,1,8,3832,3840,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_king_louen_leoncoeur_0,man,,wh2_dlc16_infantry_standard_hero_blood_high_kb_resist,1,8,4280,4288,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_king_louen_leoncoeur_1,mount,wh_main_brt_mnt_beaquis_the_hippogryph,wh_main_brt_mnt_hippogryph_beaquis_blood,1,8,6624,6632,very_large,true,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_king_louen_leoncoeur_2,mount,wh_main_brt_mnt_warhorse_legendary,wh_main_brt_mnt_cavalry_hero_blood,1,8,4884,4892,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_king_louen_leoncoeur_3,mount,wh_main_brt_mnt_royal_pegasus_ror,wh_main_flying_pegasus_hero_blood,1,8,5200,5208,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_king_louen_leoncoeur_4,mount,wh_main_brt_mnt_hippogryph_lords,wh_main_brt_mnt_hippogryph_hero_blood,1,8,6388,6396,very_large,true,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_lord_0,man,,wh_main_infantry_standard_hero_blood_dismembers,1,8,4060,4068,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_lord_2,mount,wh_main_brt_mnt_hippogryph_lords,wh_main_brt_mnt_hippogryph_hero_blood,1,8,6288,6296,very_large,true,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_lord_3,mount,wh_main_brt_mnt_royal_pegasus_hero,wh_main_flying_pegasus_hero_blood,1,8,4964,4972,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_lord_4,mount,wh_main_brt_mnt_warhorse_hero,wh_main_brt_mnt_cavalry_hero_blood,1,8,4664,4672,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_paladin_0,man,,wh_main_infantry_standard_hero_blood_dismembers,1,8,3680,3688,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh_main_brt_cha_paladin_3,mount,wh_main_brt_mnt_royal_pegasus_hero,wh_main_flying_pegasus_hero_blood,1,8,4448,4456,medium,false,true,true,land_units.mount,
