game,patch,unit_scale,unit_key,attack_type,source_key,effect_key
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cav_bull_centaurs_dual_axe_ror,projectile,wh3_dlc23_chd_bull_centaur_throwing_axe_ror,wh2_dlc09_unit_contact_shieldbreaker
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_ror,projectile,wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_arrow_ror,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_bale_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_bale_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_great_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_great_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_lammasu,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_lammasu,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_bale_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_bale_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_great_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_great_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_lammasu,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_lammasu,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_bale_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_bale_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_great_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_great_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_lammasu,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_lammasu,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_bale_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_bale_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_great_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_great_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_lammasu,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_lammasu,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_death,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_death,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_death_bale_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_death_bale_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_death_great_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_death_great_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_death_lammasu,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_death_lammasu,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_fire,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_fire,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_fire_bale_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_fire_bale_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_fire_great_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_fire_great_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_fire_lammasu,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_fire_lammasu,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_hashut,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_hashut,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_hashut_bale_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_hashut_bale_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_hashut_great_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_hashut_great_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_hashut_lammasu,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_hashut_lammasu,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_metal,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_metal,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_metal_bale_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_metal_bale_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_metal_great_taurus,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_metal_great_taurus,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_metal_lammasu,projectile,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_metal_lammasu,explosion,wh3_dlc23_chd_cha_pistol_flare,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_inf_chaos_dwarf_blunderbusses_ror,projectile,wh3_dlc23_chd_blunderbuss_bullet_ror,wh2_dlc12_unit_contact_suppressive_fire
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_inf_hobgoblin_sneaky_gits,melee,wh3_dlc23_chd_hobgoblin_dual_sword,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_inf_hobgoblin_sneaky_gits,projectile,wh3_dlc23_chd_hobgoblin_throwing_knife,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_dreadquake_mortar,projectile,wh3_dlc23_chd_dreadquake_mortar_shell,wh2_dlc11_unit_contact_monstrous_impact
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_dreadquake_mortar,explosion,wh3_dlc23_chd_dreadquake_mortar_explosion,wh2_dlc11_unit_contact_monstrous_impact
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_iron_daemon,projectile,wh3_dlc23_chd_iron_daemon_cannonade,wh2_dlc12_unit_contact_suppressive_fire
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_iron_daemon_1dreadquake,projectile,wh3_dlc23_chd_dreadquake_mortar_shell,wh2_dlc11_unit_contact_monstrous_impact
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_iron_daemon_1dreadquake,explosion,wh3_dlc23_chd_dreadquake_mortar_explosion,wh2_dlc11_unit_contact_monstrous_impact
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_iron_daemon_1dreadquake,projectile,wh3_dlc23_chd_iron_daemon_cannonade,wh2_dlc12_unit_contact_suppressive_fire
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_iron_daemon_ror,projectile,wh3_dlc23_chd_iron_daemon_flame_cannon,wh_main_unit_contact_morale
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_iron_daemon_ror_1dreadquake,projectile,wh3_dlc23_chd_dreadquake_mortar_shell,wh2_dlc11_unit_contact_monstrous_impact
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_iron_daemon_ror_1dreadquake,explosion,wh3_dlc23_chd_dreadquake_mortar_explosion,wh2_dlc11_unit_contact_monstrous_impact
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_iron_daemon_ror_1dreadquake,projectile,wh3_dlc23_chd_iron_daemon_flame_cannon,wh_main_unit_contact_morale
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_magma_cannon,projectile,wh3_dlc23_chd_magma_cannon_ball,wh_main_unit_contact_morale
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_magma_cannon,explosion,wh3_dlc23_chd_magma_cannon_explosion,wh_main_unit_contact_morale
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_skullcracker_1dreadquake,projectile,wh3_dlc23_chd_dreadquake_mortar_shell,wh2_dlc11_unit_contact_monstrous_impact
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_veh_skullcracker_1dreadquake,explosion,wh3_dlc23_chd_dreadquake_mortar_explosion,wh2_dlc11_unit_contact_monstrous_impact
warhammer_3,8.1.1,ultra,wh_dlc08_nor_art_hellcannon_battery,explosion,wh_dlc08_nor_hellcannon_ice,wh_main_unit_contact_overhead_morale
warhammer_3,8.1.1,ultra,wh_main_chs_art_hellcannon,explosion,wh_main_chs_hellcannon,wh_main_unit_contact_overhead_morale
warhammer_3,8.1.1,ultra,wh_pro04_chs_art_hellcannon_ror_0,explosion,wh_pro04_chs_hellcannon_ror,wh_main_unit_contact_overhead_morale
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_inf_chaos_marauders_mnur,melee,wh3_dlc20_chs_marauders_mnur_axe,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_inf_chaos_warriors_mnur_greatweapons,melee,wh3_dlc20_chs_warriors_mnur_great_axe,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_inf_chaos_warriors_msla_hellscourges,melee,wh3_dlc20_chs_warriors_hellscourge_whip,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_mon_warshrine_mnur,melee,wh3_dlc20_chs_mon_warshrine_mnur,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_mon_warshrine_msla,melee,wh3_dlc20_chs_mon_warshrine_msla,wh3_main_unit_contact_soporific_musk
warhammer_3,8.1.1,ultra,wh3_dlc24_tze_mon_cockatrice,melee,wh3_dlc21_tze_cockatrice,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc24_tze_mon_flamers_changebringers,melee,wh3_main_tze_flamers_flame,wh3_main_unit_contact_warpflame
warhammer_3,8.1.1,ultra,wh3_dlc24_tze_mon_flamers_changebringers,projectile,wh3_main_tze_flamer_flame,wh3_main_unit_contact_warpflame
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cav_plague_drones_1_ror,melee,wh3_dlc25_nur_plague_drone_stinger_ror,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cav_plague_drones_1_ror,projectile,wh3_nur_plague_drones_deaths_head_ror,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cav_rot_knights,melee,wh3_dlc25_nur_rot_knight,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cav_rot_knights_ror,melee,wh3_dlc25_nur_rot_knight_ror,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cha_epidemius,melee,wh3_dlc25_nur_cha_epidmius_sword,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cha_kayzk_the_befouled,melee,wh3_dlc25_cha_kayzk_the_befouled_greatsword,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cha_tamurkhan,melee,wh3_dlc25_cha_tamurkhan_greataxe,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cha_tamurkhan_bubebolos,melee,wh3_dlc25_nur_mon_toad_dragon_bubebolos,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_inf_pestigors,melee,wh3_dlc25_nur_pestigor_great_axe,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_inf_plague_ogres,melee,wh3_dlc25_nur_plague_ogres,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_inf_plague_ogres_great_weapons,melee,wh3_dlc25_nur_plague_ogres_great_weapon,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_mon_bile_trolls,melee,wh3_dlc25_nur_bile_trolls_club,wh3_dlc26_unit_abilities_acid_vomit_debuff
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_mon_soul_grinder_0_ror,melee,wh3_dlc25_nurgle_soul_grinder_ror,wh3_dlc25_unit_contact_erosion
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_mon_soul_grinder_0_ror,projectile,wh3_dlc25_nur_soul_grinder_bombard_ror,wh3_dlc25_unit_contact_erosion
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_mon_soul_grinder_0_ror,explosion,wh3_dlc25_nur_soulgrinder_bombard_explosion_ror,wh3_dlc25_unit_contact_erosion
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_mon_toad_dragon,melee,wh3_dlc25_nur_mon_toad_dragon,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc26_chs_inf_chosen_mkho_ror,melee,wh3_dlc26_chs_inf_chosen_mkho_ror,wh2_dlc12_unit_contact_flammable
warhammer_3,8.1.1,ultra,wh3_dlc26_kho_inf_wrathmongers_ror,melee,wh3_dlc26_kho_inf_wrathmongers_ror,wh_dlc06_unit_contact_sundered_armour
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cav_chaos_chariot_ror,melee,wh3_dlc27_nor_cav_chaos_chariot_ror,wh3_main_unit_contact_warpflame
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_inf_chaos_marauders_great_weapons_ror,melee,wh3_dlc27_nor_inf_chaos_marauders_great_weapons_ror,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_cav_pleasureseekers,melee,wh3_dlc27_sla_pleasureseekers,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_veh_seeker_chariot_ror,melee,wh3_dlc27_sla_heartseekers_claws_ror,wh2_dlc11_unit_contact_charmed
warhammer_3,8.1.1,ultra,wh3_main_nur_cav_plague_drones_0,melee,wh3_main_nur_plague_drone_stinger,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cav_plague_drones_1,melee,wh3_main_nur_plague_drone_stinger,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cav_plague_drones_1,projectile,wh3_nur_plague_drones_deaths_head,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cav_pox_riders_of_nurgle_0,melee,wh3_main_nur_pox_rider_maw,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_cultist_0,melee,wh3_main_nur_cultist_club,wh_dlc06_unit_contact_sundered_armour
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_cultist_1,melee,wh3_main_nur_cultist_club,wh_dlc06_unit_contact_sundered_armour
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_exalted_great_unclean_one_death_0,melee,wh3_main_exalted_great_unclean_one,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_exalted_great_unclean_one_nurgle_0,melee,wh3_main_exalted_great_unclean_one,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_death_0,melee,wh3_main_nur_sword_herald_of_nurgle,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_death_1,melee,wh3_main_nur_sword_herald_of_nurgle,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_death_2,melee,wh3_main_nur_rotfly_herald_of_nurgle,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_nurgle_0,melee,wh3_main_nur_sword_herald_of_nurgle,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_nurgle_1,melee,wh3_main_nur_sword_herald_of_nurgle,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_nurgle_2,melee,wh3_main_nur_rotfly_herald_of_nurgle,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_ku_gath_plaguefather_0,melee,wh3_main_ku_gath_plaguefather,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_ku_gath_plaguefather_0,projectile,wh3_main_nur_kugath_infested_nurgling,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_ku_gath_plaguefather_0,explosion,wh3_main_nur_kugath_infested_nurgling_explosion,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_ku_gath_plaguefather_0,projectile,wh3_main_nur_kugath_necrotic_nurglings,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_death_0,melee,wh3_main_nur_sword_plagueridden,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_death_1,melee,wh3_main_nur_sword_plagueridden,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_death_2,melee,wh3_main_nur_rotfly_plagueridden,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_nurgle_0,melee,wh3_main_nur_sword_plagueridden,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_nurgle_1,melee,wh3_main_nur_sword_plagueridden,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_nurgle_2,melee,wh3_main_nur_rotfly_plagueridden,wh_main_unit_contact_poison
warhammer_3,8.1.1,ultra,wh3_main_nur_inf_chaos_furies_0,melee,wh3_main_nur_furies_claws,wh_main_unit_contact_poison
