game,patch,unit_scale,base_unit_key,mounted_unit_key,icon_name
warhammer_3,8.1.1,ultra,wh2_main_def_cha_sorceress_dark_0,wh2_main_def_cha_sorceress_dark_1,ui/campaign ui/mounts/mount_dark_steed.png
warhammer_3,8.1.1,ultra,wh2_main_def_cha_sorceress_dark_0,wh2_main_def_cha_sorceress_dark_2,ui/campaign ui/mounts/mount_cold_one.png
warhammer_3,8.1.1,ultra,wh2_main_def_cha_sorceress_dark_0,wh2_main_def_cha_sorceress_dark_3,ui/campaign ui/mounts/mount_dark_pegasus.png
warhammer_3,8.1.1,ultra,wh2_main_hef_cha_mage_high_0,wh2_main_hef_cha_mage_high_1,ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
warhammer_3,8.1.1,ultra,wh2_main_hef_cha_mage_high_0,wh2_main_hef_cha_mage_high_4,ui/campaign ui/mounts/mount_ithilmar_chariot.png
warhammer_3,8.1.1,ultra,wh2_main_hef_cha_noble_0,wh2_main_hef_cha_noble_2,ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
warhammer_3,8.1.1,ultra,wh2_main_hef_cha_noble_0,wh2_main_hef_cha_noble_3,ui/campaign ui/mounts/mount_great_eagle.png
warhammer_3,8.1.1,ultra,wh2_main_hef_cha_noble_0,wh2_main_hef_cha_noble_4,ui/campaign ui/mounts/mount_ithilmar_chariot.png
warhammer_3,8.1.1,ultra,wh2_main_hef_cha_prince_0,wh2_dlc15_hef_cha_prince_6,ui/campaign ui/mounts/mount_hef_griffon.png
warhammer_3,8.1.1,ultra,wh2_main_hef_cha_prince_0,wh2_main_hef_cha_prince_2,ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
warhammer_3,8.1.1,ultra,wh2_main_hef_cha_prince_0,wh2_main_hef_cha_prince_3,ui/campaign ui/mounts/mount_great_eagle.png
warhammer_3,8.1.1,ultra,wh2_main_hef_cha_prince_0,wh2_main_hef_cha_prince_4,ui/campaign ui/mounts/mount_sun_dragon.png
warhammer_3,8.1.1,ultra,wh2_main_hef_cha_prince_0,wh2_main_hef_cha_prince_5,ui/campaign ui/mounts/mount_star_dragon.png
warhammer_3,8.1.1,ultra,wh2_main_hef_cha_teclis_0,wh2_dlc15_hef_cha_teclis_2,ui/campaign ui/mounts/mount_arcane_phoenix.png
warhammer_3,8.1.1,ultra,wh2_main_hef_cha_teclis_0,wh2_main_hef_cha_teclis_1,ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_saurus_scar_veteran_0,wh2_main_lzd_cha_saurus_scar_veteran_1,ui/campaign ui/mounts/mount_cold_one.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_saurus_scar_veteran_0,wh2_main_lzd_cha_saurus_scar_veteran_2,ui/campaign ui/mounts/mount_carnosaur.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_skink_chief_0,wh2_main_lzd_cha_skink_chief_1,ui/campaign ui/mounts/mount_terradon.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_skink_chief_0,wh2_main_lzd_cha_skink_chief_2,ui/campaign ui/mounts/mount_stegadon.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_skink_chief_0,wh2_main_lzd_cha_skink_chief_3,ui/campaign ui/mounts/mount_ancient_stegadon.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_skink_priest_beasts_0,wh2_dlc12_lzd_cha_skink_priest_beasts_4,ui/campaign ui/mounts/mount_stegadon_engine_gods.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_skink_priest_beasts_0,wh2_main_lzd_cha_skink_priest_beasts_1,ui/campaign ui/mounts/mount_terradon.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_skink_priest_beasts_0,wh2_main_lzd_cha_skink_priest_beasts_2,ui/campaign ui/mounts/mount_stegadon.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_skink_priest_beasts_0,wh2_main_lzd_cha_skink_priest_beasts_3,ui/campaign ui/mounts/mount_ancient_stegadon.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_skink_priest_heavens_0,wh2_dlc12_lzd_cha_skink_priest_heavens_4,ui/campaign ui/mounts/mount_stegadon_engine_gods.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_skink_priest_heavens_0,wh2_main_lzd_cha_skink_priest_heavens_1,ui/campaign ui/mounts/mount_terradon.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_skink_priest_heavens_0,wh2_main_lzd_cha_skink_priest_heavens_2,ui/campaign ui/mounts/mount_stegadon.png
warhammer_3,8.1.1,ultra,wh2_main_lzd_cha_skink_priest_heavens_0,wh2_main_lzd_cha_skink_priest_heavens_3,ui/campaign ui/mounts/mount_ancient_stegadon.png
warhammer_3,8.1.1,ultra,wh2_main_skv_cha_grey_seer_plague_0,wh2_main_skv_cha_grey_seer_plague_1,ui/campaign ui/mounts/mount_screaming_bell.png
warhammer_3,8.1.1,ultra,wh2_main_skv_cha_plague_priest_0,wh2_main_skv_cha_plague_priest_2,ui/campaign ui/mounts/mount_plague_furnace.png
warhammer_3,8.1.1,ultra,wh2_main_skv_cha_warlord_0,wh2_dlc16_skv_cha_warlord_2,ui/campaign ui/mounts/mount_brood_horror.png
warhammer_3,8.1.1,ultra,wh2_main_skv_cha_warlord_0,wh2_main_skv_cha_warlord_1,ui/campaign ui/mounts/mount_rat_ogre.png
warhammer_3,8.1.1,ultra,wh2_pro09_grn_cha_black_orc_big_boss_0,wh2_pro09_grn_cha_black_orc_big_boss_1,ui/campaign ui/mounts/mount_war_boar.png
warhammer_3,8.1.1,ultra,wh2_twa02_wef_cha_glade_captain_0,wh2_twa02_wef_cha_glade_captain_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh2_twa02_wef_cha_glade_captain_0,wh2_twa02_wef_cha_glade_captain_2,ui/campaign ui/mounts/mount_great_eagle.png
warhammer_3,8.1.1,ultra,wh2_twa02_wef_cha_glade_captain_0,wh2_twa02_wef_cha_glade_captain_3,ui/campaign ui/mounts/mount_great_stag.png
warhammer_3,8.1.1,ultra,wh2_twa03_def_cha_rakarth_0,wh2_twa03_def_cha_rakarth_1,ui/campaign ui/mounts/mount_scourgerunner_chariot.png
warhammer_3,8.1.1,ultra,wh2_twa03_def_cha_rakarth_0,wh2_twa03_def_cha_rakarth_2,ui/campaign ui/mounts/mount_manticore.png
warhammer_3,8.1.1,ultra,wh2_twa03_def_cha_rakarth_0,wh2_twa03_def_cha_rakarth_3,ui/campaign ui/mounts/mount_black_dragon.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_lord_mkho,wh3_dlc20_chs_cha_chaos_lord_mkho_chaos_steed,ui/campaign ui/mounts/mount_barded_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_lord_mkho,wh3_dlc20_chs_cha_chaos_lord_mkho_gorebeast_chariot,ui/campaign ui/mounts/mount_gorebeast_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_lord_mkho,wh3_dlc20_chs_cha_chaos_lord_mkho_juggernaut,ui/campaign ui/mounts/mount_juggernaut.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_lord_msla,wh3_dlc20_chs_cha_chaos_lord_msla_chaos_chariot,ui/campaign ui/mounts/mount_chaos_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_lord_msla,wh3_dlc20_chs_cha_chaos_lord_msla_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_lord_msla,wh3_dlc27_chs_cha_chaos_lord_msla_daemonic_steed,ui/campaign ui/mounts/mount_daemonic_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur,wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur,wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur,wh3_dlc25_chs_cha_chaos_sorcerer_lord_death_mnur_rot_beast,ui/campaign ui/mounts/mount_rot_beast.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze,wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze,wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_disc,ui/campaign ui/mounts/mount_disc_of_tzeentch.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze,wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur,wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur,wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur,wh3_dlc25_chs_cha_chaos_sorcerer_lord_nurgle_mnur_rot_beast,ui/campaign ui/mounts/mount_rot_beast.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze,wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze,wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_disc,ui/campaign ui/mounts/mount_disc_of_tzeentch.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze,wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze,wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze,wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_disc,ui/campaign ui/mounts/mount_disc_of_tzeentch.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze,wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla,wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla,wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla,wh3_dlc27_chs_cha_chaos_sorcerer_shadows_msla_daemonic_steed,ui/campaign ui/mounts/mount_daemonic_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla,wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla,wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla,wh3_dlc27_chs_cha_chaos_sorcerer_slaanesh_msla_daemonic_steed,ui/campaign ui/mounts/mount_daemonic_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze,wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze,wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_disc,ui/campaign ui/mounts/mount_disc_of_tzeentch.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze,wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_exalted_hero_mkho,wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_exalted_hero_mkho,wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot,ui/campaign ui/mounts/mount_gorebeast_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_exalted_hero_mkho,wh3_dlc20_chs_cha_exalted_hero_mkho_juggernaut,ui/campaign ui/mounts/mount_juggernaut.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_exalted_hero_mnur,wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot,ui/campaign ui/mounts/mount_chaos_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_exalted_hero_mnur,wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc20_chs_cha_exalted_hero_mnur,wh3_dlc25_chs_cha_exalted_hero_mnur_rot_beast,ui/campaign ui/mounts/mount_rot_beast.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_bale_taurus,ui/campaign ui/mounts/mount_bale_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_great_taurus,ui/campaign ui/mounts/mount_great_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death,wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_lammasu,ui/campaign ui/mounts/mount_lammasu.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_bale_taurus,ui/campaign ui/mounts/mount_bale_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_great_taurus,ui/campaign ui/mounts/mount_great_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire,wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_lammasu,ui/campaign ui/mounts/mount_lammasu.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_bale_taurus,ui/campaign ui/mounts/mount_bale_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_great_taurus,ui/campaign ui/mounts/mount_great_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut,wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_lammasu,ui/campaign ui/mounts/mount_lammasu.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_bale_taurus,ui/campaign ui/mounts/mount_bale_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_great_taurus,ui/campaign ui/mounts/mount_great_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal,wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_lammasu,ui/campaign ui/mounts/mount_lammasu.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_drazhoath_the_ashen,wh3_dlc23_chd_cha_drazhoath_the_ashen_bale_taurus_cinderbreath,ui/campaign ui/mounts/mount_bale_taurus_cinderbreath.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_gorduz_backstabber,wh3_dlc23_chd_cha_gorduz_backstabber_giant_wolf,ui/campaign ui/mounts/mount_giant_wolf.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_overseer,wh3_dlc23_chd_cha_overseer_great_taurus,ui/campaign ui/mounts/mount_great_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_overseer,wh3_dlc23_chd_cha_overseer_lammasu,ui/campaign ui/mounts/mount_lammasu.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_death,wh3_dlc23_chd_cha_sorcerer_prophet_death_bale_taurus,ui/campaign ui/mounts/mount_bale_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_death,wh3_dlc23_chd_cha_sorcerer_prophet_death_great_taurus,ui/campaign ui/mounts/mount_great_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_death,wh3_dlc23_chd_cha_sorcerer_prophet_death_lammasu,ui/campaign ui/mounts/mount_lammasu.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_fire,wh3_dlc23_chd_cha_sorcerer_prophet_fire_bale_taurus,ui/campaign ui/mounts/mount_bale_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_fire,wh3_dlc23_chd_cha_sorcerer_prophet_fire_great_taurus,ui/campaign ui/mounts/mount_great_taurus.png
