schema_version,dataset,column_position,column_name
2,normalized/<faction>__wh3__8.1.1__ultra.csv,29,primary_component_role
2,normalized/<faction>__wh3__8.1.1__ultra.csv,30,primary_target_size
2,normalized/<faction>__wh3__8.1.1__ultra.csv,31,is_large
2,normalized/<faction>__wh3__8.1.1__ultra.csv,32,is_single_entity
2,normalized/<faction>__wh3__8.1.1__ultra.csv,33,armour
2,normalized/<faction>__wh3__8.1.1__ultra.csv,34,shield_block_chance
2,normalized/<faction>__wh3__8.1.1__ultra.csv,35,melee_defence
2,normalized/<faction>__wh3__8.1.1__ultra.csv,36,leadership
2,normalized/<faction>__wh3__8.1.1__ultra.csv,37,physical_resistance
2,normalized/<faction>__wh3__8.1.1__ultra.csv,38,missile_resistance
2,normalized/<faction>__wh3__8.1.1__ultra.csv,39,spell_resistance
2,normalized/<faction>__wh3__8.1.1__ultra.csv,40,ward_save
2,normalized/<faction>__wh3__8.1.1__ultra.csv,41,fire_resistance
2,normalized/<faction>__wh3__8.1.1__ultra.csv,42,melee_attack
2,normalized/<faction>__wh3__8.1.1__ultra.csv,43,weapon_base_damage
2,normalized/<faction>__wh3__8.1.1__ultra.csv,44,weapon_ap_damage
2,normalized/<faction>__wh3__8.1.1__ultra.csv,45,charge_bonus
2,normalized/<faction>__wh3__8.1.1__ultra.csv,46,bonus_vs_infantry
2,normalized/<faction>__wh3__8.1.1__ultra.csv,47,bonus_vs_large
2,normalized/<faction>__wh3__8.1.1__ultra.csv,48,attack_interval
2,normalized/<faction>__wh3__8.1.1__ultra.csv,49,max_splash_targets
2,normalized/<faction>__wh3__8.1.1__ultra.csv,50,melee_is_magical
2,normalized/<faction>__wh3__8.1.1__ultra.csv,51,melee_is_flaming
2,normalized/<faction>__wh3__8.1.1__ultra.csv,52,speed
2,normalized/<faction>__wh3__8.1.1__ultra.csv,53,mass
2,normalized/<faction>__wh3__8.1.1__ultra.csv,54,has_missile_weapon
2,normalized/<faction>__wh3__8.1.1__ultra.csv,55,accuracy
2,normalized/<faction>__wh3__8.1.1__ultra.csv,56,ammunition
2,normalized/<faction>__wh3__8.1.1__ultra.csv,57,range
2,normalized/<faction>__wh3__8.1.1__ultra.csv,58,reload_time
2,normalized/<faction>__wh3__8.1.1__ultra.csv,59,missile_base_damage
2,normalized/<faction>__wh3__8.1.1__ultra.csv,60,missile_ap_damage
2,normalized/<faction>__wh3__8.1.1__ultra.csv,61,missile_bonus_vs_infantry
2,normalized/<faction>__wh3__8.1.1__ultra.csv,62,missile_bonus_vs_large
2,normalized/<faction>__wh3__8.1.1__ultra.csv,63,projectiles_per_shot
2,normalized/<faction>__wh3__8.1.1__ultra.csv,64,shots_per_volley
2,normalized/<faction>__wh3__8.1.1__ultra.csv,65,burst_size
2,normalized/<faction>__wh3__8.1.1__ultra.csv,66,burst_shot_delay
2,normalized/<faction>__wh3__8.1.1__ultra.csv,67,projectile_velocity
2,normalized/<faction>__wh3__8.1.1__ultra.csv,68,projectile_spread
2,normalized/<faction>__wh3__8.1.1__ultra.csv,69,marksmanship_bonus
2,normalized/<faction>__wh3__8.1.1__ultra.csv,70,calibration_distance
2,normalized/<faction>__wh3__8.1.1__ultra.csv,71,calibration_area
2,normalized/<faction>__wh3__8.1.1__ultra.csv,72,missile_is_magical
2,normalized/<faction>__wh3__8.1.1__ultra.csv,73,missile_is_flaming
2,normalized/<faction>__wh3__8.1.1__ultra.csv,74,projectile_shot_type
2,normalized/<faction>__wh3__8.1.1__ultra.csv,75,projectile_penetration_class
2,normalized/<faction>__wh3__8.1.1__ultra.csv,76,projectile_expiry_range
2,normalized/<faction>__wh3__8.1.1__ultra.csv,77,projectile_can_damage_buildings
2,normalized/<faction>__wh3__8.1.1__ultra.csv,78,projectile_can_damage_allies
2,normalized/<faction>__wh3__8.1.1__ultra.csv,79,projectile_is_spell
2,normalized/<faction>__wh3__8.1.1__ultra.csv,80,projectile_contact_effect
2,normalized/<faction>__wh3__8.1.1__ultra.csv,81,explosion_key
2,normalized/<faction>__wh3__8.1.1__ultra.csv,82,explosion_base_damage
2,normalized/<faction>__wh3__8.1.1__ultra.csv,83,explosion_ap_damage
2,normalized/<faction>__wh3__8.1.1__ultra.csv,84,explosion_radius
2,normalized/<faction>__wh3__8.1.1__ultra.csv,85,explosion_is_magical
2,normalized/<faction>__wh3__8.1.1__ultra.csv,86,explosion_is_flaming
2,normalized/<faction>__wh3__8.1.1__ultra.csv,87,explosion_affects_allies
2,normalized/<faction>__wh3__8.1.1__ultra.csv,88,explosion_contact_effect
2,normalized/<faction>__wh3__8.1.1__ultra.csv,89,multiplayer_cost
2,normalized/<faction>__wh3__8.1.1__ultra.csv,90,campaign_recruit_cost
2,normalized/<faction>__wh3__8.1.1__ultra.csv,91,campaign_upkeep
2,normalized/<faction>__wh3__8.1.1__ultra.csv,92,source_main_unit_key
2,normalized/<faction>__wh3__8.1.1__ultra.csv,93,source_land_unit_key
2,normalized/<faction>__wh3__8.1.1__ultra.csv,94,source_battle_entity_key
2,normalized/<faction>__wh3__8.1.1__ultra.csv,95,source_man_entity_key
2,normalized/<faction>__wh3__8.1.1__ultra.csv,96,source_mount_entity_key
2,normalized/<faction>__wh3__8.1.1__ultra.csv,97,source_engine_entity_key
2,normalized/<faction>__wh3__8.1.1__ultra.csv,98,source_melee_weapon_key
2,normalized/<faction>__wh3__8.1.1__ultra.csv,99,source_missile_weapon_key
2,normalized/<faction>__wh3__8.1.1__ultra.csv,100,source_projectile_key
2,normalized/<faction>__wh3__8.1.1__ultra.csv,101,extracted_at_utc
2,normalized/<faction>__wh3__8.1.1__ultra.csv,102,data_quality_status
2,normalized/<faction>__wh3__8.1.1__ultra.csv,103,notes
2,lookups/unit_components__wh3__8.1.1__ultra.csv,1,game
2,lookups/unit_components__wh3__8.1.1__ultra.csv,2,patch
2,lookups/unit_components__wh3__8.1.1__ultra.csv,3,unit_scale
2,lookups/unit_components__wh3__8.1.1__ultra.csv,4,unit_key
2,lookups/unit_components__wh3__8.1.1__ultra.csv,5,component_role
2,lookups/unit_components__wh3__8.1.1__ultra.csv,6,relationship_key
2,lookups/unit_components__wh3__8.1.1__ultra.csv,7,battle_entity_key
2,lookups/unit_components__wh3__8.1.1__ultra.csv,8,component_count
2,lookups/unit_components__wh3__8.1.1__ultra.csv,9,base_hp_per_component
2,lookups/unit_components__wh3__8.1.1__ultra.csv,10,bonus_hp_per_component
2,lookups/unit_components__wh3__8.1.1__ultra.csv,11,known_hp_total
2,lookups/unit_components__wh3__8.1.1__ultra.csv,12,size_class
2,lookups/unit_components__wh3__8.1.1__ultra.csv,13,is_large
2,lookups/unit_components__wh3__8.1.1__ultra.csv,14,is_primary_health_pool
2,lookups/unit_components__wh3__8.1.1__ultra.csv,15,can_be_targeted
2,lookups/unit_components__wh3__8.1.1__ultra.csv,16,link_source
2,lookups/unit_components__wh3__8.1.1__ultra.csv,17,notes
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,1,game
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,2,patch
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,3,unit_scale
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,4,unit_key
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,5,attack_type
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,6,component_role
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,7,slot
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,8,melee_weapon_key
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,9,missile_weapon_key
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,10,projectile_key
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,11,is_default_projectile
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,12,ammunition_pool
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,13,ammunition
2,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,14,link_source
2,lookups/projectiles__wh3__8.1.1.csv,1,game
2,lookups/projectiles__wh3__8.1.1.csv,2,patch
2,lookups/projectiles__wh3__8.1.1.csv,3,projectile_key
2,lookups/projectiles__wh3__8.1.1.csv,4,category
2,lookups/projectiles__wh3__8.1.1.csv,5,shot_type
2,lookups/projectiles__wh3__8.1.1.csv,6,projectile_number
2,lookups/projectiles__wh3__8.1.1.csv,7,effective_range
2,lookups/projectiles__wh3__8.1.1.csv,8,minimum_range
2,lookups/projectiles__wh3__8.1.1.csv,9,muzzle_velocity
2,lookups/projectiles__wh3__8.1.1.csv,10,marksmanship_bonus
2,lookups/projectiles__wh3__8.1.1.csv,11,spread
2,lookups/projectiles__wh3__8.1.1.csv,12,base_damage
2,lookups/projectiles__wh3__8.1.1.csv,13,ap_damage
2,lookups/projectiles__wh3__8.1.1.csv,14,base_reload_time
2,lookups/projectiles__wh3__8.1.1.csv,15,calibration_distance
2,lookups/projectiles__wh3__8.1.1.csv,16,calibration_area
2,lookups/projectiles__wh3__8.1.1.csv,17,bonus_vs_infantry
2,lookups/projectiles__wh3__8.1.1.csv,18,bonus_vs_large
2,lookups/projectiles__wh3__8.1.1.csv,19,burst_size
2,lookups/projectiles__wh3__8.1.1.csv,20,burst_shot_delay
2,lookups/projectiles__wh3__8.1.1.csv,21,shots_per_volley
2,lookups/projectiles__wh3__8.1.1.csv,22,collision_radius
2,lookups/projectiles__wh3__8.1.1.csv,23,mass
2,lookups/projectiles__wh3__8.1.1.csv,24,gravity
2,lookups/projectiles__wh3__8.1.1.csv,25,ignition_amount
2,lookups/projectiles__wh3__8.1.1.csv,26,is_magical
2,lookups/projectiles__wh3__8.1.1.csv,27,can_target_airborne
2,lookups/projectiles__wh3__8.1.1.csv,28,can_damage_allies
2,lookups/projectiles__wh3__8.1.1.csv,29,can_damage_buildings
2,lookups/projectiles__wh3__8.1.1.csv,30,building_damage_multiplier
2,lookups/projectiles__wh3__8.1.1.csv,31,projectile_penetration
2,lookups/projectiles__wh3__8.1.1.csv,32,penetration_entity_size_cap
2,lookups/projectiles__wh3__8.1.1.csv,33,max_penetration
2,lookups/projectiles__wh3__8.1.1.csv,34,expiry_range
2,lookups/projectiles__wh3__8.1.1.csv,35,expire_on_impact
2,lookups/projectiles__wh3__8.1.1.csv,36,can_bounce
2,lookups/projectiles__wh3__8.1.1.csv,37,can_roll
2,lookups/projectiles__wh3__8.1.1.csv,38,homing_params
2,lookups/projectiles__wh3__8.1.1.csv,39,scaling_damage
2,lookups/projectiles__wh3__8.1.1.csv,40,contact_stat_effect
2,lookups/projectiles__wh3__8.1.1.csv,41,explosion_key
2,lookups/projectiles__wh3__8.1.1.csv,42,shrapnel_key
2,lookups/projectiles__wh3__8.1.1.csv,43,is_spell
2,lookups/explosions__wh3__8.1.1.csv,1,game
2,lookups/explosions__wh3__8.1.1.csv,2,patch
2,lookups/explosions__wh3__8.1.1.csv,3,explosion_key
2,lookups/explosions__wh3__8.1.1.csv,4,detonator_type
2,lookups/explosions__wh3__8.1.1.csv,5,detonation_type
2,lookups/explosions__wh3__8.1.1.csv,6,radius
2,lookups/explosions__wh3__8.1.1.csv,7,duration
2,lookups/explosions__wh3__8.1.1.csv,8,speed
2,lookups/explosions__wh3__8.1.1.csv,9,base_damage
2,lookups/explosions__wh3__8.1.1.csv,10,ap_damage
2,lookups/explosions__wh3__8.1.1.csv,11,force
2,lookups/explosions__wh3__8.1.1.csv,12,ignition_amount
2,lookups/explosions__wh3__8.1.1.csv,13,is_magical
2,lookups/explosions__wh3__8.1.1.csv,14,affects_allies
2,lookups/explosions__wh3__8.1.1.csv,15,contact_phase_effect
2,lookups/explosions__wh3__8.1.1.csv,16,shrapnel_key
2,lookups/explosions__wh3__8.1.1.csv,17,is_spell
2,lookups/unit_abilities__wh3__8.1.1__ultra.csv,1,game
2,lookups/unit_abilities__wh3__8.1.1__ultra.csv,2,patch
2,lookups/unit_abilities__wh3__8.1.1__ultra.csv,3,unit_scale
2,lookups/unit_abilities__wh3__8.1.1__ultra.csv,4,unit_key
2,lookups/unit_abilities__wh3__8.1.1__ultra.csv,5,ability_key
2,lookups/unit_attributes__wh3__8.1.1__ultra.csv,1,game
2,lookups/unit_attributes__wh3__8.1.1__ultra.csv,2,patch
2,lookups/unit_attributes__wh3__8.1.1__ultra.csv,3,unit_scale
2,lookups/unit_attributes__wh3__8.1.1__ultra.csv,4,unit_key
2,lookups/unit_attributes__wh3__8.1.1__ultra.csv,5,attribute_key
2,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,1,game
2,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,2,patch
2,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,3,unit_scale
2,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,4,unit_key
2,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,5,attack_type
2,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,6,source_key
2,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,7,effect_key
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,1,record_type
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,2,game
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,3,patch
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,4,unit_scale
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,5,race_slug
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,6,unit_key
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,7,military_group
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,8,faction_permission_key
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,9,general_unit
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,10,siege_unit_attacker
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,11,siege_unit_defender
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,12,campaign_exclusive
2,lookups/unit_rosters__wh3__8.1.1__ultra.csv,13,supports_upgrades
2,lookups/unit_mount_variants__wh3__8.1.1__ultra.csv,1,game
2,lookups/unit_mount_variants__wh3__8.1.1__ultra.csv,2,patch
2,lookups/unit_mount_variants__wh3__8.1.1__ultra.csv,3,unit_scale
2,lookups/unit_mount_variants__wh3__8.1.1__ultra.csv,4,base_unit_key
2,lookups/unit_mount_variants__wh3__8.1.1__ultra.csv,5,mounted_unit_key
2,lookups/unit_mount_variants__wh3__8.1.1__ultra.csv,6,icon_name
2,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,1,game
2,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,2,patch
2,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,3,unit_scale
2,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,4,unit_key
2,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,5,severity
2,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,6,flag
2,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,7,detail
