schema_version,dataset,column_position,column_name
3,normalized/<faction>__wh3__8.1.1__ultra.csv,46,bonus_vs_infantry
3,normalized/<faction>__wh3__8.1.1__ultra.csv,47,bonus_vs_large
3,normalized/<faction>__wh3__8.1.1__ultra.csv,48,attack_interval
3,normalized/<faction>__wh3__8.1.1__ultra.csv,49,max_splash_targets
3,normalized/<faction>__wh3__8.1.1__ultra.csv,50,melee_is_magical
3,normalized/<faction>__wh3__8.1.1__ultra.csv,51,melee_is_flaming
3,normalized/<faction>__wh3__8.1.1__ultra.csv,52,speed
3,normalized/<faction>__wh3__8.1.1__ultra.csv,53,mass
3,normalized/<faction>__wh3__8.1.1__ultra.csv,54,has_missile_weapon
3,normalized/<faction>__wh3__8.1.1__ultra.csv,55,accuracy
3,normalized/<faction>__wh3__8.1.1__ultra.csv,56,ammunition
3,normalized/<faction>__wh3__8.1.1__ultra.csv,57,range
3,normalized/<faction>__wh3__8.1.1__ultra.csv,58,reload_time
3,normalized/<faction>__wh3__8.1.1__ultra.csv,59,missile_base_damage
3,normalized/<faction>__wh3__8.1.1__ultra.csv,60,missile_ap_damage
3,normalized/<faction>__wh3__8.1.1__ultra.csv,61,missile_bonus_vs_infantry
3,normalized/<faction>__wh3__8.1.1__ultra.csv,62,missile_bonus_vs_large
3,normalized/<faction>__wh3__8.1.1__ultra.csv,63,projectiles_per_shot
3,normalized/<faction>__wh3__8.1.1__ultra.csv,64,shots_per_volley
3,normalized/<faction>__wh3__8.1.1__ultra.csv,65,burst_size
3,normalized/<faction>__wh3__8.1.1__ultra.csv,66,burst_shot_delay
3,normalized/<faction>__wh3__8.1.1__ultra.csv,67,projectile_velocity
3,normalized/<faction>__wh3__8.1.1__ultra.csv,68,projectile_spread
3,normalized/<faction>__wh3__8.1.1__ultra.csv,69,marksmanship_bonus
3,normalized/<faction>__wh3__8.1.1__ultra.csv,70,calibration_distance
3,normalized/<faction>__wh3__8.1.1__ultra.csv,71,calibration_area
3,normalized/<faction>__wh3__8.1.1__ultra.csv,72,missile_is_magical
3,normalized/<faction>__wh3__8.1.1__ultra.csv,73,missile_is_flaming
3,normalized/<faction>__wh3__8.1.1__ultra.csv,74,projectile_shot_type
3,normalized/<faction>__wh3__8.1.1__ultra.csv,75,projectile_penetration_class
3,normalized/<faction>__wh3__8.1.1__ultra.csv,76,projectile_expiry_range
3,normalized/<faction>__wh3__8.1.1__ultra.csv,77,projectile_can_damage_buildings
3,normalized/<faction>__wh3__8.1.1__ultra.csv,78,projectile_can_damage_allies
3,normalized/<faction>__wh3__8.1.1__ultra.csv,79,projectile_is_spell
3,normalized/<faction>__wh3__8.1.1__ultra.csv,80,projectile_contact_effect
3,normalized/<faction>__wh3__8.1.1__ultra.csv,81,explosion_key
3,normalized/<faction>__wh3__8.1.1__ultra.csv,82,explosion_base_damage
3,normalized/<faction>__wh3__8.1.1__ultra.csv,83,explosion_ap_damage
3,normalized/<faction>__wh3__8.1.1__ultra.csv,84,explosion_radius
3,normalized/<faction>__wh3__8.1.1__ultra.csv,85,explosion_is_magical
3,normalized/<faction>__wh3__8.1.1__ultra.csv,86,explosion_is_flaming
3,normalized/<faction>__wh3__8.1.1__ultra.csv,87,explosion_affects_allies
3,normalized/<faction>__wh3__8.1.1__ultra.csv,88,explosion_contact_effect
3,normalized/<faction>__wh3__8.1.1__ultra.csv,89,multiplayer_cost
3,normalized/<faction>__wh3__8.1.1__ultra.csv,90,campaign_recruit_cost
3,normalized/<faction>__wh3__8.1.1__ultra.csv,91,campaign_upkeep
3,normalized/<faction>__wh3__8.1.1__ultra.csv,92,source_main_unit_key
3,normalized/<faction>__wh3__8.1.1__ultra.csv,93,source_land_unit_key
3,normalized/<faction>__wh3__8.1.1__ultra.csv,94,source_battle_entity_key
3,normalized/<faction>__wh3__8.1.1__ultra.csv,95,source_man_entity_key
3,normalized/<faction>__wh3__8.1.1__ultra.csv,96,source_mount_entity_key
3,normalized/<faction>__wh3__8.1.1__ultra.csv,97,source_engine_entity_key
3,normalized/<faction>__wh3__8.1.1__ultra.csv,98,source_melee_weapon_key
3,normalized/<faction>__wh3__8.1.1__ultra.csv,99,source_missile_weapon_key
3,normalized/<faction>__wh3__8.1.1__ultra.csv,100,source_projectile_key
3,normalized/<faction>__wh3__8.1.1__ultra.csv,101,extracted_at_utc
3,normalized/<faction>__wh3__8.1.1__ultra.csv,102,data_quality_status
3,normalized/<faction>__wh3__8.1.1__ultra.csv,103,notes
3,lookups/unit_components__wh3__8.1.1__ultra.csv,1,game
3,lookups/unit_components__wh3__8.1.1__ultra.csv,2,patch
3,lookups/unit_components__wh3__8.1.1__ultra.csv,3,unit_scale
3,lookups/unit_components__wh3__8.1.1__ultra.csv,4,unit_key
3,lookups/unit_components__wh3__8.1.1__ultra.csv,5,component_role
3,lookups/unit_components__wh3__8.1.1__ultra.csv,6,relationship_key
3,lookups/unit_components__wh3__8.1.1__ultra.csv,7,battle_entity_key
3,lookups/unit_components__wh3__8.1.1__ultra.csv,8,component_count
3,lookups/unit_components__wh3__8.1.1__ultra.csv,9,base_hp_per_component
3,lookups/unit_components__wh3__8.1.1__ultra.csv,10,bonus_hp_per_component
3,lookups/unit_components__wh3__8.1.1__ultra.csv,11,known_hp_total
3,lookups/unit_components__wh3__8.1.1__ultra.csv,12,size_class
3,lookups/unit_components__wh3__8.1.1__ultra.csv,13,is_large
3,lookups/unit_components__wh3__8.1.1__ultra.csv,14,is_primary_health_pool
3,lookups/unit_components__wh3__8.1.1__ultra.csv,15,can_be_targeted
3,lookups/unit_components__wh3__8.1.1__ultra.csv,16,link_source
3,lookups/unit_components__wh3__8.1.1__ultra.csv,17,notes
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,1,game
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,2,patch
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,3,unit_scale
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,4,unit_key
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,5,attack_type
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,6,component_role
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,7,slot
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,8,melee_weapon_key
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,9,missile_weapon_key
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,10,projectile_key
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,11,is_default_projectile
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,12,ammunition_pool
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,13,ammunition
3,lookups/unit_weapon_links__wh3__8.1.1__ultra.csv,14,link_source
3,lookups/projectiles__wh3__8.1.1.csv,1,game
3,lookups/projectiles__wh3__8.1.1.csv,2,patch
3,lookups/projectiles__wh3__8.1.1.csv,3,projectile_key
3,lookups/projectiles__wh3__8.1.1.csv,4,category
3,lookups/projectiles__wh3__8.1.1.csv,5,shot_type
3,lookups/projectiles__wh3__8.1.1.csv,6,projectile_number
3,lookups/projectiles__wh3__8.1.1.csv,7,effective_range
3,lookups/projectiles__wh3__8.1.1.csv,8,minimum_range
3,lookups/projectiles__wh3__8.1.1.csv,9,muzzle_velocity
3,lookups/projectiles__wh3__8.1.1.csv,10,marksmanship_bonus
3,lookups/projectiles__wh3__8.1.1.csv,11,spread
3,lookups/projectiles__wh3__8.1.1.csv,12,base_damage
3,lookups/projectiles__wh3__8.1.1.csv,13,ap_damage
3,lookups/projectiles__wh3__8.1.1.csv,14,base_reload_time
3,lookups/projectiles__wh3__8.1.1.csv,15,calibration_distance
3,lookups/projectiles__wh3__8.1.1.csv,16,calibration_area
3,lookups/projectiles__wh3__8.1.1.csv,17,bonus_vs_infantry
3,lookups/projectiles__wh3__8.1.1.csv,18,bonus_vs_large
3,lookups/projectiles__wh3__8.1.1.csv,19,burst_size
3,lookups/projectiles__wh3__8.1.1.csv,20,burst_shot_delay
3,lookups/projectiles__wh3__8.1.1.csv,21,shots_per_volley
3,lookups/projectiles__wh3__8.1.1.csv,22,collision_radius
3,lookups/projectiles__wh3__8.1.1.csv,23,mass
3,lookups/projectiles__wh3__8.1.1.csv,24,gravity
3,lookups/projectiles__wh3__8.1.1.csv,25,ignition_amount
3,lookups/projectiles__wh3__8.1.1.csv,26,is_magical
3,lookups/projectiles__wh3__8.1.1.csv,27,can_target_airborne
3,lookups/projectiles__wh3__8.1.1.csv,28,can_damage_allies
3,lookups/projectiles__wh3__8.1.1.csv,29,can_damage_buildings
3,lookups/projectiles__wh3__8.1.1.csv,30,building_damage_multiplier
3,lookups/projectiles__wh3__8.1.1.csv,31,projectile_penetration
3,lookups/projectiles__wh3__8.1.1.csv,32,penetration_entity_size_cap
3,lookups/projectiles__wh3__8.1.1.csv,33,max_penetration
3,lookups/projectiles__wh3__8.1.1.csv,34,expiry_range
3,lookups/projectiles__wh3__8.1.1.csv,35,expire_on_impact
3,lookups/projectiles__wh3__8.1.1.csv,36,can_bounce
3,lookups/projectiles__wh3__8.1.1.csv,37,can_roll
3,lookups/projectiles__wh3__8.1.1.csv,38,homing_params
3,lookups/projectiles__wh3__8.1.1.csv,39,scaling_damage
3,lookups/projectiles__wh3__8.1.1.csv,40,contact_stat_effect
3,lookups/projectiles__wh3__8.1.1.csv,41,explosion_key
3,lookups/projectiles__wh3__8.1.1.csv,42,shrapnel_key
3,lookups/projectiles__wh3__8.1.1.csv,43,is_spell
3,lookups/explosions__wh3__8.1.1.csv,1,game
3,lookups/explosions__wh3__8.1.1.csv,2,patch
3,lookups/explosions__wh3__8.1.1.csv,3,explosion_key
3,lookups/explosions__wh3__8.1.1.csv,4,detonator_type
3,lookups/explosions__wh3__8.1.1.csv,5,detonation_type
3,lookups/explosions__wh3__8.1.1.csv,6,radius
3,lookups/explosions__wh3__8.1.1.csv,7,duration
3,lookups/explosions__wh3__8.1.1.csv,8,speed
3,lookups/explosions__wh3__8.1.1.csv,9,base_damage
3,lookups/explosions__wh3__8.1.1.csv,10,ap_damage
3,lookups/explosions__wh3__8.1.1.csv,11,force
3,lookups/explosions__wh3__8.1.1.csv,12,ignition_amount
3,lookups/explosions__wh3__8.1.1.csv,13,is_magical
3,lookups/explosions__wh3__8.1.1.csv,14,affects_allies
3,lookups/explosions__wh3__8.1.1.csv,15,contact_phase_effect
3,lookups/explosions__wh3__8.1.1.csv,16,shrapnel_key
3,lookups/explosions__wh3__8.1.1.csv,17,is_spell
3,lookups/unit_abilities__wh3__8.1.1__ultra.csv,1,game
3,lookups/unit_abilities__wh3__8.1.1__ultra.csv,2,patch
3,lookups/unit_abilities__wh3__8.1.1__ultra.csv,3,unit_scale
3,lookups/unit_abilities__wh3__8.1.1__ultra.csv,4,unit_key
3,lookups/unit_abilities__wh3__8.1.1__ultra.csv,5,ability_key
3,lookups/unit_attributes__wh3__8.1.1__ultra.csv,1,game
3,lookups/unit_attributes__wh3__8.1.1__ultra.csv,2,patch
3,lookups/unit_attributes__wh3__8.1.1__ultra.csv,3,unit_scale
3,lookups/unit_attributes__wh3__8.1.1__ultra.csv,4,unit_key
3,lookups/unit_attributes__wh3__8.1.1__ultra.csv,5,attribute_key
3,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,1,game
3,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,2,patch
3,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,3,unit_scale
3,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,4,unit_key
3,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,5,attack_type
3,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,6,source_key
3,lookups/unit_contact_effects__wh3__8.1.1__ultra.csv,7,effect_key
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,1,record_type
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,2,game
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,3,patch
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,4,unit_scale
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,5,race_slug
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,6,unit_key
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,7,military_group
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,8,faction_permission_key
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,9,general_unit
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,10,siege_unit_attacker
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,11,siege_unit_defender
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,12,campaign_exclusive
3,lookups/unit_rosters__wh3__8.1.1__ultra.csv,13,supports_upgrades
3,lookups/unit_mount_variants__wh3__8.1.1__ultra.csv,1,game
3,lookups/unit_mount_variants__wh3__8.1.1__ultra.csv,2,patch
3,lookups/unit_mount_variants__wh3__8.1.1__ultra.csv,3,unit_scale
3,lookups/unit_mount_variants__wh3__8.1.1__ultra.csv,4,base_unit_key
3,lookups/unit_mount_variants__wh3__8.1.1__ultra.csv,5,mounted_unit_key
3,lookups/unit_mount_variants__wh3__8.1.1__ultra.csv,6,icon_name
3,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,1,game
3,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,2,patch
3,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,3,unit_scale
3,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,4,unit_key
3,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,5,severity
3,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,6,flag
3,lookups/data_quality_flags__wh3__8.1.1__ultra.csv,7,detail
