record_type,game,patch,steam_build_id,race,race_slug,faction_key,faction_name,culture_key,subculture_key,feature_forest_key,variant_key,variant_status,applicability_basis,campaign_key,node_set_key,set_faction_key,set_culture_key,set_subculture_key,set_campaign_key,node_key,node_faction_key,node_campaign_key,technology_key,technology_name,technology_short_description,technology_long_description,effect_key,effect_scope,effect_value,effect_description,effect_additional_tooltip,node_set_name,node_set_tooltip,ui_group_name,ui_group_description,ui_tab_name,ui_tab_tooltip,lock_reason,ancillary_granted_text,required_technology_key,parent_node_key,child_node_key,link_type,classification,source_table,source_path,source_row_number,source_key,script_path,script_line,script_operation,script_evidence,script_applicability,script_resolution,set_colour_hex,node_indent,node_tier,research_points_required,cost_per_round,food_cost,ui_group_key,resource_cost_key,required_parents,node_pixel_offset_x,node_pixel_offset_y,technology_building_level,technology_position_index,technology_icon_name,technology_mp_available_early,technology_mp_available_late,technology_info_pic,technology_unique_index,technology_is_civil,technology_is_engineering,technology_is_military,technology_is_hidden,link_initial_descent_tiers,link_parent_link_position,link_child_link_position,link_parent_link_position_offset,link_child_link_position_offset,link_visible_in_ui,required_building_level_key,ancillary_key,character_trait_level_key,effect_list_key,initiative_key,initiative_visible_in_ui,unit_upgrade_key,mercenary_key,mercenary_group,mercenary_initial_unit_count,mercenary_pool,unlock_faction_key,unlock_subculture_key,resource_cost_treasury_cost,resource_cost_expenditure_type,resource_cost_income_type,resource_cost_expenditure_type_when_regular,resource_cost_income_type_when_regular,pooled_cost_pooled_resource_factor,pooled_cost_amount,pooled_cost_context,pooled_cost_ui_resource_transaction_pooled_resource,pooled_resource_factor_key,resource_factor_factor,pooled_resource_key,resource_factor_minimum,resource_factor_maximum,resource_factor_specific_faction_set,group_optional_background_image,group_colour_hex,group_bounds_bottom_right_node,group_bounds_top_left_node,group_bounds_optional_top_right_node,group_bounds_optional_bottom_left_node,ui_tab_key,tab_sort_order,tab_tier_offset,module_max_tier,effect_bundle_key,module_min_tier,category_effect_advancement_stage,effect_definition_icon,effect_definition_priority,effect_definition_icon_negative,effect_definition_category,effect_definition_is_positive_value_good
script_lock,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_unique_1,,,tech_dlc17_bst_the_single_entity_tech,Horns of War,"When the tribes unite under the greatest chieftains, the ground shakes at the brayherd's march.",,,,,,,Beastmen Military Tech,Beastmen Military Tech,,,,,[[col:red]]Win a battle with at least 4 [[img:icon_hero]][[/img]]Heroes in your army.[[/col]],,,,,,,technology_script_lock_reasons_tables,db/technology_script_lock_reasons_tables/data__.tsv,12,tech_dlc17_bst_the_single_entity_tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_men_2,,,tech_dlc17_bst_empire_unlock_1,Raining Blood,"Few Beastmen possess the skill or patience for ranged combat, but still value the bow as a tool of the hunt.",,,,,,,Beastmen Military Tech,Beastmen Military Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,288,tech_dlc17_bst_men_2,,,,,,,,0,1,400,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_men_2,,,tech_dlc17_bst_empire_unlock_1,Raining Blood,"Few Beastmen possess the skill or patience for ranged combat, but still value the bow as a tool of the hunt.",,,,,,,Beastmen Military Tech,Beastmen Military Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,41,tech_dlc17_bst_empire_unlock_1,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,tech_dlc17_bst_missiles,false,false,placeholder.tga,190100926,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_men_2,,,tech_dlc17_bst_empire_unlock_1,Raining Blood,"Few Beastmen possess the skill or patience for ranged combat, but still value the bow as a tool of the hunt.",,wh2_dlc17_effect_force_stat_ammo_increase_ungor_raider,faction_to_force_own_unseen,15.0000,Ammunition: %+n% for Ungor Raiders units,,Beastmen Military Tech,Beastmen Military Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,82,tech_dlc17_bst_empire_unlock_1|wh2_dlc17_effect_force_stat_ammo_increase_ungor_raider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ammo.png,201,ammo.png,battle,true
effect,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_men_2,,,tech_dlc17_bst_empire_unlock_1,Raining Blood,"Few Beastmen possess the skill or patience for ranged combat, but still value the bow as a tool of the hunt.",,wh2_dlc17_effect_force_stat_reload_increase_ungor_raider,faction_to_force_own_unseen,10.0000,Reload time reduction: %+n% for Ungor Raiders units,,Beastmen Military Tech,Beastmen Military Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,83,tech_dlc17_bst_empire_unlock_1|wh2_dlc17_effect_force_stat_reload_increase_ungor_raider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icon_stat_reload_time_force.png,561,icon_stat_reload_time_force.png,battle,true
node,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_men_3,,,tech_dlc17_bst_empire_unlock_2,Worldbane,"Like wolves upon sheep, Beastmen prey upon all civilisation as they have since the beginning.",,,,,,,Beastmen Military Tech,Beastmen Military Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,289,tech_dlc17_bst_men_3,,,,,,,,1,1,500,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_men_3,,,tech_dlc17_bst_empire_unlock_2,Worldbane,"Like wolves upon sheep, Beastmen prey upon all civilisation as they have since the beginning.",,,,,,,Beastmen Military Tech,Beastmen Military Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,42,tech_dlc17_bst_empire_unlock_2,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,tech_dlc03_bst_chaos_1,false,false,placeholder.tga,343455049,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_men_3,,,tech_dlc17_bst_empire_unlock_2,Worldbane,"Like wolves upon sheep, Beastmen prey upon all civilisation as they have since the beginning.",,wh2_dlc17_effect_force_stat_mod_melee_damage_versus_elves_men_dwarfs,faction_to_force_own,10.0000,"Weapon strength: %+n% when fighting against Dwarfs, High Elves, Wood Elves, Dark Elves and Men",,Beastmen Military Tech,Beastmen Military Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,84,tech_dlc17_bst_empire_unlock_2|wh2_dlc17_effect_force_stat_mod_melee_damage_versus_elves_men_dwarfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weapon_damage.png,461,weapon_damage.png,battle,true
node,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_men_4,,,tech_dlc17_bst_empire_unlock_3,Born to Lead,"Beastlords and Wargors have a swaggering confidence, revelling in their superiority over lesser beasts.",,,,,,,Beastmen Military Tech,Beastmen Military Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,290,tech_dlc17_bst_men_4,,,,,,,,2,1,600,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_men_4,,,tech_dlc17_bst_empire_unlock_3,Born to Lead,"Beastlords and Wargors have a swaggering confidence, revelling in their superiority over lesser beasts.",,,,,,,Beastmen Military Tech,Beastmen Military Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,43,tech_dlc17_bst_empire_unlock_3,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,tech_dlc03_bst_gods_1,false,false,placeholder.tga,786448277,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_men_4,,,tech_dlc17_bst_empire_unlock_3,Born to Lead,"Beastlords and Wargors have a swaggering confidence, revelling in their superiority over lesser beasts.",,wh_main_effect_character_stat_aura_leadership_effect,faction_to_character_own,3.0000,Character's aura leadership effect: %+n,Aura. Any unit standing within this character's aura in battle will receive a [[img:icon_morale]][[/img]]leadership bonus.,Beastmen Military Tech,Beastmen Military Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,85,tech_dlc17_bst_empire_unlock_3|wh_main_effect_character_stat_aura_leadership_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morale_character.png,260,morale_character.png,battle,true
effect,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_men_4,,,tech_dlc17_bst_empire_unlock_3,Born to Lead,"Beastlords and Wargors have a swaggering confidence, revelling in their superiority over lesser beasts.",,wh_main_effect_character_stat_leadership_aura_size,faction_to_character_own,15.0000,Leadership aura size: %+n%,Aura. Any unit standing within this character's aura in battle will receive a [[img:icon_morale]][[/img]]leadership bonus.,Beastmen Military Tech,Beastmen Military Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,86,tech_dlc17_bst_empire_unlock_3|wh_main_effect_character_stat_leadership_aura_size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,general_ability.png,260,general_ability.png,battle,true
node,warhammer_3,8.1.1,24237342,Beastmen,beastmen,wh_dlc03_bst_beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,bst_mil_rework@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,bst_mil_rework,,wh_dlc03_bst_beastmen,,,tech_dlc17_bst_men_5,,,tech_dlc17_bst_empire_unlock_4,On Cloven Hoof & Twisted Claw,The herd surges from darkling woods with speed enough to chase down any prey.,,,,,,,Beastmen Military Tech,Beastmen Military Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,291,tech_dlc17_bst_men_5,,,,,,,,3,1,700,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
