game,patch,steam_build_id,race,race_slug,character_name,character_slug,character_class,agent_subtype_key,is_legendary_lord,is_unique_agent,relative_path,node_set_count,node_count,skill_count,skill_level_row_count,effect_row_count,prerequisite_row_count,skill_lock_row_count,ancillary_lock_row_count,ancillary_grant_row_count,dilemma_grant_row_count,total_row_count,tree_structure_sha256,file_sha256,file_bytes
warhammer_3,8.1.1,24237342,Beastmen,beastmen,Taurox the Brass Bull,Taurox_the_Brass_Bull,legendary_lord,wh2_dlc17_bst_taurox,true,false,characters/beastmen/Taurox_the_Brass_Bull.csv,1,53,53,11,266,62,2,0,0,0,396,24089f99ee0c3daee845393600c95c3af04d3aa09c11c207d3d1dded92bd6156,ee181d37198ef7ebf991d9c54dde1ed48a556ca1c6b2103b8afe964b656a808a,376978
warhammer_3,8.1.1,24237342,Beastmen,beastmen,Wargor,Wargor,hero,wh2_dlc17_bst_wargor,false,false,characters/beastmen/Wargor.csv,1,47,47,26,233,16,12,0,2,0,338,06c5c7b6257098be1f279ed27ded153f9a551936f90f80dbbe28e0234c2aafe8,65e32d514a7678a9751c795e647d8a33eb66d4def43e7b70bbb2071012c9f618,417667
warhammer_3,8.1.1,24237342,Beastmen,beastmen,Great Bray-Shaman (Beasts),Great_Bray_Shaman_Beasts,lord,wh2_twa04_bst_great_bray_shaman_beasts,false,false,characters/beastmen/Great_Bray_Shaman_Beasts.csv,1,68,68,15,338,54,2,0,2,0,481,ccfbbe01b99c60f0118e40630486a16938665e84361079f77837d78377cb31cf,77a6f87f37ab870e9336ebfb2caa8b44479d8eb13847d406cff88dd757ec1669,781521
warhammer_3,8.1.1,24237342,Beastmen,beastmen,Great Bray-Shaman (Death),Great_Bray_Shaman_Death,lord,wh2_twa04_bst_great_bray_shaman_death,false,false,characters/beastmen/Great_Bray_Shaman_Death.csv,1,68,68,15,337,54,2,0,2,0,480,54663858a11e4b902565e29d60f6b7311b598e6f1ccf13e3848ba8964635186a,a0f87f42d7a4602eccb5b1c2fd4b6ab44802bb2bdb35d8e40b1341e435a391de,767905
warhammer_3,8.1.1,24237342,Beastmen,beastmen,Great Bray-Shaman (Shadows),Great_Bray_Shaman_Shadows,lord,wh2_twa04_bst_great_bray_shaman_shadows,false,false,characters/beastmen/Great_Bray_Shaman_Shadows.csv,1,68,68,15,343,54,2,0,2,0,486,149fec3baef35a9cd48a1c79e3004d05748e8657df3e5ad9a272b042af9952ae,73fd5a9749e511762ad7037d29b6db401cadfb6f5d15c7addac5f0ece24f8bf7,795461
warhammer_3,8.1.1,24237342,Beastmen,beastmen,Great Bray-Shaman (Wild),Great_Bray_Shaman_Wild,lord,wh2_twa04_bst_great_bray_shaman_wild,false,false,characters/beastmen/Great_Bray_Shaman_Wild.csv,1,68,68,15,334,54,2,0,2,0,477,343fdfa9ea776edae4771dff70b0c9520479d5e40309c88991f7c3acd50794f7,fffbeb7213375b2f98e5a962626cda71e19af3defa818557e63b20afc8d29dd5,767276
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Alberic de Bordeleaux,Alberic_de_Bordeleaux,legendary_lord,wh_dlc07_brt_alberic,true,false,characters/bretonnia/Alberic_de_Bordeleaux.csv,1,57,57,10,247,57,0,0,3,0,376,b019a3cf551f7fe7f9d0c0f52c6aec50e6e2a6e3ddacc091e7066b4e965ae6a9,8e75bc27210ac556cfd67938f5f30c44b60eae6778829fc400cef5dd5e8600a9,354525
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Damsel (Beasts),Damsel_Beasts,hero,wh_dlc07_brt_damsel_beasts,false,false,characters/bretonnia/Damsel_Beasts.csv,1,36,36,18,218,16,0,0,2,0,292,105e3ca66f00038193f33d624f671612ce0282f046635539d8ae6516c90bb5a0,3626ccaeae502b24622e485a3646db0c38e7b5691052ecfad0620c9e858ee7d5,373534
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Damsel (Life),Damsel_Life,hero,wh_dlc07_brt_damsel_life,false,false,characters/bretonnia/Damsel_Life.csv,1,36,36,18,221,16,0,0,2,0,295,03615ae198868366f5b6ffcf62c4fb0b9f6f2d3101d31b1e91cad94c9abbec38,7cf68ac618a33cf5e64e4d917159ea810d3f0acbcf15ded77af68425282bd3a5,375013
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,The Fay Enchantress,The_Fay_Enchantress,legendary_lord,wh_dlc07_brt_fay_enchantress,true,false,characters/bretonnia/The_Fay_Enchantress.csv,1,56,56,11,274,57,0,0,1,0,401,81669b04d338561a970a9d473c97b1d7b42e9a71cd54093bde65913676e51adc,8a714a8165a79fec0d8b842c1de61e5a5e1c2e9399ef9a56e431cf48e20b711e,405871
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Green Knight,Green_Knight,hero,wh_dlc07_brt_green_knight,false,true,characters/bretonnia/Green_Knight.csv,1,4,4,0,145,0,0,0,0,0,151,3784680a2e38bb027c09db0a8a8117b17761b4885570f572aeb8730cb0e94e41,d356193c1871b6d05cb5895304a3e5df77e1878952f1d3459784974c6b3bc759,144644
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Prophetess (Beasts),Prophetess_Beasts,lord,wh_dlc07_brt_prophetess_beasts,false,false,characters/bretonnia/Prophetess_Beasts.csv,1,56,56,8,276,54,0,0,2,0,398,a1ce69c9091bbea8a54e802c47e12fde517920668704f3b5d941e45a631d9105,ef9f3bd9909789bd49ebe8ae81d99ff4ff21597fef9d8db504a5d6bfcca15040,530715
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Prophetess (Heavens),Prophetess_Heavens,lord,wh_dlc07_brt_prophetess_heavens,false,false,characters/bretonnia/Prophetess_Heavens.csv,1,56,56,8,276,54,0,0,2,0,398,bfdd020375416b2e84f28a076718fd5d9b503b67c1ba7ca4bd98cc38e7b7c47c,3e219297bd9b9413d336d046174af36b98cfd8b3cf4575f7adfcf84d81e816b3,524660
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Prophetess (Life),Prophetess_Life,lord,wh_dlc07_brt_prophetess_life,false,false,characters/bretonnia/Prophetess_Life.csv,1,56,56,8,280,54,0,0,2,0,402,cccdb9ebd5231a6586edfa814fbf1de54f9f8bc25f3c8fb902dcdea9fc157641,b84bd9d52fd17d8ed677438d06c0c47b515a1b1db37fee039c2a608c4b4b0aee,533063
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Damsel (Heavens),Damsel_Heavens,hero,wh_main_brt_damsel_heavens,false,false,characters/bretonnia/Damsel_Heavens.csv,1,36,36,18,219,16,0,0,2,0,293,0b2893849900ad5e6dc8dde402f0664b03f0e4e0e294d25976e8dac21c54d162,e4ad60674bc36dc6ea15a22d0724e2f8ea87ebeb6b054d4eb9cc8624ec2a4fc6,389008
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Lord,Lord,lord,wh_main_brt_lord,false,false,characters/bretonnia/Lord.csv,1,59,59,9,248,54,0,0,3,0,375,840db03fae24b16e058650ebd702471920438b2516ff05402d34ba0ca4490c76,4bd3e97d3a422878966370c0c8a5203e378c55a730f82e1c2ac70e430412d86f,503090
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,King Louen Leoncoeur,King_Louen_Leoncoeur,legendary_lord,wh_main_brt_louen_leoncouer,true,false,characters/bretonnia/King_Louen_Leoncoeur.csv,1,58,58,16,240,57,0,0,3,0,376,efba66e92e6201a1e30bd17e31b06fad257c70f3c010220b25636907af3d7eff,de5a842b28d8b90e9b6a74f65d35e8c372fb166856c880f0bbeec60ec958e594,349979
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Paladin,Paladin,hero,wh_main_brt_paladin,false,false,characters/bretonnia/Paladin.csv,1,34,34,16,194,16,0,0,2,0,264,31b85ffb76f872a8871e3d894d43ceffdb7202687dce80494aecba08acbecb7e,e4db1fceecd4c0177ff38d823fbc5d967ba7c9b73ac50ddc64395563eceffac6,355726
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Legendary Paladin,Legendary_Paladin,hero,wh2_dlc14_brt_henri_le_massif,false,true,characters/bretonnia/Legendary_Paladin.csv,1,26,26,15,172,16,0,0,2,0,233,ac133d37249de49ce5c9280fb3a5244a0759b38c845b4d6217237f1ee8385387,7046fa5c567cf3d937bbd7aa78511216b451aa774ce910874a3592a384362347,225020
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Repanse de Lyonesse,Repanse_de_Lyonesse,legendary_lord,wh2_dlc14_brt_repanse,true,false,characters/bretonnia/Repanse_de_Lyonesse.csv,1,50,50,6,241,60,0,0,1,0,360,d624d527b4b78b463091f70a83f876394aea0ef2f5f85c863062c40f35999658,a044b987406fd843f445fb0745f4760833b2f3418512ccd157063b7b12d44f83,343499
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Astragoth Ironhand,Astragoth_Ironhand,legendary_lord,wh3_dlc23_chd_astragoth,true,false,characters/chaos_dwarfs/Astragoth_Ironhand.csv,1,56,56,7,289,70,0,0,0,0,424,c09e6dfae29b66f089e42918e23ec525f0f5522ba4dde310fcc0665e1deb7f50,015b90fe47cadf1c6af4c82224a5ae627d071d0c8ea9db551fac6298a205501e,393312
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Bull Centaur Taur'ruk,Bull_Centaur_Taur_ruk,hero,wh3_dlc23_chd_bull_centaur_taurruk,false,false,characters/chaos_dwarfs/Bull_Centaur_Taur_ruk.csv,1,48,48,23,251,19,6,0,0,0,349,b7b4dc9058500ba2c121e5be48990120f2cf5f613cf89ab2da999f0e5bee7f4e,acf800b345258de65496b7302d0478e8333d8106a53749485f8fe317a0c713bc,446822
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Daemonsmith Sorcerer (Death),Daemonsmith_Sorcerer_Death,hero,wh3_dlc23_chd_daemonsmith_sorcerer_death,false,false,characters/chaos_dwarfs/Daemonsmith_Sorcerer_Death.csv,1,53,53,25,261,24,2,0,3,0,370,565f43c84f49d03390195ee5d421c7df4d107298bd4abcf4c3073f8c02f8c50e,ec9409f8abb074d4fb23a1b467767e5a13f6e8366248e926a9e54177cfbe7026,482231
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Daemonsmith Sorcerer (Fire),Daemonsmith_Sorcerer_Fire,hero,wh3_dlc23_chd_daemonsmith_sorcerer_fire,false,false,characters/chaos_dwarfs/Daemonsmith_Sorcerer_Fire.csv,1,53,53,25,261,24,2,0,3,0,370,e0296f31e9b0eaa2d424af6304641179299980749e2367b2ac6c4880d997630a,b74aa1fd9b994d1e310aa0f6559a2ba2fc83368d1121d32adec390b3d694a236,479423
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Daemonsmith Sorcerer (Hashut),Daemonsmith_Sorcerer_Hashut,hero,wh3_dlc23_chd_daemonsmith_sorcerer_hashut,false,false,characters/chaos_dwarfs/Daemonsmith_Sorcerer_Hashut.csv,1,53,53,25,265,24,2,0,3,0,374,3fba1373f3d4dda2a66f9eba0f8ca0141260e652a86df68d4a2bb245fef92c34,22896145475bff93a73311448343278519d44401865dbda82b8e456d397b6239,488233
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Daemonsmith Sorcerer (Metal),Daemonsmith_Sorcerer_Metal,hero,wh3_dlc23_chd_daemonsmith_sorcerer_metal,false,false,characters/chaos_dwarfs/Daemonsmith_Sorcerer_Metal.csv,1,53,53,25,265,24,2,0,3,0,374,4143bf4f2d00c15986bf4bb339e66472927c646e8edc816d5d08e769252dc4d3,7bb01054b99bc3190979d28b03c937d554957c57bd10e2fc681787bf42e29d9c,487250
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Drazhoath the Ashen,Drazhoath_the_Ashen,legendary_lord,wh3_dlc23_chd_drazhoath,true,false,characters/chaos_dwarfs/Drazhoath_the_Ashen.csv,1,56,56,8,295,68,0,0,1,0,430,c1e88901f15a02e305612ff36fdbeee511b983d7682eeac7e2e0fa83073ad490,357e465dbc1448ac86ec279b26832228ac9ab2db14575aeb5f3a42a92dcb94bc,400262
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Gorduz Backstabber,Gorduz_Backstabber,hero,wh3_dlc23_chd_gorduz_backstabber,false,true,characters/chaos_dwarfs/Gorduz_Backstabber.csv,1,34,34,17,202,26,0,0,1,0,282,399a97795bfa3989f0d45b78f500273b0a362f56ad143933fdaf6d1e6edb453e,362ed84481957e14f86cd2943fda89465ad81b4cecbababec39be7019cae6714,352966
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Infernal Castellan,Infernal_Castellan,hero,wh3_dlc23_chd_infernal_castellan,false,false,characters/chaos_dwarfs/Infernal_Castellan.csv,1,48,48,21,227,28,3,0,0,0,329,fe2fc764455b209c8ac9c03cab5d2f93f6ed1d266e6f3bf87b5a7ec160f44758,d6fc0ec934718e04fe3a96464cc7bd31a645a12942f8f2c72398f5f7ff32f2eb,415246
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Convoy Overseer,Convoy_Overseer,lord,wh3_dlc23_chd_lord_convoy_overseer,false,false,characters/chaos_dwarfs/Convoy_Overseer.csv,1,45,45,20,240,36,0,0,2,0,345,f45f085ad2e2fa9dd9f0562014db575a8bbb3991f7f14ff4eb6cd3a7c5905b93,3b4523e32a8b3fa0142f7e63d5b07f35932b56a89e9b63a7d40d17bdb424d024,440226
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Overseer,Overseer,lord,wh3_dlc23_chd_overseer,false,false,characters/chaos_dwarfs/Overseer.csv,1,73,73,9,312,55,6,0,2,0,459,49ecd0920cc4b498281bdeab4874df042260b79df976d55033dff5a58f2f6290,491c56424dc6994231399c2d41d28da8681ae166d7244c7640731e52da89a045,572626
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Sorcerer-Prophet (Death),Sorcerer_Prophet_Death,lord,wh3_dlc23_chd_sorcerer_prophet_death,false,false,characters/chaos_dwarfs/Sorcerer_Prophet_Death.csv,1,80,80,15,356,60,8,0,3,0,524,917c454ad36c2cc295e312238379eb0b3ec72393cd575f4f9c380a5a5bdf364a,69d938dd8cfb59e3a989fa43468cfa3a0acc9c6371197fa5caab482d7b500acc,698160
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Sorcerer-Prophet (Fire),Sorcerer_Prophet_Fire,lord,wh3_dlc23_chd_sorcerer_prophet_fire,false,false,characters/chaos_dwarfs/Sorcerer_Prophet_Fire.csv,1,80,80,15,358,60,8,0,3,0,526,2a8f386d44953479be5bdedd333ae7c92b0b587a7aaaee0983bf11bb0dd3f91d,df1877e32c02372ec1c939a89d9a8a7197eff7bb8520522c6264404c2f1f095b,696606
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Sorcerer-Prophet (Hashut),Sorcerer_Prophet_Hashut,lord,wh3_dlc23_chd_sorcerer_prophet_hashut,false,false,characters/chaos_dwarfs/Sorcerer_Prophet_Hashut.csv,1,80,80,15,361,60,8,0,3,0,529,c1eedb4870a54ea60d333dd80ca9fbdd4f128cf804f4b6d4594d8610574a7ccd,dd8267acf7aa557135e0a403ee5917a59d048167685820593857d2df98e9f32c,706903
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Sorcerer-Prophet (Metal),Sorcerer_Prophet_Metal,lord,wh3_dlc23_chd_sorcerer_prophet_metal,false,false,characters/chaos_dwarfs/Sorcerer_Prophet_Metal.csv,1,80,80,15,362,60,8,0,3,0,530,78c2bd813a9b65a5f36059cff66d6e0dfbaee524503cfd1189668d610b61d853,da49e1b22fdbcfb437243eb1ae578318599b30d7cab1d757fe5b65a317366b1d,705631
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Zhatan the Black,Zhatan_the_Black,legendary_lord,wh3_dlc23_chd_zhatan,true,false,characters/chaos_dwarfs/Zhatan_the_Black.csv,1,50,50,9,252,60,0,0,2,0,375,27b8a87ae3bb24ab8f61652167beafc80f9dd54fc38167ebb0bc5492df1129e2,4e990e6ba2f5e9b543bd65a3b7ea855d9745bcb574d27c29f6caea479a4e738c,348538
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,Daemon Prince,Daemon_Prince,legendary_lord,wh3_main_dae_daemon_prince,true,false,characters/daemons_of_chaos/Daemon_Prince.csv,1,70,70,3,327,85,0,0,0,0,487,c1ba9648a91dd92df3199254c6211bdd577708a5be8f95fc06e30a6ddeab9b8b,5cee2a8081b08cb4dca6d9b0d3d36a91e5ff90d799f0a3db232360133fc6e1c2,495013
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Crone Hellebron,Crone_Hellebron,legendary_lord,wh2_dlc10_def_crone_hellebron,true,false,characters/dark_elves/Crone_Hellebron.csv,1,51,51,9,252,62,0,0,3,0,379,a001b5720304f98bb1236be719ae22474f52551c77f5670a5ef806b72832d3e3,00f0081d7dd10c35fa3eaa38515ad794f2d0a937ba5a2352b237b9ea81175cb1,364867
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Sorceress (Beasts),Sorceress_Beasts,hero,wh2_dlc10_def_sorceress_beasts,false,false,characters/dark_elves/Sorceress_Beasts.csv,1,42,42,20,236,16,0,0,3,0,319,4b4b07c0fd9dcfa1221517374ec87049e32891059e30bf463cb7a3c537332813,a477563957041575c48439acdf6d607f603b2ce86d9dff961552dffcb7500030,582167
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Sorceress (Death),Sorceress_Death,hero,wh2_dlc10_def_sorceress_death,false,false,characters/dark_elves/Sorceress_Death.csv,1,42,42,20,237,16,0,0,3,0,320,cee1fc678fa41cb6c5a594a65a5bfac820a059ff6268b224491a31d3ce517e9c,870b1fd1283b19e4e0b37b94790c0e1e48dc13901445da6114654a67b22ac7d3,580639
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Supreme Sorceress (Beasts),Supreme_Sorceress_Beasts,lord,wh2_dlc10_def_supreme_sorceress_beasts,false,false,characters/dark_elves/Supreme_Sorceress_Beasts.csv,1,69,69,16,329,52,6,0,5,18,497,ac1d36b52849c454e0d3ffc754516437b8601d2990dd746e9dfe7a551956d998,18967fe03ef56a59b959beff08bb36d0872bf74f49f93e22609fdafb87e03704,945093
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Supreme Sorceress (Dark),Supreme_Sorceress_Dark,lord,wh2_dlc10_def_supreme_sorceress_dark,false,false,characters/dark_elves/Supreme_Sorceress_Dark.csv,1,69,69,16,325,52,6,0,5,18,493,cffaf54498a7c41d01160c87adb56d165cdfd3e1b6918ba5ed9f89a35d6ce633,2658317b787880258e16056f68cc5946c6edeeb1fb73ef64be0006171a16d876,921333
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Supreme Sorceress (Death),Supreme_Sorceress_Death,lord,wh2_dlc10_def_supreme_sorceress_death,false,false,characters/dark_elves/Supreme_Sorceress_Death.csv,1,69,69,16,328,52,6,0,5,18,496,bbb649570e68de6ecec25198c57a73f67da5c3700a347b8d8f3cc61d373ffca6,3fd44367f5657a0edb4b7f64e5d7ecaa5a9b1905b9dd0a6d7c7899e592a6624f,929680
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Supreme Sorceress (Fire),Supreme_Sorceress_Fire,lord,wh2_dlc10_def_supreme_sorceress_fire,false,false,characters/dark_elves/Supreme_Sorceress_Fire.csv,1,69,69,16,330,52,6,0,5,18,498,b318406f784a8c3f1d799d9e406f06409f609f40b82b2bca982ab8f06615cb8f,ebeee04ce0c01c808188fa5bc019fadb7c3188d699051957c6f05d9e9a8c3dfb,929707
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Supreme Sorceress (Shadows),Supreme_Sorceress_Shadows,lord,wh2_dlc10_def_supreme_sorceress_shadow,false,false,characters/dark_elves/Supreme_Sorceress_Shadows.csv,1,69,69,16,334,52,6,0,5,18,502,942a4fb09c9321f0421812958dd0dc3367f42cb63c1d09289bd9c609d4e76d5c,a4a788e103a860e0c6a53466e5a3128be7715e59801e8e33aff9d2a0b3f89e26,957781
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Lokhir Fellheart,Lokhir_Fellheart,legendary_lord,wh2_dlc11_def_lokhir,true,false,characters/dark_elves/Lokhir_Fellheart.csv,1,49,49,9,258,60,0,0,1,0,379,a85a79b12ca681b6d59302e463cd6611b731dd81be1035b6ac425c4a7e8a4a43,7568571767542f3406a1da05c8c50f2d9282c66592eda1f2bef2501cb5e93dd0,373414
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,High Beastmaster,High_Beastmaster,lord,wh2_dlc14_def_high_beastmaster,false,false,characters/dark_elves/High_Beastmaster.csv,1,70,70,15,308,58,6,0,2,18,479,47016d89406ce7b8721fa7b819c1c41247b643af119cc2381e961b0887a6ff8e,ae3ca4a2a093dba5ac168b6b6b3048c03ea4635f0e0156cde7927fba564d704d,870239
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Malus Darkblade,Malus_Darkblade,legendary_lord,wh2_dlc14_def_malus_darkblade,true,false,characters/dark_elves/Malus_Darkblade.csv,1,53,53,14,260,56,0,0,1,0,386,b1c0c3d6785157befe7e22dd51bbc780ec39004bf1c3dbf17e64e1864dad1b4b,4de5d578548a73bdb06192ac6eead65ace17e2946cd103ca54a2fc2476b2e4ab,362480
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Master,Master,hero,wh2_dlc14_def_master,false,false,characters/dark_elves/Master.csv,1,46,46,23,231,16,0,0,4,6,328,a9ea598eeb56a462a497f3fd2c794723e63f75439de229f7f1aaf25c9a05d0b8,b1091cd2d367fae063d86cc6d912ac61a66016a0093202c3d64ef9604e7a430c,585593
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Black Ark,Black_Ark,lord,wh2_main_def_black_ark,false,false,characters/dark_elves/Black_Ark.csv,1,48,48,13,242,48,2,0,0,12,367,493286392e00d760523b56c1fefce3b11649f2a8167f9175dfda074f81373921,ffe36d3e055a40ffa26b594492d9c0189cbde2b0bb612874158a800df6a75ab2,653395
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,The Blessed Dread,The_Blessed_Dread,lord,wh2_main_def_black_ark_blessed_dread,false,false,characters/dark_elves/The_Blessed_Dread.csv,1,47,47,12,243,48,2,0,0,12,366,559ae247996cbe45e495d4d7a04b7ad1e988c5cf73a41c2c90a9d8b93593a2b9,00cd4d8354446269f9b371bec9b8e01bf7f184bee8f11fe1a6bf1a72b48c202c,356605
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,Death Hag,Death_Hag,hero,wh2_main_def_death_hag,false,false,characters/dark_elves/Death_Hag.csv,1,47,45,24,249,16,6,0,1,0,345,11b96c181f4525e3c992fbee84fda57db6c541a6a49defd6e728aab40f1af7ba,4d2559a65f1f19832831f90cc6f64d035ff4d723abf5d6ef92062f2ae64fc1a2,608657
