game,patch,steam_build_id,race,race_slug,faction_name,faction_key,culture_key,subculture_key,building_rows,unique_building_rows,relative_path,file_sha256,file_bytes
warhammer_3,8.1.1,24237342,High Elves,high_elves,Order of Loremasters,wh2_main_hef_order_of_loremasters,wh2_main_hef_high_elves,wh2_main_sc_hef_high_elves,309,149,factions/high_elves/wh2_main_hef_order_of_loremasters.csv,b3836a458d2b6ac006f3060de54ef55f2139bd3f3084fa371fae1870854ac6d6,92862
warhammer_3,8.1.1,24237342,High Elves,high_elves,Yvresse,wh2_main_hef_yvresse,wh2_main_hef_high_elves,wh2_main_sc_hef_high_elves,312,149,factions/high_elves/wh2_main_hef_yvresse.csv,aad43ba7d2710106457266518ef7c66a04838b2ee1732cabaa7a1fd6f5ae7bb8,85623
warhammer_3,8.1.1,24237342,Lizardmen,lizardmen,Hexoatl,wh2_main_lzd_hexoatl,wh2_main_lzd_lizardmen,wh2_main_sc_lzd_lizardmen,280,114,factions/lizardmen/wh2_main_lzd_hexoatl.csv,066ec0d860c3ee671a6a6a85ed2b9764bd7d2c67fad7e0b6e87f316a6bc28a17,75356
warhammer_3,8.1.1,24237342,Lizardmen,lizardmen,Itza,wh2_main_lzd_itza,wh2_main_lzd_lizardmen,wh2_main_sc_lzd_lizardmen,280,114,factions/lizardmen/wh2_main_lzd_itza.csv,fe71c67addd975ab2bb34f47043d72d7916f0c2638d62e76775f6cd086ddce05,73676
warhammer_3,8.1.1,24237342,Lizardmen,lizardmen,Last Defenders,wh2_main_lzd_last_defenders,wh2_main_lzd_lizardmen,wh2_main_sc_lzd_lizardmen,280,114,factions/lizardmen/wh2_main_lzd_last_defenders.csv,900aef0d74c4dad8aaad7056d800294063d7657935b9d886351e366f216cab07,79276
warhammer_3,8.1.1,24237342,Lizardmen,lizardmen,Tlaqua,wh2_main_lzd_tlaqua,wh2_main_lzd_lizardmen,wh2_main_sc_lzd_lizardmen,280,114,factions/lizardmen/wh2_main_lzd_tlaqua.csv,43c97bcf371268c8a75c369e9fd7bd4920dd50fe250ba325ae13c90bc2c88abf,74831
warhammer_3,8.1.1,24237342,Skaven,skaven,Clan Eshin,wh2_main_skv_clan_eshin,wh2_main_skv_skaven,wh2_main_sc_skv_skaven,261,127,factions/skaven/wh2_main_skv_clan_eshin.csv,35b4d7f6cccb6282b56136bed88ac1c831c979d544bcba5c6a4abaf17f8db0bb,69113
warhammer_3,8.1.1,24237342,Skaven,skaven,Clan Mors,wh2_main_skv_clan_mors,wh2_main_skv_skaven,wh2_main_sc_skv_skaven,261,127,factions/skaven/wh2_main_skv_clan_mors.csv,0c4015c9c57a93ca4f08c61faf3b52e9234ca07d1acc03593137203c698fe703,68553
warhammer_3,8.1.1,24237342,Skaven,skaven,Clan Moulder,wh2_main_skv_clan_moulder,wh2_main_skv_skaven,wh2_main_sc_skv_skaven,262,128,factions/skaven/wh2_main_skv_clan_moulder.csv,de3b0d3668768df5ed43b56e302b8768a0b29be5d7ec9a4b727185c3f5615323,70420
warhammer_3,8.1.1,24237342,Skaven,skaven,Clan Pestilens,wh2_main_skv_clan_pestilens,wh2_main_skv_skaven,wh2_main_sc_skv_skaven,263,127,factions/skaven/wh2_main_skv_clan_pestilens.csv,efc1d164ff152b40015c9778de9108d28dafb70bed5c62938d5419450d261c02,71772
warhammer_3,8.1.1,24237342,Skaven,skaven,Clan Skryre,wh2_main_skv_clan_skryre,wh2_main_skv_skaven,wh2_main_sc_skv_skaven,265,129,factions/skaven/wh2_main_skv_clan_skryre.csv,8d4bfdf253cd82c85fd273643696162b4b9d30a233ab9d6ded84a3f23af7ad50,70704
warhammer_3,8.1.1,24237342,Dark Elves,dark_elves,The Thousand Maws,wh2_twa03_def_rakarth,wh2_main_def_dark_elves,wh2_main_sc_def_dark_elves,271,131,factions/dark_elves/wh2_twa03_def_rakarth.csv,d4b07d4cc814e612c90d13f420cc0d7bf5fd69b1cc2c83e7903c9c8cb05cb94d,77072
warhammer_3,8.1.1,24237342,Grand Cathay,grand_cathay,Claws of the White Tiger,wh3_cp1_cth_tiger_warriors,wh3_main_cth_cathay,wh3_main_sc_cth_cathay,281,91,factions/grand_cathay/wh3_cp1_cth_tiger_warriors.csv,9f5980aee95493e5dd77a22b4b12901841a1b87868e3e4a29d2d78150d58bcea,83437
warhammer_3,8.1.1,24237342,Warriors of Chaos,warriors_of_chaos,The Ecstatic Legions,wh3_dlc20_chs_azazel,wh_main_chs_chaos,wh_main_sc_chs_chaos,84,18,factions/warriors_of_chaos/wh3_dlc20_chs_azazel.csv,9fdb6664c856ab8422e70f6b804259d3c93e3aac830dd64d4fb0748a492f5dca,24358
warhammer_3,8.1.1,24237342,Warriors of Chaos,warriors_of_chaos,The Fecundites,wh3_dlc20_chs_festus,wh_main_chs_chaos,wh_main_sc_chs_chaos,84,18,factions/warriors_of_chaos/wh3_dlc20_chs_festus.csv,642e7903a0ab29373f8769a7bd6d45d23f25dfe2324e225958594be3568217a7,23854
warhammer_3,8.1.1,24237342,Warriors of Chaos,warriors_of_chaos,Heralds of the Tempest,wh3_dlc20_chs_kholek,wh_main_chs_chaos,wh_main_sc_chs_chaos,84,18,factions/warriors_of_chaos/wh3_dlc20_chs_kholek.csv,169bce015a64981a020e4821e680895282d6c7038b8ba3556faa89bf537aa6e1,24526
warhammer_3,8.1.1,24237342,Warriors of Chaos,warriors_of_chaos,The Decadent Host,wh3_dlc20_chs_sigvald,wh_main_chs_chaos,wh_main_sc_chs_chaos,84,18,factions/warriors_of_chaos/wh3_dlc20_chs_sigvald.csv,d2034c7f343a4c0d6ade64fa1baf3190a40526112e52e85db6ef4b867644eb5e,24190
warhammer_3,8.1.1,24237342,Warriors of Chaos,warriors_of_chaos,Legion of the Gorequeen,wh3_dlc20_chs_valkia,wh_main_chs_chaos,wh_main_sc_chs_chaos,84,18,factions/warriors_of_chaos/wh3_dlc20_chs_valkia.csv,6b8f11692c86ac7383a035470d1f092c1b121ef6b1f0c7b866582a41311d3c43,24610
warhammer_3,8.1.1,24237342,Warriors of Chaos,warriors_of_chaos,Puppets of Misrule,wh3_dlc20_chs_vilitch,wh_main_chs_chaos,wh_main_sc_chs_chaos,84,18,factions/warriors_of_chaos/wh3_dlc20_chs_vilitch.csv,c8c3a1f9903f2afbff0c93131630166d14c86f49fc1d9fdd4ade56466129260c,24274
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,Disciples of Hashut,wh3_dlc23_chd_astragoth,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,208,84,factions/chaos_dwarfs/wh3_dlc23_chd_astragoth.csv,8ab2bdd91ad410b3f11bf7d5b34d8223e12929b1736cb6c92e33a27aa5e7cd13,61980
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,The Legion of Azgorh,wh3_dlc23_chd_legion_of_azgorh,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,208,84,factions/chaos_dwarfs/wh3_dlc23_chd_legion_of_azgorh.csv,5b5d33d086d8dacaf6e7fcf34596a08606b3746a0eae1573191175b1e9827ff5,63644
warhammer_3,8.1.1,24237342,Chaos Dwarfs,chaos_dwarfs,The Warhost of Zharr,wh3_dlc23_chd_zhatan,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,208,84,factions/chaos_dwarfs/wh3_dlc23_chd_zhatan.csv,88450c58dbba3b6176716fda689cee3476a063cd80958b6bde991532b1e916cf,61546
warhammer_3,8.1.1,24237342,Grand Cathay,grand_cathay,The Jade Court,wh3_dlc24_cth_the_celestial_court,wh3_main_cth_cathay,wh3_main_sc_cth_cathay,231,92,factions/grand_cathay/wh3_dlc24_cth_the_celestial_court.csv,9948b805a694fc3b2ddafb971870386813974842f860043b2c40a3461101d79e,66293
warhammer_3,8.1.1,24237342,Kislev,kislev,Daughters of the Forest,wh3_dlc24_ksl_daughters_of_the_forest,wh3_main_ksl_kislev,wh3_main_sc_ksl_kislev,276,109,factions/kislev/wh3_dlc24_ksl_daughters_of_the_forest.csv,3171809b8b527a599bf1a76edd76c5c98da67330eceb5cc5704b2412d8f1d0d6,78361
warhammer_3,8.1.1,24237342,Tzeentch,tzeentch,The Deceivers,wh3_dlc24_tze_the_deceivers,wh3_main_tze_tzeentch,wh3_main_sc_tze_tzeentch,244,80,factions/tzeentch/wh3_dlc24_tze_the_deceivers.csv,2bb642ce769b46b463bf2d174f30c8084edc267e643524f8c5600997199a7f09,67774
warhammer_3,8.1.1,24237342,Dwarfs,dwarfs,Masters of Innovation,wh3_dlc25_dwf_malakai,wh_main_dwf_dwarfs,wh_main_sc_dwf_dwarfs,332,129,factions/dwarfs/wh3_dlc25_dwf_malakai.csv,f5210ac8ed625b6574a4ae3b38da765f47ab23be7dba23151a11f165c06cd68b,90530
warhammer_3,8.1.1,24237342,Nurgle,nurgle,Tallymen of Pestilence,wh3_dlc25_nur_epidemius,wh3_main_nur_nurgle,wh3_main_sc_nur_nurgle,207,78,factions/nurgle/wh3_dlc25_nur_epidemius.csv,270b384152d48225f229f9f1caafb59c8af62cb4847740b400c0d02b81011f10,55680
warhammer_3,8.1.1,24237342,Nurgle,nurgle,The Maggot Host,wh3_dlc25_nur_tamurkhan,wh3_main_nur_nurgle,wh3_main_sc_nur_nurgle,207,78,factions/nurgle/wh3_dlc25_nur_tamurkhan.csv,2583a84f266b75b8a0a9fca7e29807ee95151dddce9c57fe78223260e0c65200,54231
warhammer_3,8.1.1,24237342,Greenskins,greenskins,Ironclaw Orcs,wh3_dlc26_grn_gorbad_ironclaw,wh_main_grn_greenskins,wh_main_sc_grn_greenskins,198,127,factions/greenskins/wh3_dlc26_grn_gorbad_ironclaw.csv,b75dffe3999e79ae1856eb0c8a1894abab5c498528d4f8e32f860c4983d43165,57780
warhammer_3,8.1.1,24237342,Khorne,khorne,Challengers of Khorne,wh3_dlc26_kho_arbaal,wh3_main_kho_khorne,wh3_main_sc_kho_khorne,207,84,factions/khorne/wh3_dlc26_kho_arbaal.csv,fb24ed791ed282cec8f3cff5c0ca1bb2aafe1d3111730ae551ba1c14ecd80553,56711
warhammer_3,8.1.1,24237342,Khorne,khorne,Blooded Wanderers,wh3_dlc26_kho_skulltaker,wh3_main_kho_khorne,wh3_main_sc_kho_khorne,207,84,factions/khorne/wh3_dlc26_kho_skulltaker.csv,e3901a87dd50229a879d2e11e74f438d8e099700600bc027ec0e722430bf154d,56711
warhammer_3,8.1.1,24237342,Ogre Kingdoms,ogre_kingdoms,The Maneaters,wh3_dlc26_ogr_golgfag,wh3_main_ogr_ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,201,71,factions/ogre_kingdoms/wh3_dlc26_ogr_golgfag.csv,ff2fa3a70a391a86f0f322ddd4c0cc861b59420ea19a95f844098c039581d250,57497
warhammer_3,8.1.1,24237342,High Elves,high_elves,High Elf Sea Patrol,wh3_dlc27_hef_aislinn,wh2_main_hef_high_elves,wh2_main_sc_hef_high_elves,378,149,factions/high_elves/wh3_dlc27_hef_aislinn.csv,237c457a4ac414678d42d6ae8187b38e9577831a4da1fa2a2dcaf83776a0f45b,110380
warhammer_3,8.1.1,24237342,Norsca,norsca,Dolgan,wh3_dlc27_nor_sayl,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,272,101,factions/norsca/wh3_dlc27_nor_sayl.csv,64064dba194c50446b6391e6a56779e637a49dfd456910d1ef5a539647fcd941,79409
warhammer_3,8.1.1,24237342,Slaanesh,slaanesh,The Accursed Troupe,wh3_dlc27_sla_masque_of_slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,215,85,factions/slaanesh/wh3_dlc27_sla_masque_of_slaanesh.csv,e6841137da4931f5a58fc7a428c62ec4a7cd64c7ff2701e12708af56c31dbdc9,62631
warhammer_3,8.1.1,24237342,Slaanesh,slaanesh,The Tormentors,wh3_dlc27_sla_the_tormentors,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,346,86,factions/slaanesh/wh3_dlc27_sla_the_tormentors.csv,64b984c1a797e03a15d6e525b27a83f16fed454780179ffb5a51961e03a75a9d,106531
warhammer_3,8.1.1,24237342,Warriors of Chaos,warriors_of_chaos,Shadow Legion,wh3_main_chs_shadow_legion,wh_main_chs_chaos,wh_main_sc_chs_chaos,84,18,factions/warriors_of_chaos/wh3_main_chs_shadow_legion.csv,46bfed84194d96de3595672394b7e247c435a7d5933511b0ad8ab3a84da62165,24274
warhammer_3,8.1.1,24237342,Grand Cathay,grand_cathay,The Northern Provinces,wh3_main_cth_the_northern_provinces,wh3_main_cth_cathay,wh3_main_sc_cth_cathay,230,91,factions/grand_cathay/wh3_main_cth_the_northern_provinces.csv,17cc9652bc86f3ead31c90a1279844e77a16f38756c33cad7eae48b1506a6628,68274
warhammer_3,8.1.1,24237342,Grand Cathay,grand_cathay,The Western Provinces,wh3_main_cth_the_western_provinces,wh3_main_cth_cathay,wh3_main_sc_cth_cathay,230,91,factions/grand_cathay/wh3_main_cth_the_western_provinces.csv,c9d0c617db45eaf1b1ae8626d5e6cbc1316fc34396f74d001d00090163be0965,67814
warhammer_3,8.1.1,24237342,Daemons of Chaos,daemons_of_chaos,Legion of Chaos,wh3_main_dae_daemon_prince,wh3_main_dae_daemons,wh3_main_sc_dae_daemons,238,24,factions/daemons_of_chaos/wh3_main_dae_daemon_prince.csv,41d7b1711f7324320974994d3b6a6f9fad26027dfa7efb06e43d67c69b3c3b9b,67364
warhammer_3,8.1.1,24237342,Dwarfs,dwarfs,The Ancestral Throng,wh3_main_dwf_the_ancestral_throng,wh_main_dwf_dwarfs,wh_main_sc_dwf_dwarfs,332,129,factions/dwarfs/wh3_main_dwf_the_ancestral_throng.csv,62ea0021a00a272ff4dadb8fae91f53330fb01fcacc9740088d866cea09f9e2c,94182
warhammer_3,8.1.1,24237342,Empire,empire,Cult of Sigmar,wh3_main_emp_cult_of_sigmar,wh_main_emp_empire,wh_main_sc_emp_empire,247,143,factions/empire/wh3_main_emp_cult_of_sigmar.csv,755ff33dd2338019e78942b1aae8f9bfd99e75badcc92f7ba55e1abbeab3c868,66569
warhammer_3,8.1.1,24237342,Khorne,khorne,Exiles of Khorne,wh3_main_kho_exiles_of_khorne,wh3_main_kho_khorne,wh3_main_sc_kho_khorne,207,84,factions/khorne/wh3_main_kho_exiles_of_khorne.csv,2a51313e5700b514775215f91fcf7b8d016ac7b7e803d631b07641b6b31972b2,57539
warhammer_3,8.1.1,24237342,Kislev,kislev,The Great Orthodoxy,wh3_main_ksl_the_great_orthodoxy,wh3_main_ksl_kislev,wh3_main_sc_ksl_kislev,273,107,factions/kislev/wh3_main_ksl_the_great_orthodoxy.csv,fae5cf31b9c92aabf5b8b146734924e0678a0b95e801d83f29a438942fbb897a,74939
warhammer_3,8.1.1,24237342,Kislev,kislev,The Ice Court,wh3_main_ksl_the_ice_court,wh3_main_ksl_kislev,wh3_main_sc_ksl_kislev,273,107,factions/kislev/wh3_main_ksl_the_ice_court.csv,9b391819b25f54e69297cb3386f398b6da2b38b7dc13f098a056e971ce5cc809,71663
warhammer_3,8.1.1,24237342,Kislev,kislev,Ursun Revivalists,wh3_main_ksl_ursun_revivalists,wh3_main_ksl_kislev,wh3_main_sc_ksl_kislev,273,107,factions/kislev/wh3_main_ksl_ursun_revivalists.csv,6243481d8e83a62c4a3c23dcb6056c46ac87978dc19aefa99c658df33898c7c0,73847
warhammer_3,8.1.1,24237342,Nurgle,nurgle,Poxmakers of Nurgle,wh3_main_nur_poxmakers_of_nurgle,wh3_main_nur_nurgle,wh3_main_sc_nur_nurgle,207,78,factions/nurgle/wh3_main_nur_poxmakers_of_nurgle.csv,0ccbac2241416c4d246d9aee33509aa069d18bf4bf5a193c97078d4d0732b044,56922
warhammer_3,8.1.1,24237342,Ogre Kingdoms,ogre_kingdoms,Disciples of the Maw,wh3_main_ogr_disciples_of_the_maw,wh3_main_ogr_ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,201,71,factions/ogre_kingdoms/wh3_main_ogr_disciples_of_the_maw.csv,7474e92cb84fa95ed8ffef79ebcc7d1a8885bff4ad7d1c5ea5b47b91b376fcbc,61316
warhammer_3,8.1.1,24237342,Ogre Kingdoms,ogre_kingdoms,Goldtooth,wh3_main_ogr_goldtooth,wh3_main_ogr_ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,202,71,factions/ogre_kingdoms/wh3_main_ogr_goldtooth.csv,ee2ecd3eaea5b8f70746bec3d616ee1a3bb89f4cfe7676367e66dd435ca1fe2e,57274
