record_type,game,patch,steam_build_id,race,race_slug,faction_key,faction_name,culture_key,subculture_key,feature_forest_key,variant_key,variant_status,applicability_basis,campaign_key,node_set_key,set_faction_key,set_culture_key,set_subculture_key,set_campaign_key,node_key,node_faction_key,node_campaign_key,technology_key,technology_name,technology_short_description,technology_long_description,effect_key,effect_scope,effect_value,effect_description,effect_additional_tooltip,node_set_name,node_set_tooltip,ui_group_name,ui_group_description,ui_tab_name,ui_tab_tooltip,lock_reason,ancillary_granted_text,required_technology_key,parent_node_key,child_node_key,link_type,classification,source_table,source_path,source_row_number,source_key,script_path,script_line,script_operation,script_evidence,script_applicability,script_resolution,set_colour_hex,node_indent,node_tier,research_points_required,cost_per_round,food_cost,ui_group_key,resource_cost_key,required_parents,node_pixel_offset_x,node_pixel_offset_y,technology_building_level,technology_position_index,technology_icon_name,technology_mp_available_early,technology_mp_available_late,technology_info_pic,technology_unique_index,technology_is_civil,technology_is_engineering,technology_is_military,technology_is_hidden,link_initial_descent_tiers,link_parent_link_position,link_child_link_position,link_parent_link_position_offset,link_child_link_position_offset,link_visible_in_ui,required_building_level_key,ancillary_key,character_trait_level_key,effect_list_key,initiative_key,initiative_visible_in_ui,unit_upgrade_key,mercenary_key,mercenary_group,mercenary_initial_unit_count,mercenary_pool,unlock_faction_key,unlock_subculture_key,resource_cost_treasury_cost,resource_cost_expenditure_type,resource_cost_income_type,resource_cost_expenditure_type_when_regular,resource_cost_income_type_when_regular,pooled_cost_pooled_resource_factor,pooled_cost_amount,pooled_cost_context,pooled_cost_ui_resource_transaction_pooled_resource,pooled_resource_factor_key,resource_factor_factor,pooled_resource_key,resource_factor_minimum,resource_factor_maximum,resource_factor_specific_faction_set,group_optional_background_image,group_colour_hex,group_bounds_bottom_right_node,group_bounds_top_left_node,group_bounds_optional_top_right_node,group_bounds_optional_bottom_left_node,ui_tab_key,tab_sort_order,tab_tier_offset,module_max_tier,effect_bundle_key,module_min_tier,category_effect_advancement_stage,effect_definition_icon,effect_definition_priority,effect_definition_icon_negative,effect_definition_category,effect_definition_is_positive_value_good
node,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc05_tech_wef_0_1_0,,,wh_dlc05_tech_1_vaul,"Vaul, the Maker",Vaul the Maker works tirelessly to craft weapons to aid the Elves in the battles to come.,"The battles that raged between the gods in millennia past had many casualties, and Vaul was chief amongst them. Wounded by Khaine, Vaul is both blind and crippled, but this does nothing to lessen his skill. He is the God of the Forge and patron to all those who work an anvil. He toils endlessly, creating weapons of great power to pass on to the Elves, for he has seen their doom and knows they will need all the help they can get.",,,,,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,4,dlc05_tech_wef_0_1_0,,,,,,,,2,1,600,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc05_tech_wef_0_1_0,,,wh_dlc05_tech_1_vaul,"Vaul, the Maker",Vaul the Maker works tirelessly to craft weapons to aid the Elves in the battles to come.,"The battles that raged between the gods in millennia past had many casualties, and Vaul was chief amongst them. Wounded by Khaine, Vaul is both blind and crippled, but this does nothing to lessen his skill. He is the God of the Forge and patron to all those who work an anvil. He toils endlessly, creating weapons of great power to pass on to the Elves, for he has seen their doom and knows they will need all the help they can get.",,,,,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,1540,wh_dlc05_tech_1_vaul,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,0,wh_dlc05_wood_elves_vaul,false,false,,7073,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc05_tech_wef_0_1_0,,,wh_dlc05_tech_1_vaul,"Vaul, the Maker",Vaul the Maker works tirelessly to craft weapons to aid the Elves in the battles to come.,"The battles that raged between the gods in millennia past had many casualties, and Vaul was chief amongst them. Wounded by Khaine, Vaul is both blind and crippled, but this does nothing to lessen his skill. He is the God of the Forge and patron to all those who work an anvil. He toils endlessly, creating weapons of great power to pass on to the Elves, for he has seen their doom and knows they will need all the help they can get.",wh2_dlc16_effect_economy_gdp_mod_industry_wef,faction_to_region_own_unseen,10.0000,Income from Resource and Crafting buildings: %+n%,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3082,wh_dlc05_tech_1_vaul|wh2_dlc16_effect_economy_gdp_mod_industry_wef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,income.png,2,income.png,campaign,true
effect,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc05_tech_wef_0_1_0,,,wh_dlc05_tech_1_vaul,"Vaul, the Maker",Vaul the Maker works tirelessly to craft weapons to aid the Elves in the battles to come.,"The battles that raged between the gods in millennia past had many casualties, and Vaul was chief amongst them. Wounded by Khaine, Vaul is both blind and crippled, but this does nothing to lessen his skill. He is the God of the Forge and patron to all those who work an anvil. He toils endlessly, creating weapons of great power to pass on to the Elves, for he has seen their doom and knows they will need all the help they can get.",wh_dlc05_effect_force_stat_armour_wef_elf_units,faction_to_force_own_unseen,10.0000,Armour: %+n for Elf Infantry and Cavalry units,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3083,wh_dlc05_tech_1_vaul|wh_dlc05_effect_force_stat_armour_wef_elf_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,armour.png,401,armour.png,battle,true
node,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc16_tech_wef_3_0,,,tech_dlc16_wef_ancients_eagles,Wisdom of the Eagle Lords,The Great Eagles of Athel Loren carry news of distant events.,,,,,,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,27,dlc16_tech_wef_3_0,,,,,,,,4,1,100,5000,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc16_tech_wef_3_0,,,tech_dlc16_wef_ancients_eagles,Wisdom of the Eagle Lords,The Great Eagles of Athel Loren carry news of distant events.,,,,,,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,20,tech_dlc16_wef_ancients_eagles,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,0,tech_dlc16_wef_ancients_ages,false,false,placeholder.tga,1355210435,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc16_tech_wef_3_0,,,tech_dlc16_wef_ancients_eagles,Wisdom of the Eagle Lords,The Great Eagles of Athel Loren carry news of distant events.,,wh2_dlc16_effect_armour_piercing_damage_great_eagles,faction_to_force_own_unseen,25.0000,Armour-piercing weapon damage: %+n for Great Eagle units,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,46,tech_dlc16_wef_ancients_eagles|wh2_dlc16_effect_armour_piercing_damage_great_eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,armour_piercing.png,55,armour_piercing.png,battle,true
effect,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc16_tech_wef_3_0,,,tech_dlc16_wef_ancients_eagles,Wisdom of the Eagle Lords,The Great Eagles of Athel Loren carry news of distant events.,,wh2_dlc16_effect_provides_vision_on_all_glade_regions,faction_to_faction_own_unseen,1.0000,Provides line of sight over all Magical Forest regions,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,47,tech_dlc16_wef_ancients_eagles|wh2_dlc16_effect_provides_vision_on_all_glade_regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agent.png,998,,campaign,true
effect,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc16_tech_wef_3_0,,,tech_dlc16_wef_ancients_eagles,Wisdom of the Eagle Lords,The Great Eagles of Athel Loren carry news of distant events.,,wh2_dlc16_effect_provides_vision_on_all_glade_regions_warning_dummy,faction_to_faction_own_unseen,1.0000,Beware: this will make distant foes aware of you!,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,48,tech_dlc16_wef_ancients_eagles|wh2_dlc16_effect_provides_vision_on_all_glade_regions_warning_dummy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomacy.png,999,diplomacy.png,campaign,false
effect,warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,wh2_dlc16_wef_drycha,Wargrove of Woe,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,wef_civ@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,wef_civ,,wh_dlc05_wef_wood_elves,,,dlc16_tech_wef_3_0,,,tech_dlc16_wef_ancients_eagles,Wisdom of the Eagle Lords,The Great Eagles of Athel Loren carry news of distant events.,,wh2_dlc16_effect_resist_physical_great_eagle,faction_to_force_own_unseen,10.0000,Physical resistance: %n% for Great Eagle units,,Wood Elf Tech,Wood Elf Tech ,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,49,tech_dlc16_wef_ancients_eagles|wh2_dlc16_effect_resist_physical_great_eagle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resistance_physical.png,581,resistance_physical.png,battle,true
