game,patch,steam_build_id,faction_key,faction_name,race,race_slug,culture_key,subculture_key,feature_forest_key,relative_path,node_set_variants,node_occurrences,unique_technologies,dependency_links,effects,locks_exclusions,direct_unlocks,total_rows,tree_structure_sha256,file_sha256,file_bytes
warhammer_3,8.1.1,24237342,wh2_dlc11_vmp_the_barrow_legion,The Barrow Legion,Vampire Counts,vampire_counts,wh_main_vmp_vampire_counts,wh_main_sc_vmp_vampire_counts,LOCKED_STANDARD,factions/vampire_counts/wh2_dlc11_vmp_the_barrow_legion.csv,1,46,46,43,89,0,0,227,0e081e14bb3cf9df3b7f66b1799566930bff9ee64713445a6930aacd3689b3ba,319da894ce386c954e8d896dee930eabbd49a8e6a22c1200529d793b7e9058f5,270790
warhammer_3,8.1.1,24237342,wh2_dlc12_lzd_cult_of_sotek,Cult of Sotek,Lizardmen,lizardmen,wh2_main_lzd_lizardmen,wh2_main_sc_lzd_lizardmen,LOCKED_STANDARD,factions/lizardmen/wh2_dlc12_lzd_cult_of_sotek.csv,1,64,64,54,131,0,0,408,4a02242bbc7f878865e46ad3a64041cd5c7038e755bc3aeeab3b6249907dd2f2,efa2f334202978e8c23176fce169440d31a42183e9da01140a1d7965a0a8ccbd,366752
warhammer_3,8.1.1,24237342,wh2_dlc13_emp_golden_order,The Golden Order,Empire,empire,wh_main_emp_empire,wh_main_sc_emp_empire,LOCKED_STANDARD,factions/empire/wh2_dlc13_emp_golden_order.csv,1,55,55,35,117,0,0,308,1c41e04cc402c1b2d53d2820e491b03441ede760fa7b8c40559f399eaca0fdcf,2137a4e6078e9d7d300c6661aeafaedc9821b735672257a09601db30edde7e92,284293
warhammer_3,8.1.1,24237342,wh2_dlc13_emp_the_huntmarshals_expedition,The Huntsmarshal's Expedition,Empire,empire,wh_main_emp_empire,wh_main_sc_emp_empire,LOCKED_STANDARD,factions/empire/wh2_dlc13_emp_the_huntmarshals_expedition.csv,1,51,51,36,115,0,0,291,2f365fa0c8fbc6ca49d14dbcce854b0c4c8491b5712ad54b4a6c2d75048adf10,e78c785d5a5926d7df2befcc536dcb6e4909520383ee7b0f687c4c0528242289,276023
warhammer_3,8.1.1,24237342,wh2_dlc13_lzd_spirits_of_the_jungle,Spirit of the Jungle,Lizardmen,lizardmen,wh2_main_lzd_lizardmen,wh2_main_sc_lzd_lizardmen,LOCKED_HORDE,factions/lizardmen/wh2_dlc13_lzd_spirits_of_the_jungle.csv,2,108,108,80,230,0,0,676,def754677147e7cf72fd444db98432c6a207ca6a3b2d130594af39c9f528d44a,8696583cba85722098d0aec818411819babc2ffe0098900439b1f3b427f87451,658550
warhammer_3,8.1.1,24237342,wh2_dlc14_brt_chevaliers_de_lyonesse,Chevaliers de Lyonesse,Bretonnia,bretonnia,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,LOCKED_STANDARD,factions/bretonnia/wh2_dlc14_brt_chevaliers_de_lyonesse.csv,1,66,64,68,176,0,0,409,4ba1cd122f00ce22f5a1441db02a60a9a667304212f3aba0c277c499093f7abe,fc413dd52b26aa3e7747ea549e89f125f9e8ac8b494e0777712637d9f446d5a5,500315
warhammer_3,8.1.1,24237342,wh2_dlc15_grn_bonerattlaz,Bonerattlaz,Greenskins,greenskins,wh_main_grn_greenskins,wh_main_sc_grn_greenskins,LOCKED_STANDARD,factions/greenskins/wh2_dlc15_grn_bonerattlaz.csv,1,52,52,45,117,0,2,316,9bc52f99a3040ebd4c948420989d35a1eeaed2e0e1b9e5961cae24a650394510,cbff675ae9261a91b9958cb0b089c476f322e34f115f256b273d1b0750caee04,270687
warhammer_3,8.1.1,24237342,wh2_dlc15_grn_broken_axe,Broken Axe,Greenskins,greenskins,wh_main_grn_greenskins,wh_main_sc_grn_greenskins,LOCKED_STANDARD,factions/greenskins/wh2_dlc15_grn_broken_axe.csv,1,52,52,45,117,0,2,316,9bc52f99a3040ebd4c948420989d35a1eeaed2e0e1b9e5961cae24a650394510,e79df540bba0f184c38e3518cb0682c413dae3e3622fad5a44cde8d382989192,270054
warhammer_3,8.1.1,24237342,wh2_dlc15_hef_imrik,Knights of Caledor,High Elves,high_elves,wh2_main_hef_high_elves,wh2_main_sc_hef_high_elves,LOCKED_STANDARD,factions/high_elves/wh2_dlc15_hef_imrik.csv,1,73,73,74,162,0,0,506,4c300257ce3742bf11d1345a3f9850fe18addef9d08c8056e98b7aff6ee79ba6,daf4b36c9f3b3ba2036b0849ab4a477f43dcbb6ec817fbd163fd09e6a7b53fbd,453466
warhammer_3,8.1.1,24237342,wh2_dlc16_wef_drycha,Wargrove of Woe,Wood Elves,wood_elves,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,factions/wood_elves/wh2_dlc16_wef_drycha.csv,1,35,35,25,85,0,0,212,a240a3bee05585f884f2c968baaee51d2cd1a2330fc98c593993f1162467215f,3625dcb4c748075d65a71316d70815484818171cecbf3bb68c214b2ca4b86646,236640
warhammer_3,8.1.1,24237342,wh2_dlc16_wef_sisters_of_twilight,Heralds of Ariel,Wood Elves,wood_elves,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,LOCKED_STANDARD,factions/wood_elves/wh2_dlc16_wef_sisters_of_twilight.csv,1,33,33,25,81,0,0,198,ea022138575d9f0eb5f996e7bb666c8f5aeff2a60be2f997318658b404785af5,838466088f0f72ce109a0d4a2b627d086571eee28511f632465e17f03ddec257,226571
warhammer_3,8.1.1,24237342,wh2_dlc17_bst_malagor,Harbinger of Disaster,Beastmen,beastmen,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,factions/beastmen/wh2_dlc17_bst_malagor.csv,1,28,28,16,42,12,0,236,86aad303d8458b80141c5b666b9fc81061d8e6df8621a9f7227226b7f3805cf0,a120dfd5d9876497b885cd359f1839f394d41272569c9addd11f72eefad022da,209024
warhammer_3,8.1.1,24237342,wh2_dlc17_bst_taurox,Slaughterhorn Tribe,Beastmen,beastmen,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,LOCKED_HORDE_SETTLED,factions/beastmen/wh2_dlc17_bst_taurox.csv,1,28,28,16,42,12,0,236,86aad303d8458b80141c5b666b9fc81061d8e6df8621a9f7227226b7f3805cf0,53d4b2bb6478e71299abe4786b98e52aca96763e1034a7b32aec46daa28beee0,208315
warhammer_3,8.1.1,24237342,wh2_dlc17_dwf_thorek_ironbrow,Ironbrow's Expedition,Dwarfs,dwarfs,wh_main_dwf_dwarfs,wh_main_sc_dwf_dwarfs,LOCKED_STANDARD,factions/dwarfs/wh2_dlc17_dwf_thorek_ironbrow.csv,1,68,68,122,117,0,0,522,ff05eb754ef635d0c27b7fccc6c3fbb9cf9c2aae5ee02890dbb0d4c05b32b44e,a154b184ee76fcbc061b98702d69b9844eb26cbdaf188e07f10680bfff81b47d,607594
warhammer_3,8.1.1,24237342,wh2_dlc17_lzd_oxyotl,Ghosts of Pahuax,Lizardmen,lizardmen,wh2_main_lzd_lizardmen,wh2_main_sc_lzd_lizardmen,LOCKED_STANDARD,factions/lizardmen/wh2_dlc17_lzd_oxyotl.csv,1,64,64,54,131,0,0,408,4a02242bbc7f878865e46ad3a64041cd5c7038e755bc3aeeab3b6249907dd2f2,cd8aff379ecaef0e071af2c8562403d98d33302daaa6d1bb4dde202a9de8bf93,365114
warhammer_3,8.1.1,24237342,wh2_main_def_cult_of_pleasure,Cult of Pleasure,Dark Elves,dark_elves,wh2_main_def_dark_elves,wh2_main_sc_def_dark_elves,MIXED_NAVAL_HORDE,factions/dark_elves/wh2_main_def_cult_of_pleasure.csv,1,54,54,59,100,0,0,274,d1cfaa3101abc4c5bed28f305cf70500bf33e07ede9518134fa348750867e4f7,d6e6d0f44e7f4ec4c430b3bed63e62c4b4e1bf53be8c14b808c677652ab021ea,250030
warhammer_3,8.1.1,24237342,wh2_main_def_hag_graef,Hag Graef,Dark Elves,dark_elves,wh2_main_def_dark_elves,wh2_main_sc_def_dark_elves,MIXED_NAVAL_HORDE,factions/dark_elves/wh2_main_def_hag_graef.csv,1,52,52,57,96,0,0,264,7996ee69433602084b0a475e46f25fda2e4ea59220a6e9f57741a3d01b9a967a,e5567aebd6eabb9be8e40f8b99817321e47a00dfed4ed0093f845fae9e4d67e6,236643
warhammer_3,8.1.1,24237342,wh2_main_def_har_ganeth,Har Ganeth,Dark Elves,dark_elves,wh2_main_def_dark_elves,wh2_main_sc_def_dark_elves,MIXED_NAVAL_HORDE,factions/dark_elves/wh2_main_def_har_ganeth.csv,1,52,52,57,96,0,0,264,7996ee69433602084b0a475e46f25fda2e4ea59220a6e9f57741a3d01b9a967a,a31e8cebbee31d5944849192cece4a26619d9e834701bff41ea33f4bd1bec27c,237172
warhammer_3,8.1.1,24237342,wh2_main_def_naggarond,Naggarond,Dark Elves,dark_elves,wh2_main_def_dark_elves,wh2_main_sc_def_dark_elves,MIXED_NAVAL_HORDE,factions/dark_elves/wh2_main_def_naggarond.csv,1,52,52,57,96,0,0,264,7996ee69433602084b0a475e46f25fda2e4ea59220a6e9f57741a3d01b9a967a,e43e5e76d67b58d7432bd277fcaee8d1e974aad944412cbc325c4469b88a42ce,236643
warhammer_3,8.1.1,24237342,wh2_main_hef_avelorn,Avelorn,High Elves,high_elves,wh2_main_hef_high_elves,wh2_main_sc_hef_high_elves,LOCKED_STANDARD,factions/high_elves/wh2_main_hef_avelorn.csv,1,73,73,74,162,0,0,506,4c300257ce3742bf11d1345a3f9850fe18addef9d08c8056e98b7aff6ee79ba6,6a59f908bd1e83fbb58ac4c7a8bc0116043300aab8d6dea194b2aa782c4b0183,448408
warhammer_3,8.1.1,24237342,wh2_main_hef_eataine,Eataine,High Elves,high_elves,wh2_main_hef_high_elves,wh2_main_sc_hef_high_elves,LOCKED_STANDARD,factions/high_elves/wh2_main_hef_eataine.csv,1,75,75,78,169,0,0,523,b4020db026ddea4446fc3ee91d158ba8c21a828f67c3e2ce203f9e3079d888e4,e31655d0713c7dcfc2c929ba76380e6797f242fb0d69ea7653f31de8f785e967,464029
warhammer_3,8.1.1,24237342,wh2_main_hef_nagarythe,Nagarythe,High Elves,high_elves,wh2_main_hef_high_elves,wh2_main_sc_hef_high_elves,LOCKED_STANDARD,factions/high_elves/wh2_main_hef_nagarythe.csv,1,73,73,74,162,0,0,506,4c300257ce3742bf11d1345a3f9850fe18addef9d08c8056e98b7aff6ee79ba6,8bcdda631b5df4eb7542f9cb384467dc2a2cae93032fab077d9f7747dc61d786,450434
warhammer_3,8.1.1,24237342,wh2_main_hef_order_of_loremasters,Order of Loremasters,High Elves,high_elves,wh2_main_hef_high_elves,wh2_main_sc_hef_high_elves,LOCKED_STANDARD,factions/high_elves/wh2_main_hef_order_of_loremasters.csv,1,73,73,74,162,0,0,506,4c300257ce3742bf11d1345a3f9850fe18addef9d08c8056e98b7aff6ee79ba6,9f98e777c0227d53f5f02bc19f4535fee52fcb4fff16a7b7685abb67e5e05639,461577
warhammer_3,8.1.1,24237342,wh2_main_hef_yvresse,Yvresse,High Elves,high_elves,wh2_main_hef_high_elves,wh2_main_sc_hef_high_elves,LOCKED_STANDARD,factions/high_elves/wh2_main_hef_yvresse.csv,1,73,73,74,162,0,0,506,4c300257ce3742bf11d1345a3f9850fe18addef9d08c8056e98b7aff6ee79ba6,14ad5b009ff6405c8612ff5a64d0b2c8152b1af1193f6510e6ed56a032880601,448408
warhammer_3,8.1.1,24237342,wh2_main_lzd_hexoatl,Hexoatl,Lizardmen,lizardmen,wh2_main_lzd_lizardmen,wh2_main_sc_lzd_lizardmen,LOCKED_STANDARD,factions/lizardmen/wh2_main_lzd_hexoatl.csv,1,64,64,54,131,0,0,408,4a02242bbc7f878865e46ad3a64041cd5c7038e755bc3aeeab3b6249907dd2f2,538a4658da2041694131a5510cd48014184c74a170caa883d740f277928e0928,361442
warhammer_3,8.1.1,24237342,wh2_main_lzd_itza,Itza,Lizardmen,lizardmen,wh2_main_lzd_lizardmen,wh2_main_sc_lzd_lizardmen,LOCKED_STANDARD,factions/lizardmen/wh2_main_lzd_itza.csv,1,64,64,54,131,0,0,408,4a02242bbc7f878865e46ad3a64041cd5c7038e755bc3aeeab3b6249907dd2f2,30bbdc70abce0a600faed793c8e7fc7c20b794e1bb424b6c4d41977172523fad,358991
warhammer_3,8.1.1,24237342,wh2_main_lzd_last_defenders,Last Defenders,Lizardmen,lizardmen,wh2_main_lzd_lizardmen,wh2_main_sc_lzd_lizardmen,LOCKED_STANDARD,factions/lizardmen/wh2_main_lzd_last_defenders.csv,1,64,64,54,131,0,0,408,4a02242bbc7f878865e46ad3a64041cd5c7038e755bc3aeeab3b6249907dd2f2,33a51ed5c6d9e9fb00186bccc2ad85344991cb9302da589712671a8ca77636c2,367161
warhammer_3,8.1.1,24237342,wh2_main_lzd_tlaqua,Tlaqua,Lizardmen,lizardmen,wh2_main_lzd_lizardmen,wh2_main_sc_lzd_lizardmen,LOCKED_STANDARD,factions/lizardmen/wh2_main_lzd_tlaqua.csv,1,64,64,54,131,0,0,408,4a02242bbc7f878865e46ad3a64041cd5c7038e755bc3aeeab3b6249907dd2f2,b338bc59a6e2d4c544642337672596331a8cfe8fd1538e6b421ee5e8d014b649,360625
warhammer_3,8.1.1,24237342,wh2_main_skv_clan_eshin,Clan Eshin,Skaven,skaven,wh2_main_skv_skaven,wh2_main_sc_skv_skaven,LOCKED_STANDARD,factions/skaven/wh2_main_skv_clan_eshin.csv,1,55,55,62,112,0,0,298,f615f0ed138c37a2370db6562b2da3da09ce94e81b67aa3946e7fa10612b52fb,7a5591cbc4cbfb9e1c04f1bbddbf8ba14096d02b69a66b1aba8e8592fc7716db,255477
warhammer_3,8.1.1,24237342,wh2_main_skv_clan_mors,Clan Mors,Skaven,skaven,wh2_main_skv_skaven,wh2_main_sc_skv_skaven,LOCKED_STANDARD,factions/skaven/wh2_main_skv_clan_mors.csv,1,52,52,53,103,0,0,272,cc74cf36ad579ef7a761381fc10b1cccf93dad0dc6bc27fffed7059e1b453983,e909e7754df8eb9a35fa719053e7267036458b8acd8d07097665c29dd5c59b42,232876
warhammer_3,8.1.1,24237342,wh2_main_skv_clan_moulder,Clan Moulder,Skaven,skaven,wh2_main_skv_skaven,wh2_main_sc_skv_skaven,LOCKED_STANDARD,factions/skaven/wh2_main_skv_clan_moulder.csv,1,53,53,54,104,0,0,277,04d05e7833bb6838bcd6e57a13d50059fcd1e2db7358be801ee5641d5be92dc8,b91767a6c2e5c0dc73cd4c57bb05897110632a74f15974b0112b0917550a7b0f,238742
warhammer_3,8.1.1,24237342,wh2_main_skv_clan_pestilens,Clan Pestilens,Skaven,skaven,wh2_main_skv_skaven,wh2_main_sc_skv_skaven,LOCKED_STANDARD,factions/skaven/wh2_main_skv_clan_pestilens.csv,1,52,52,53,103,0,0,272,cc74cf36ad579ef7a761381fc10b1cccf93dad0dc6bc27fffed7059e1b453983,c1952d810c16f0450f517ba4fc8b8afca7b8bd5e3d47f83a2c765a9504871283,235601
warhammer_3,8.1.1,24237342,wh2_main_skv_clan_skryre,Clan Skryre,Skaven,skaven,wh2_main_skv_skaven,wh2_main_sc_skv_skaven,LOCKED_STANDARD,factions/skaven/wh2_main_skv_clan_skryre.csv,1,52,52,53,103,0,0,272,cc74cf36ad579ef7a761381fc10b1cccf93dad0dc6bc27fffed7059e1b453983,181b4dd5e8a21b2861ae043227be507672ae35abdf3cf9d70da1eb948a1228e4,233966
warhammer_3,8.1.1,24237342,wh2_twa03_def_rakarth,The Thousand Maws,Dark Elves,dark_elves,wh2_main_def_dark_elves,wh2_main_sc_def_dark_elves,MIXED_NAVAL_HORDE,factions/dark_elves/wh2_twa03_def_rakarth.csv,1,52,52,57,96,0,0,264,7996ee69433602084b0a475e46f25fda2e4ea59220a6e9f57741a3d01b9a967a,6673bb419ee143dbc40d4279182dc544291f60ebdfacda3576ca9a6c6e83c5e7,238490
warhammer_3,8.1.1,24237342,wh3_cp1_cth_tiger_warriors,Claws of the White Tiger,Grand Cathay,grand_cathay,wh3_main_cth_cathay,wh3_main_sc_cth_cathay,LOCKED_STANDARD,factions/grand_cathay/wh3_cp1_cth_tiger_warriors.csv,1,74,74,78,192,0,4,503,92b0948ec4a9d7c800a9dfc39cb5a89f3a682537e639d2ca57fb71a936cfc7d0,0c528e556af362c6a44f2f98265233b821a8ce19f8f446df7ccbfe5f8531a82a,465085
warhammer_3,8.1.1,24237342,wh3_dlc20_chs_azazel,The Ecstatic Legions,Warriors of Chaos,warriors_of_chaos,wh_main_chs_chaos,wh_main_sc_chs_chaos,LOCKED_STANDARD,factions/warriors_of_chaos/wh3_dlc20_chs_azazel.csv,2,80,59,102,192,0,116,1087,93ba5c27c89b2ddf626c2782b875b9416e34e3e15c43bbb29d8a390b0af9b557,e1658699e107d694d609cd6ab8d247700888a2e4875face382b1873cd425c94b,1164513
warhammer_3,8.1.1,24237342,wh3_dlc20_chs_festus,The Fecundites,Warriors of Chaos,warriors_of_chaos,wh_main_chs_chaos,wh_main_sc_chs_chaos,LOCKED_STANDARD,factions/warriors_of_chaos/wh3_dlc20_chs_festus.csv,2,80,59,102,189,0,116,1084,87465937aaf8c714675f297251b19260ceb1008a16d039ee69823282b3bbfde2,1376c3f109ee4edc3de8171a2f68ed73e345fae5e9e9faf6d0b4820c51e0ce70,1152613
warhammer_3,8.1.1,24237342,wh3_dlc20_chs_kholek,Heralds of the Tempest,Warriors of Chaos,warriors_of_chaos,wh_main_chs_chaos,wh_main_sc_chs_chaos,LOCKED_STANDARD,factions/warriors_of_chaos/wh3_dlc20_chs_kholek.csv,1,47,47,66,115,0,72,691,c0d582f0fff149c0dc0266ad7e040f7d41980af4d00f6735f276c983be8fb5a8,c882c62f30ffb35b032f6d90f6bfed5bef3a16aa1cd1b72ab285079e13aa04fc,720411
warhammer_3,8.1.1,24237342,wh3_dlc20_chs_sigvald,The Decadent Host,Warriors of Chaos,warriors_of_chaos,wh_main_chs_chaos,wh_main_sc_chs_chaos,LOCKED_STANDARD,factions/warriors_of_chaos/wh3_dlc20_chs_sigvald.csv,1,48,48,70,117,0,72,699,3110a1c6eddd100b41bcb5861147073b0917c281443b4e9c0d01ed4f5396463e,431fb4003bee347cf5a8ebb11a41d6b0529867d50d2a984226bdaaf33c9670c0,724607
warhammer_3,8.1.1,24237342,wh3_dlc20_chs_valkia,Legion of the Gorequeen,Warriors of Chaos,warriors_of_chaos,wh_main_chs_chaos,wh_main_sc_chs_chaos,LOCKED_STANDARD,factions/warriors_of_chaos/wh3_dlc20_chs_valkia.csv,2,80,59,102,186,0,117,1082,0a0fd9fef9935f3500d8d691275e909ac0cfe786b6f5595c9e1a0c3cbc790d09,968c054bbe73649f92ed1e217daf6ac5d5efbb4b1e59363da5e49efca5263b16,1159878
warhammer_3,8.1.1,24237342,wh3_dlc20_chs_vilitch,Puppets of Misrule,Warriors of Chaos,warriors_of_chaos,wh_main_chs_chaos,wh_main_sc_chs_chaos,LOCKED_STANDARD,factions/warriors_of_chaos/wh3_dlc20_chs_vilitch.csv,2,80,59,102,188,0,116,1067,4532abf11706c7e1bd5ffc134a7c928fcba77c3d161c892dd7ec2c9a0d26c5fa,2416460a7312986681beadc1c34a8c21acd9505c2964949afa488265b0a86e01,1141927
warhammer_3,8.1.1,24237342,wh3_dlc23_chd_astragoth,Disciples of Hashut,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,LOCKED_STANDARD,factions/chaos_dwarfs/wh3_dlc23_chd_astragoth.csv,1,78,78,71,152,0,30,541,a438114faa2030068e75068cb70b2a0b9f8ca986f83dedc8b8aa02bffd2d0249,8f280341ee5a5d12733a9bc7b27b2d551f665d6ccaba4f343ec7134a1c9faf41,529937
warhammer_3,8.1.1,24237342,wh3_dlc23_chd_legion_of_azgorh,The Legion of Azgorh,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,LOCKED_STANDARD,factions/chaos_dwarfs/wh3_dlc23_chd_legion_of_azgorh.csv,1,78,78,71,152,0,30,541,a438114faa2030068e75068cb70b2a0b9f8ca986f83dedc8b8aa02bffd2d0249,34ded7827734c00568f45d14ce36822c6def058056bfcb68fa0231edee83a8d3,534272
warhammer_3,8.1.1,24237342,wh3_dlc23_chd_zhatan,The Warhost of Zharr,Chaos Dwarfs,chaos_dwarfs,wh3_dlc23_chd_chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,LOCKED_STANDARD,factions/chaos_dwarfs/wh3_dlc23_chd_zhatan.csv,1,78,78,71,152,0,30,541,a438114faa2030068e75068cb70b2a0b9f8ca986f83dedc8b8aa02bffd2d0249,b6a3e1a607758f846bedb41757e2dc45162817c9a9fe7aa07f5621e2bbecefee,528852
warhammer_3,8.1.1,24237342,wh3_dlc24_cth_the_celestial_court,The Jade Court,Grand Cathay,grand_cathay,wh3_main_cth_cathay,wh3_main_sc_cth_cathay,LOCKED_STANDARD,factions/grand_cathay/wh3_dlc24_cth_the_celestial_court.csv,1,72,72,73,188,0,4,488,4f5e5f75df0f0dc9644005dc794f9e0c5e57819752f9738f56e91f45e42d16b2,85d0a3d06577976e4cc955099948012176f2004d6b7588e66501f12e2c374f27,450467
warhammer_3,8.1.1,24237342,wh3_dlc24_ksl_daughters_of_the_forest,Daughters of the Forest,Kislev,kislev,wh3_main_ksl_kislev,wh3_main_sc_ksl_kislev,LOCKED_STANDARD,factions/kislev/wh3_dlc24_ksl_daughters_of_the_forest.csv,1,78,78,73,139,5,1,525,56cbcc7ee7c5291e899db792407da0d0833721120b23fa1454fe68c6b0d42762,264342f47d8d7abb8f8ef6f7c45e9b5a2635c6002c4e69156dba124f65417d68,484605
warhammer_3,8.1.1,24237342,wh3_dlc24_tze_the_deceivers,The Deceivers,Tzeentch,tzeentch,wh3_main_tze_tzeentch,wh3_main_sc_tze_tzeentch,LOCKED_FOREIGN_SLOTS,factions/tzeentch/wh3_dlc24_tze_the_deceivers.csv,4,192,98,241,261,15,0,1341,9f783b1deeff04a5c3662ca085a904043765de5580fe13aff8634cea277f984d,fa07f3b68a3e2d889bd4ddc82428d2ced907dc0d7b979d43cf6bb12a7bf0e5b3,1320031
