record_type,game,patch,steam_build_id,race,race_slug,faction_key,faction_name,culture_key,subculture_key,feature_forest_key,variant_key,variant_status,applicability_basis,campaign_key,node_set_key,set_faction_key,set_culture_key,set_subculture_key,set_campaign_key,node_key,node_faction_key,node_campaign_key,technology_key,technology_name,technology_short_description,technology_long_description,effect_key,effect_scope,effect_value,effect_description,effect_additional_tooltip,node_set_name,node_set_tooltip,ui_group_name,ui_group_description,ui_tab_name,ui_tab_tooltip,lock_reason,ancillary_granted_text,required_technology_key,parent_node_key,child_node_key,link_type,classification,source_table,source_path,source_row_number,source_key,script_path,script_line,script_operation,script_evidence,script_applicability,script_resolution,set_colour_hex,node_indent,node_tier,research_points_required,cost_per_round,food_cost,ui_group_key,resource_cost_key,required_parents,node_pixel_offset_x,node_pixel_offset_y,technology_building_level,technology_position_index,technology_icon_name,technology_mp_available_early,technology_mp_available_late,technology_info_pic,technology_unique_index,technology_is_civil,technology_is_engineering,technology_is_military,technology_is_hidden,link_initial_descent_tiers,link_parent_link_position,link_child_link_position,link_parent_link_position_offset,link_child_link_position_offset,link_visible_in_ui,required_building_level_key,ancillary_key,character_trait_level_key,effect_list_key,initiative_key,initiative_visible_in_ui,unit_upgrade_key,mercenary_key,mercenary_group,mercenary_initial_unit_count,mercenary_pool,unlock_faction_key,unlock_subculture_key,resource_cost_treasury_cost,resource_cost_expenditure_type,resource_cost_income_type,resource_cost_expenditure_type_when_regular,resource_cost_income_type_when_regular,pooled_cost_pooled_resource_factor,pooled_cost_amount,pooled_cost_context,pooled_cost_ui_resource_transaction_pooled_resource,pooled_resource_factor_key,resource_factor_factor,pooled_resource_key,resource_factor_minimum,resource_factor_maximum,resource_factor_specific_faction_set,group_optional_background_image,group_colour_hex,group_bounds_bottom_right_node,group_bounds_top_left_node,group_bounds_optional_top_right_node,group_bounds_optional_bottom_left_node,ui_tab_key,tab_sort_order,tab_tier_offset,module_max_tier,effect_bundle_key,module_min_tier,category_effect_advancement_stage,effect_definition_icon,effect_definition_priority,effect_definition_icon_negative,effect_definition_category,effect_definition_is_positive_value_good
faction,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has_database_tree,factions_tables,db/factions_tables/data__.tsv,368,wh3_dlc27_nor_sayl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_set,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,,,,,,,,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_node_sets_tables,db/technology_node_sets_tables/data__.tsv,25,nor_mil,,,,,,,FFB62F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_monsters_03,,,wh_dlc08_tech_nor_creatures_01,Monster Hunter,"For those who dwell in the shadow of Chaos, monster hunting is a most savage pleasure.","The wastes of the north are home to beasts that would give soft southerners bed-wetting nightmares. Only the strongest creatures survive in this harsh environment, and there is no room for weakness. Kill or be killed is the law of the north, from the greatest mammoth thundering across the tundra to the smallest blood-sucking parasite oozing across the cold ground in search of warm blood. Many creatures have been warped by proximity to the Realm of Chaos, making them more fearsome still. To hunt the fierce beasts of the north, to overcome and slay them, is both grim sport and an offering to the Dark Gods, for the Ruinous Powers revel in all slaughter, be it of man or monster.",wh3_dlc27_effect_force_stat_melee_attack_nor_dragon_chimera,faction_to_force_own_unseen,4.0000,Melee attack: %+n for Chimera and Chaos Frost Dragon units,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3262,wh_dlc08_tech_nor_creatures_01|wh3_dlc27_effect_force_stat_melee_attack_nor_dragon_chimera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,melee.png,431,melee.png,battle,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_monsters_03,,,wh_dlc08_tech_nor_creatures_01,Monster Hunter,"For those who dwell in the shadow of Chaos, monster hunting is a most savage pleasure.","The wastes of the north are home to beasts that would give soft southerners bed-wetting nightmares. Only the strongest creatures survive in this harsh environment, and there is no room for weakness. Kill or be killed is the law of the north, from the greatest mammoth thundering across the tundra to the smallest blood-sucking parasite oozing across the cold ground in search of warm blood. Many creatures have been warped by proximity to the Realm of Chaos, making them more fearsome still. To hunt the fierce beasts of the north, to overcome and slay them, is both grim sport and an offering to the Dark Gods, for the Ruinous Powers revel in all slaughter, be it of man or monster.",wh3_dlc27_effect_force_stat_speed_nor_dragon_chimera,faction_to_force_own_unseen,10.0000,Speed: %+n% for Chimera and Chaos Frost Dragon units,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3263,wh_dlc08_tech_nor_creatures_01|wh3_dlc27_effect_force_stat_speed_nor_dragon_chimera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,battle_movement.png,421,battle_movement.png,battle,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_monsters_03,,,wh_dlc08_tech_nor_creatures_01,Monster Hunter,"For those who dwell in the shadow of Chaos, monster hunting is a most savage pleasure.","The wastes of the north are home to beasts that would give soft southerners bed-wetting nightmares. Only the strongest creatures survive in this harsh environment, and there is no room for weakness. Kill or be killed is the law of the north, from the greatest mammoth thundering across the tundra to the smallest blood-sucking parasite oozing across the cold ground in search of warm blood. Many creatures have been warped by proximity to the Realm of Chaos, making them more fearsome still. To hunt the fierce beasts of the north, to overcome and slay them, is both grim sport and an offering to the Dark Gods, for the Ruinous Powers revel in all slaughter, be it of man or monster.",wh3_dlc27_nor_monstrous_arcanum_hunt_unlock_chimera_dummy,faction_to_faction_own_unseen,1.0000,Unlocks the Monster Hunt for The Voice of the Wastes,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3264,wh_dlc08_tech_nor_creatures_01|wh3_dlc27_nor_monstrous_arcanum_hunt_unlock_chimera_dummy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,army.png,700,army.png,campaign,true
tab_membership,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_monsters_03,,,wh_dlc08_tech_nor_creatures_01,Monster Hunter,"For those who dwell in the shadow of Chaos, monster hunting is a most savage pleasure.","The wastes of the north are home to beasts that would give soft southerners bed-wetting nightmares. Only the strongest creatures survive in this harsh environment, and there is no room for weakness. Kill or be killed is the law of the north, from the greatest mammoth thundering across the tundra to the smallest blood-sucking parasite oozing across the cold ground in search of warm blood. Many creatures have been warped by proximity to the Realm of Chaos, making them more fearsome still. To hunt the fierce beasts of the north, to overcome and slay them, is both grim sport and an offering to the Dark Gods, for the Ruinous Powers revel in all slaughter, be it of man or monster.",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_ui_tabs_to_technology_nodes_junctions_tables,db/technology_ui_tabs_to_technology_nodes_junctions_tables/data__.tsv,630,wh3_dlc27_tech_nor_monsters_03|nor_mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nor_mil,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_monsters_05,,,wh3_dlc27_tech_nor_ship_lumbering,Everliving Spite,"The Ettins' curse may have rendered them near-immortal. Then again, it may have been their pure, ravening spite at the world, and themselves.",[PH],,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1214,wh3_dlc27_tech_nor_monsters_05,,,,,,,,9,3,500,0,0,,,0,0,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_monsters_05,,,wh3_dlc27_tech_nor_ship_lumbering,Everliving Spite,"The Ettins' curse may have rendered them near-immortal. Then again, it may have been their pure, ravening spite at the world, and themselves.",[PH],,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,996,wh3_dlc27_tech_nor_ship_lumbering,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,tech_wh_dlc27_tech_nor_ship_chaos,false,false,placeholder.tga,1501701495,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_monsters_05,,,wh3_dlc27_tech_nor_ship_lumbering,Everliving Spite,"The Ettins' curse may have rendered them near-immortal. Then again, it may have been their pure, ravening spite at the world, and themselves.",[PH],wh3_dlc27_effect_tech_melee_defence_ettin_nor,faction_to_force_own_unseen,4.0000,Melee defence: %+n for Curs'd Ettin units,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,2046,wh3_dlc27_tech_nor_ship_lumbering|wh3_dlc27_effect_tech_melee_defence_ettin_nor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defence.png,451,defence.png,battle,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_monsters_05,,,wh3_dlc27_tech_nor_ship_lumbering,Everliving Spite,"The Ettins' curse may have rendered them near-immortal. Then again, it may have been their pure, ravening spite at the world, and themselves.",[PH],wh3_dlc27_effect_tech_physical_res_ettin_nor,faction_to_force_own_unseen,10.0000,Physical resistance: %n% for Curs'd Ettin units,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,2047,wh3_dlc27_tech_nor_ship_lumbering|wh3_dlc27_effect_tech_physical_res_ettin_nor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resistance_physical.png,581,resistance_physical.png,battle,true
tab_membership,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_monsters_05,,,wh3_dlc27_tech_nor_ship_lumbering,Everliving Spite,"The Ettins' curse may have rendered them near-immortal. Then again, it may have been their pure, ravening spite at the world, and themselves.",[PH],,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_ui_tabs_to_technology_nodes_junctions_tables,db/technology_ui_tabs_to_technology_nodes_junctions_tables/data__.tsv,632,wh3_dlc27_tech_nor_monsters_05|nor_mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nor_mil,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh_dlc08_tech_nor_marauders_02,,,wh_dlc08_tech_nor_marauders_02,Metalworker's Anvil,A piece of armour is no harder than the anvil upon which it is fashioned. ,"Even among those who live for slaughter, armour has its place. A warrior who can survive the slash of an enemy's blade or the blow of their hammer lives to fight another day, and earns more chances to  offer up the lifeblood of his enemies to the Gods. Armour that does not dent or split or buckle must be well-made, and well-made armour needs solid and carefully-crafted anvils. A Marauder whose armour is fashioned with skill wades through the enemy without being distracted by his foes' attempts to wound him - for he is the one doing the wounding!",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1726,wh_dlc08_tech_nor_marauders_02,,,,,,,,1,4,600,0,0,,,1,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh_dlc08_tech_nor_marauders_02,,,wh_dlc08_tech_nor_marauders_02,Metalworker's Anvil,A piece of armour is no harder than the anvil upon which it is fashioned. ,"Even among those who live for slaughter, armour has its place. A warrior who can survive the slash of an enemy's blade or the blow of their hammer lives to fight another day, and earns more chances to  offer up the lifeblood of his enemies to the Gods. Armour that does not dent or split or buckle must be well-made, and well-made armour needs solid and carefully-crafted anvils. A Marauder whose armour is fashioned with skill wades through the enemy without being distracted by his foes' attempts to wound him - for he is the one doing the wounding!",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,1619,wh_dlc08_tech_nor_marauders_02,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,tech_dlc08_nor_metalworkers_anvil,false,false,,1333235069,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh_dlc08_tech_nor_marauders_02,,,wh_dlc08_tech_nor_marauders_02,Metalworker's Anvil,A piece of armour is no harder than the anvil upon which it is fashioned. ,"Even among those who live for slaughter, armour has its place. A warrior who can survive the slash of an enemy's blade or the blow of their hammer lives to fight another day, and earns more chances to  offer up the lifeblood of his enemies to the Gods. Armour that does not dent or split or buckle must be well-made, and well-made armour needs solid and carefully-crafted anvils. A Marauder whose armour is fashioned with skill wades through the enemy without being distracted by his foes' attempts to wound him - for he is the one doing the wounding!",wh3_dlc27_effect_tech_armour_marauder_elite_nor,faction_to_force_own_unseen,10.0000,Armour: %+n for Marauder Champions and Marauder Berzerkers units,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3282,wh_dlc08_tech_nor_marauders_02|wh3_dlc27_effect_tech_armour_marauder_elite_nor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,armour.png,401,armour.png,battle,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh_dlc08_tech_nor_marauders_02,,,wh_dlc08_tech_nor_marauders_02,Metalworker's Anvil,A piece of armour is no harder than the anvil upon which it is fashioned. ,"Even among those who live for slaughter, armour has its place. A warrior who can survive the slash of an enemy's blade or the blow of their hammer lives to fight another day, and earns more chances to  offer up the lifeblood of his enemies to the Gods. Armour that does not dent or split or buckle must be well-made, and well-made armour needs solid and carefully-crafted anvils. A Marauder whose armour is fashioned with skill wades through the enemy without being distracted by his foes' attempts to wound him - for he is the one doing the wounding!",wh3_dlc27_effect_tech_melee_defence_marauder_elite_nor,faction_to_force_own_unseen,4.0000,Melee defence: %+n for Marauder Champions and Marauder Berzerkers units,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3283,wh_dlc08_tech_nor_marauders_02|wh3_dlc27_effect_tech_melee_defence_marauder_elite_nor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defence.png,452,defence.png,battle,true
tab_membership,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh_dlc08_tech_nor_marauders_02,,,wh_dlc08_tech_nor_marauders_02,Metalworker's Anvil,A piece of armour is no harder than the anvil upon which it is fashioned. ,"Even among those who live for slaughter, armour has its place. A warrior who can survive the slash of an enemy's blade or the blow of their hammer lives to fight another day, and earns more chances to  offer up the lifeblood of his enemies to the Gods. Armour that does not dent or split or buckle must be well-made, and well-made armour needs solid and carefully-crafted anvils. A Marauder whose armour is fashioned with skill wades through the enemy without being distracted by his foes' attempts to wound him - for he is the one doing the wounding!",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_ui_tabs_to_technology_nodes_junctions_tables,db/technology_ui_tabs_to_technology_nodes_junctions_tables/data__.tsv,642,wh_dlc08_tech_nor_marauders_02|nor_mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nor_mil,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh_dlc08_tech_nor_creatures_06,,,wh3_dlc27_tech_nor_mil_tough_skin,Violent Evolution,"Scars may cripple a human, but it is how Northern creatures who were once less-than-human become so much more.",,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1724,wh_dlc08_tech_nor_creatures_06,,,,,,,,5,4,600,0,0,,,1,0,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh_dlc08_tech_nor_creatures_06,,,wh3_dlc27_tech_nor_mil_tough_skin,Violent Evolution,"Scars may cripple a human, but it is how Northern creatures who were once less-than-human become so much more.",,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,985,wh3_dlc27_tech_nor_mil_tough_skin,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,wh3_dlc27_tech_nor_tough_skin,false,false,placeholder.tga,1411163478,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh_dlc08_tech_nor_creatures_06,,,wh3_dlc27_tech_nor_mil_tough_skin,Violent Evolution,"Scars may cripple a human, but it is how Northern creatures who were once less-than-human become so much more.",,wh3_dlc27_effect_armour_monstrous_inf_wolves_nor,faction_to_force_own_unseen,10.0000,"Armour: %+n for Trolls, Fimir Warriors, Skin Wolf, Ice Wolf and Warhound units",,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,2019,wh3_dlc27_tech_nor_mil_tough_skin|wh3_dlc27_effect_armour_monstrous_inf_wolves_nor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,armour.png,401,armour.png,battle,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh_dlc08_tech_nor_creatures_06,,,wh3_dlc27_tech_nor_mil_tough_skin,Violent Evolution,"Scars may cripple a human, but it is how Northern creatures who were once less-than-human become so much more.",,wh3_dlc27_effect_force_stat_missile_resist_monstrous_inf_wolves_nor_r7,faction_to_force_own_unseen,15.0000,"Missile resistance: %n% for Trolls, Fimir Warriors, Skin Wolf, Ice Wolf and Warhound units {{tr:rank7}}",,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,2020,wh3_dlc27_tech_nor_mil_tough_skin|wh3_dlc27_effect_force_stat_missile_resist_monstrous_inf_wolves_nor_r7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resistance_missile.png,582,resistance_missile.png,battle,true
tab_membership,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh_dlc08_tech_nor_creatures_06,,,wh3_dlc27_tech_nor_mil_tough_skin,Violent Evolution,"Scars may cripple a human, but it is how Northern creatures who were once less-than-human become so much more.",,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_ui_tabs_to_technology_nodes_junctions_tables,db/technology_ui_tabs_to_technology_nodes_junctions_tables/data__.tsv,640,wh_dlc08_tech_nor_creatures_06|nor_mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nor_mil,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_monsters_06,,,wh3_dlc27_tech_nor_mil_hardened_tusks,Deadly Prey,Few creatures have endured such depredation from human and inhuman hunters alike – a Mammoth dies on its own terms and no one else's.,,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1215,wh3_dlc27_tech_nor_monsters_06,,,,,,,,9,4,600,0,0,,,1,0,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
